year-month,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm
2000-01,Central Coast,0.049728018876055685,0.21981143989083285,0.29804550761162585,1.391639926592177,15.370537375234871,0.0697077572472112
2000-02,Central Coast,0.08675036047156927,0.2581487508925719,0.3849463960354692,1.591838623414408,17.366679488356663,0.08305836191869956
2000-03,Central Coast,0.11826410105841774,0.3128775571458747,0.5609535507111398,1.3962804031160725,14.892122837604497,0.06897161318493769
2000-04,Central Coast,0.21312598700604207,0.5852636693028324,0.8273557852465205,1.3257053636448615,11.370652887394241,0.046051990202073574
2000-05,Central Coast,0.15323721294096576,0.7226262516675361,0.8534947892856267,1.3153897652940707,9.078633881006287,0.03799380997625037
2000-06,Central Coast,0.2175525405419952,0.7226262516675361,0.9990403284821072,1.405492540469291,7.226823324563526,0.023178604327417224
2000-07,Central Coast,0.1544460425258926,0.7226262516675361,0.9330778138662069,1.5294558283897133,8.455799326739566,0.030012726474360298
2000-08,Central Coast,0.13453462677121802,0.551395760306143,0.8526766688283615,1.6738884318447251,8.387250102087407,0.03322135205826282
2000-09,Central Coast,0.13658213350831955,0.37008478877387574,0.8264127593316132,2.0809859368020764,16.660705149119625,0.05222648899830648
2000-10,Central Coast,0.1188021886307258,0.2767463180346444,0.648434900210488,2.107982873170274,15.285696340829446,0.06471348782510443
2000-11,Central Coast,0.08866230531955809,0.22504681536268095,0.48351647684155835,1.7583760280586969,13.474113920409561,0.06471001459536539
2000-12,Central Coast,0.11593831130947653,0.19021635236449275,0.47804847754122426,2.070468552956212,17.589772940089286,0.07369562411341093
2001-01,Central Coast,0.1815570731189301,0.16289396723442262,0.4179052385148599,1.8777884650940706,19.856809949041317,0.08253812197399923
2001-02,Central Coast,0.15664891529397323,0.22030378099759834,0.4796789761489141,1.6969863762198494,17.70236291593756,0.07683609601567569
2001-03,Central Coast,0.1112447607795689,0.3177711365780014,0.5122976007087576,1.4707565421199635,15.726671257982561,0.06808154405453018
2001-04,Central Coast,0.2096015483662092,0.4217351800079232,0.7902836801845202,1.5060995990617305,14.095798966581905,0.06850081065485335
2001-05,Central Coast,0.14690939173305478,0.6147804891948927,0.8317229116525826,1.3354294149418051,9.853317242589265,0.038970566866284674
2001-06,Central Coast,0.20131356565964093,0.7226262516675361,0.9652482576260153,1.324897518356121,9.012330941108713,0.01968200484574427
2001-07,Central Coast,0.06629160813259795,0.5931216355974831,0.8112248225083832,1.552887597357799,8.346769445740778,0.019882139726697143
2001-08,Central Coast,0.110453872261543,0.4538830673850418,0.7604006430672814,1.9419581511250887,11.878657829820057,0.049999325563957864
2001-09,Central Coast,0.15511334529190102,0.39835995536465846,0.7560215251661316,1.92711783243628,14.982914197321337,0.07257446105505759
2001-10,Central Coast,0.12228332453072517,0.2842542468702255,0.6539610285222883,2.0719314871013634,14.102640337453188,0.06942149321418417
2001-11,Central Coast,0.08711841301620012,0.2057547665303332,0.5523948003307965,1.984625271561498,17.29765948016317,0.07625700048655432
2001-12,Central Coast,0.2175525405419952,0.08187703074430619,0.47336207725805357,2.293083305279411,25.779524583264738,0.0810106540509041
2002-01,Central Coast,0.13454082539316614,0.20489446120321925,0.4091766590256012,1.8260021104369826,22.97367818966457,0.08678280747209946
2002-02,Central Coast,0.0833376565291173,0.3158409378428425,0.4753857868881283,1.4325832119968762,14.573497555940715,0.07692485645378244
2002-03,Central Coast,0.11452944702093239,0.3079511108627335,0.5375051940526933,1.5895469448373958,15.538748817009115,0.0559481090508653
2002-04,Central Coast,0.15785531212242926,0.472667138452613,0.7108841684327598,1.4088967581230971,12.293610752403353,0.052126801361519814
2002-05,Central Coast,0.15219792422200074,0.6495097314817297,0.8530354786991721,1.383976152256981,9.890969186273228,0.029378102924343265
2002-06,Central Coast,0.1691715943977244,0.7226262516675361,0.842734921053149,1.5551584462291341,10.983022730976275,0.033836903287197656
2002-07,Central Coast,0.2175525405419952,0.7226262516675361,1.0597999773207258,1.7110588949602756,14.24089675100391,0.03203220021018113
2002-08,Central Coast,0.17985638633989293,0.6059384272517032,0.9475023058895253,1.7868936351780784,14.090638876421307,0.04582294483074892
2002-09,Central Coast,0.1648336047771285,0.37661494360427783,0.809558904281325,2.0899728538085487,18.259794873087817,0.0776804033286068
2002-10,Central Coast,0.15791282456388256,0.1437876228547833,0.6391357238305201,2.361019402143754,28.13561858195088,0.07620723576679259
2002-11,Central Coast,0.20807258710862142,0.02593435730378124,0.44785061801571824,2.446674950514867,28.69100662763496,0.050382507984415126
2002-12,Central Coast,0.21407124536837424,0.06733536632139381,0.3855350934728402,2.1105626358284986,28.135056251920638,0.0731254670394454
2003-01,Central Coast,0.11836970336236947,0.00605600538052864,0.13276585105528738,2.036495943895606,27.46918495306333,0.03401174459350303
2003-02,Central Coast,0.1694922109327308,0.225907366280644,0.3951756699095591,1.6561356235840918,19.975691356254526,0.08129777877104877
2003-03,Central Coast,0.16438536829156208,0.3647825114833363,0.5065705360162974,1.562282977173661,17.948545256386197,0.07667030004493477
2003-04,Central Coast,0.11755164145841392,0.3905114360813825,0.629220634787162,1.4577873507905525,11.07781135624565,0.04310844618463162
2003-05,Central Coast,0.13395144520380547,0.5418771305211928,0.7506648260591878,1.4902925369487061,9.606876277161506,0.027996283535437066
2003-06,Central Coast,0.15432031218343956,0.7226262516675361,0.8631597423708477,1.3540691050291975,9.86067134145556,0.04863651102462707
2003-07,Central Coast,0.2175525405419952,0.7226262516675361,0.9788375461563524,1.536164997194965,8.973762695674353,0.03115707913907443
2003-08,Central Coast,0.2175525405419952,0.5597399547233313,0.8886006751195766,1.7329688351406034,12.999413575081466,0.05467679172826984
2003-09,Central Coast,0.2175525405419952,0.32126027053902156,0.7893135059995301,2.142976614455876,20.94702506581307,0.0634381033419148
2003-10,Central Coast,0.15005324866671438,0.2447455094446585,0.6406667431765714,1.9962865655615794,15.706718626547577,0.0677915095261997
2003-11,Central Coast,0.16059968481362996,0.24764378569146817,0.5188163335642559,1.954553528557286,16.90025558161868,0.07394222020948231
2003-12,Central Coast,0.11970124568086953,0.19698804030810874,0.46091862488598234,2.0523933224152686,19.215966249729888,0.09020392370474348
2004-01,Central Coast,0.2070997655536922,0.16283850842787279,0.45125728235549095,2.163211375632801,21.822945158483627,0.08895795086530264
2004-02,Central Coast,0.20564215997460206,0.18911417531602143,0.4615539954882528,1.9485444988378633,23.03680439174896,0.07913757646648378
2004-03,Central Coast,0.14246658419171798,0.26747270979571136,0.4765749510093617,1.7659721379395559,18.895993180184888,0.056489804104982444
2004-04,Central Coast,0.17594048473423318,0.35692506097937676,0.632074306733818,1.6534602493319213,16.060780067741405,0.027775843698978318
2004-05,Central Coast,0.2175525405419952,0.5819546635586411,0.802053179147859,1.5144084485451854,15.861797111164476,0.019210575578307094
2004-06,Central Coast,0.2175525405419952,0.7186040655575898,0.8588833718247884,1.5168521171989897,11.252621528013776,0.04731794221978989
2004-07,Central Coast,0.13034102767290212,0.6585542160590214,0.8471765525105999,1.5140579254146167,10.819056418208092,0.03573479273887206
2004-08,Central Coast,0.12400126972757868,0.4167250461282025,0.6788394224556986,1.8486485572722469,12.261157167752428,0.05163449320081463
2004-09,Central Coast,0.08430702860790491,0.3505843924339493,0.7145037670199627,1.9407844787648685,13.777967384692316,0.049854145903328415
2004-10,Central Coast,0.09896066085464615,0.22592571369696685,0.5347596457919357,2.2394653141912624,16.719147357861758,0.06749734682467713
2004-11,Central Coast,0.06998768935014373,0.23356120646252,0.5229080216498866,2.1041456339147864,17.05747345435768,0.07344852004891254
2004-12,Central Coast,0.09564339834527975,0.1417677173698076,0.38427669944877585,1.828943845683842,20.646711353538155,0.08919536672831296
2005-01,Central Coast,0.07981536742294794,0.14758684654052073,0.3553781777101761,1.849364994542843,19.450438029572588,0.07432875883283996
2005-02,Central Coast,0.09282856687427364,0.16502765964403404,0.46105812309479977,2.0968256923570827,20.557159581173746,0.07016716770128521
2005-03,Central Coast,0.048138104892250996,0.2712032134751328,0.3989762570152132,1.5413767879883218,13.980356011153372,0.0641912565237349
2005-04,Central Coast,0.1347905132379117,0.4022065657292879,0.5643853711906699,1.4737340085948523,15.406583050995351,0.048410478277910646
2005-05,Central Coast,0.13247696322486163,0.594527618108204,0.7481198527015565,1.4659164616773896,14.092377009667597,0.05039355878588174
2005-06,Central Coast,0.2175525405419952,0.7002661888941117,0.82198749652143,1.407386124297699,12.834974981414668,0.04912532484704592
2005-07,Central Coast,0.20985624008488601,0.7075565350935737,0.8584084260248728,1.5961376466074197,9.659290368217377,0.04422860891110758
2005-08,Central Coast,0.2103895952905238,0.4810184960310109,0.8002704540940527,1.8919117981490066,14.869473856794075,0.058250163851957706
2005-09,Central Coast,0.07441748659658133,0.3228861913233868,0.6490210804490684,1.9330110313483952,12.36790493247659,0.06716968312077048
2005-10,Central Coast,0.10948997161962694,0.2145067844705435,0.5496105014218252,2.1818495107104896,17.24271659433574,0.08937343235269517
2005-11,Central Coast,0.08665596562941778,0.20404995164055023,0.44477861175845695,1.952301545571928,16.25273069797932,0.07977945073407464
2005-12,Central Coast,0.19851355549208688,0.11172657517925944,0.4480658757217746,2.2765547205320553,24.346413774318695,0.07787962112790861
2006-01,Central Coast,0.09865037873494605,0.1733452494452219,0.3706661213434993,1.7048101620737557,19.397755303931362,0.0846238617073858
2006-02,Central Coast,0.11188498461590841,0.18392172761763587,0.4553878356788317,1.849208916232656,19.762857659783435,0.06230294785557791
2006-03,Central Coast,0.07329416160153952,0.2294461269964263,0.4838604035118608,1.626687084173426,17.349804724532355,0.05403027732628441
2006-04,Central Coast,0.11344917226153407,0.30432492299694924,0.6976057515840759,1.6967830582249777,16.179496437468927,0.03706222907299933
2006-05,Central Coast,0.14229070033514296,0.4738034911580857,0.7921483028636446,1.463938903902482,13.694451972903972,0.02647795462053906
2006-06,Central Coast,0.09471325474649438,0.6584662671062826,0.8566741294021393,1.219453912101588,9.28233607405219,0.04819483968328673
2006-07,Central Coast,0.18005956680215846,0.6344410810979924,0.8997774319268967,1.4422786385062956,9.25751431850744,0.05527030383589803
2006-08,Central Coast,0.16027330152746122,0.5227682768421872,0.8267723257279371,1.6866563210175514,13.845953151809832,0.054327218273821615
2006-09,Central Coast,0.15176420456819262,0.30398975751209834,0.6301988796289004,2.0799720864047804,16.6537015807321,0.0682556882224767
2006-10,Central Coast,0.1451814014656681,0.18841278362283292,0.5001866476427411,2.1865815942608027,20.669744951165658,0.07492781404321663
2006-11,Central Coast,0.16180206852855522,0.14751677509353556,0.42944081495584985,2.1861937001125304,21.44306662720545,0.06793859668284141
2006-12,Central Coast,0.10881553224233416,0.11222290142553315,0.259303168174991,1.8664481692607962,19.150140721294363,0.05328521326088931
2007-01,Central Coast,0.08529348757592019,0.1023073924699951,0.25176861914105264,1.8805489706968124,22.91844649534119,0.09537009746668221
2007-02,Central Coast,0.005148888621862968,0.14357002356925974,0.2577535181180263,1.4853981237518126,15.538125488987962,0.05133930534384164
2007-03,Central Coast,0.0686540647099483,0.25682519782769053,0.456049571213524,1.7476513389303796,16.068543789719037,0.06768472726518443
2007-04,Central Coast,0.13956021106775912,0.34790226102298527,0.6056522405897997,1.5823378647457504,14.867685366807118,0.04730037500125014
2007-05,Central Coast,0.2048332949645007,0.6479692019076528,0.8160816099148832,1.3751324766415909,13.983811500699723,0.04822338764552381
2007-06,Central Coast,0.09338932832530104,0.4501032723087286,0.68703950500157,1.5299886122470503,9.109852260607006,0.040537488760041075
2007-07,Central Coast,0.11661748579292623,0.4758236994319865,0.7101773560464767,1.7183138470787673,9.290303531898497,0.04218720546602038
2007-08,Central Coast,0.08094403828270381,0.3762686964987424,0.6515094982606338,1.8298474082992475,11.964286782451591,0.05286964683671376
2007-09,Central Coast,0.005148888621862968,0.2513909799888131,0.48310645954969983,2.0602412673275032,16.402239660877623,0.07007683023178236
2007-10,Central Coast,0.033416126438762794,0.12160419441169773,0.4884013691221391,2.5276175490218935,22.953258663484686,0.08247818119224135
2007-11,Central Coast,0.005148888621862968,0.1706062788087146,0.38765380793648696,1.8687190426873739,14.262645872159792,0.07810045765978144
2007-12,Central Coast,0.02361176378103748,0.1582236200251691,0.3226219682142346,1.7585819463986045,16.493818551198338,0.08256417769996052
2008-01,Central Coast,0.04524012303365349,0.18974747882131088,0.2598829036992776,1.4698925126768476,18.18174406767597,0.08861543883173735
2008-02,Central Coast,0.01873615761032693,0.22688409325646047,0.36358229428115596,1.3497865797553785,13.484655524327291,0.06318729208486355
2008-03,Central Coast,0.010980775537911228,0.24393684705294366,0.36348109996889233,1.4190774931333616,14.322564763799045,0.03926747408282341
2008-04,Central Coast,0.061563929200168274,0.2768344404126883,0.43178035070442367,1.463404339346001,11.046752198908104,0.03084311445146328
2008-05,Central Coast,0.2175525405419952,0.6754142104843768,0.8761791626165412,1.1419075023224996,12.099830744378746,0.04126481486271502
2008-06,Central Coast,0.07544999409746043,0.472588612783745,0.6434112752300384,1.3655048966192274,9.18466196398291,0.04656837896327347
2008-07,Central Coast,0.1588481246941103,0.5151918911017013,0.7573860767772398,1.4143201560717782,11.260107292568994,0.06317133730227203
2008-08,Central Coast,0.06735761398323341,0.3475794759339672,0.6509680717971074,1.7360942245334003,10.369599989573777,0.05174148528106086
2008-09,Central Coast,0.17936299731439487,0.25975777756445284,0.5452703730042483,2.0322373089203385,17.832171772904925,0.06260472738644028
2008-10,Central Coast,0.13399074510846554,0.20638030418325198,0.49194197350341323,2.0501918487432214,17.094202882328176,0.0736460944497676
2008-11,Central Coast,0.05906734687508948,0.16325936555707077,0.36567069034745836,2.085597731800166,17.45404666754132,0.08552220357604043
2008-12,Central Coast,0.10441341448205275,0.1209991173215631,0.37679847361587826,1.9891080147326616,20.51136773249809,0.08068506800615757
2009-01,Central Coast,0.17225535753873716,0.13344695429113396,0.312416226868061,1.9584583320520748,21.55585640200724,0.07826660154882001
2009-02,Central Coast,0.10883852601158257,0.1376444477148996,0.3064940078274903,1.771968817163613,20.46337515730588,0.09321427194368592
2009-03,Central Coast,0.09377035774335286,0.21238599190511398,0.42338033890289106,1.7868398845154518,19.216117613868686,0.0650951852160246
2009-04,Central Coast,0.13352036675465906,0.2023454921776155,0.4370262122328481,1.8872871313368573,22.552526645277027,0.09957063101615274
2009-05,Central Coast,0.15238432872164853,0.3647996372069134,0.6916528123072633,1.7877989813767012,15.046903613149883,0.06730487711208098
2009-06,Central Coast,0.14812608725382032,0.6423549905483188,0.7598047020248642,1.268725437261946,8.081630532956327,0.056351213468060005
2009-07,Central Coast,0.1284302113176251,0.4227844603422213,0.754225164411025,1.6471528426922526,9.999598211314694,0.048747824141195065
2009-08,Central Coast,0.11690457445357046,0.4344759715591707,0.6636958909221419,1.7726035275232483,18.07504610670139,0.07236296692872304
2009-09,Central Coast,0.2175525405419952,0.0,0.3810051110703046,2.4853870467029076,28.69100662763496,0.17068684069272738
2009-10,Central Coast,0.02047532972541735,0.15030841806578193,0.5049171078975072,2.184147040500465,18.665719365277795,0.055290149758429136
2009-11,Central Coast,0.15184082042285602,0.0,0.36489106839719954,2.5815206115031937,28.69100662763496,0.07053448188532972
2009-12,Central Coast,0.13213834713145028,0.17248756388097725,0.42066377024430723,2.114146206940692,20.35929554056675,0.05845114489158905
2010-01,Central Coast,0.1325768916024755,0.040066781931033746,0.3483475716052932,2.2510965388855984,21.11308975880007,0.07463909004477404
2010-02,Central Coast,0.1656623255852243,0.2072101038889792,0.44579756829760286,1.7150059075061628,17.219477130711496,0.08340033817428913
2010-03,Central Coast,0.15350781548603837,0.27571195933880177,0.5269251338924943,1.7403987468572044,16.00366386786291,0.0781187984320685
2010-04,Central Coast,0.14250390051068357,0.36434167322290195,0.6493817550765415,1.3908129677119145,12.104179992584324,0.06542228956380075
2010-05,Central Coast,0.17096562877685428,0.47907121782670736,0.7792345519707965,1.285199470738838,10.440194960740861,0.05446951755425442
2010-06,Central Coast,0.13674701447304793,0.4640360106099366,0.804188566559682,1.3827183936344398,9.11321635852827,0.057583092351914625
2010-07,Central Coast,0.13905532767084328,0.4941568174970241,0.8211057325540504,1.3208755900903824,8.137312504467047,0.05344817043826755
2010-08,Central Coast,0.09022443270687681,0.3143277528944455,0.6464127399943964,1.8860153046797286,10.28453088258957,0.060726271963881584
2010-09,Central Coast,0.11319836514073399,0.2544565341992823,0.6461064727700012,2.000760538986982,14.296628979293104,0.07298492177033362
2010-10,Central Coast,0.10627464266752658,0.22632328280571362,0.5519148898939061,2.0922857462619926,13.935374726979978,0.08932668986916517
2010-11,Central Coast,0.08964532788801789,0.20061492368391343,0.47336507219832513,1.8555841798523132,15.80635264009155,0.09588079627795079
