financial year,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm,asthma edp [f],asthma edp [m],asthma hospitalisations [f],asthma hospitalisations [m],copd deaths [f],copd deaths [m],copd hospitalisations [f],copd hospitalisations [m],iap deaths [f],iap deaths [m],iap hospitalisations [f],iap hospitalisations [m]
2014/2015,Western NSW,0.0037857852207086,0.1491654773597109,0.173631390937633,2.24270341900474,,,459.5,376.7,133.1,83.55,31.1,48.7,369.0,376.1,8.7,9.3,398.0,483.2
2015/2016,Western NSW,0.0047929665972257,0.0961662476250072,0.2227896246722744,2.2194485723317,,,564.2,562.7,121.625,84.25,40.1,52.5,333.0,375.6,12.2,9.8,451.6,545.3
2016/2017,Western NSW,0.0032960480622009,0.0604642392956178,0.2015450773912776,2.1870929785504565,,,728.9,646.5,135.35,93.975,46.4,57.4,345.9,380.9,14.8,15.5,490.2,599.5
2017/2018,Western NSW,0.0014019342613679,0.0553019346937642,0.25163134249543,2.346973277752733,,,579.0,496.8,124.15,91.05,38.8,53.5,381.7,391.3,11.5,14.1,476.2,565.2
2018/2019,Western NSW,0.0,0.1522267370239259,0.2743650402431547,2.263526653733468,,,609.0,493.8,114.925,75.3,32.0,44.4,347.4,320.3,11.9,12.9,463.4,487.4
2019/2020,Western NSW,0.0058579926380595,0.1899262100345896,0.301065971059534,2.411665509278862,,,586.8,443.0,153.95,82.9,32.0,39.5,333.0,346.5,9.8,11.4,435.9,458.9
2020/2021,Western NSW,0.0103420079623594,0.0815916135094641,0.2400020579430331,2.122618691985908,,,578.6,521.1,85.15,74.0,31.0,37.6,269.5,274.3,4.8,8.6,289.3,338.9
2021/2022,Western NSW,0.0001763541838688,0.0753889805734898,0.1831141956966949,2.009218071334292,,,619.8,502.3,91.75,67.025,27.325,36.175,261.5,225.6,5.675,8.7,273.525,331.95
2022/2023,Western NSW,0.0023917599925768,0.0613728081434918,0.2127970710773593,2.0815591091963315,,,620.9,575.8,100.84166666666668,78.325,23.65,34.75,240.9333333333333,253.2333333333333,6.550000000000001,8.8,257.75,325.0
2023/2024,Western NSW,0.0,0.0564140597681302,0.2609618897930771,2.2587677475433527,,,464.0,448.45,109.93333333333332,89.625,19.975,33.325,220.36666666666667,280.8666666666667,7.425000000000001,8.9,241.975,318.05
2014/2015,Western Sydney,0.1789543093431714,0.8156642290241426,0.9268278358769244,1.726750657405119,,0.0662167011808737,307.1,321.1,167.725,131.725,16.3,31.9,207.1,288.3,8.3,9.0,302.3,335.9
2015/2016,Western Sydney,0.1450837070685877,0.6526738370731023,0.9324067161918684,1.6838826890949816,,0.0715873069288914,305.7,312.8,182.325,118.7,18.2,30.3,218.4,260.3,8.0,8.9,297.6,344.5
2016/2017,Western Sydney,0.1568603580678663,0.6739796404859272,0.8885685314400931,1.716075034810478,,0.0729424697266244,298.5,307.5,174.4,126.6,19.0,29.3,211.8,269.6,10.4,10.6,291.9,351.9
2017/2018,Western Sydney,0.1534180006228541,0.8357283342606058,0.8860084425902278,1.8469216704227835,,0.073144010857811,271.3,263.4,178.375,125.55,16.5,23.9,217.1,222.9,8.6,9.3,351.0,413.8
2018/2019,Western Sydney,0.1606958545242238,0.8019438334612193,0.9008274649729348,1.81470410196044,,0.0784810965218163,279.2,257.9,196.775,129.5,16.0,23.2,208.9,249.2,8.3,9.5,362.4,397.2
2019/2020,Western Sydney,0.2138610798068675,0.8104726588695504,0.7734344862100935,1.9835044504180688,,0.0954708593251847,244.8,203.2,173.45,99.85,13.5,24.5,193.5,204.9,7.2,9.2,311.1,365.6
2020/2021,Western Sydney,0.1875,0.68125,0.75625,1.7208333333333332,,0.0710530862658788,184.8,188.5,128.075,117.075,13.8,20.7,131.7,161.5,4.0,5.7,161.9,228.0
2021/2022,Western Sydney,0.1541666666666666,0.5791666666666667,0.6958333333333333,1.6,,0.0341562975645885,187.4,184.0,103.775,91.5,13.8,20.7,118.9,127.3,4.0,5.7,161.9,228.0
2022/2023,Western Sydney,0.1316096600873078,0.6853534780300429,0.6975207771494528,1.6329238230066805,,0.0567402501103272,220.4,209.3,103.775,91.5,13.8,20.7,118.9,127.3,4.0,5.7,161.9,228.0
2023/2024,Western Sydney,0.1216425451920328,0.6044902620626927,0.840359764763215,1.740042571721771,,0.0917125084292089,220.4,209.3,103.775,91.5,13.8,20.7,118.9,127.3,4.0,5.7,161.9,228.0
