year-month,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm,asthma edp [f],asthma edp [m]
2022-04,Mid North Coast,0.1,0.05,0.25,1.4,18.511935447050707,0.0,31.6,22.3
2022-05,Mid North Coast,0.1,0.15,0.35,1.4,18.511935447050707,0.0,50.0,65.2
2022-06,Mid North Coast,0.1,0.3,0.45,1.4,18.5119354470507,0.0,68.1,62.1
2022-07,Mid North Coast,0.1,0.15,0.4,1.75,18.511935447050703,0.0,52.5,32.8
2022-08,Mid North Coast,0.05,0.2,0.35,1.75,18.511935447050703,0.0,49.0,34.7
2022-09,Mid North Coast,0.05,0.1,0.3,2.0,18.511935447050703,0.0,48.8,39.7
2022-10,Mid North Coast,0.1,0.1,0.2,1.85,18.511935447050703,0.0,46.5,38.5
2022-11,Mid North Coast,0.05,0.05,0.25,1.85,18.511935447050703,0.0,39.5,21.7
2022-12,Mid North Coast,0.05,0.1,0.15,1.4500000000000002,18.511935447050707,0.0,29.3,21.4
2023-01,Mid North Coast,0.05,0.05,0.15,1.1,18.511935447050703,0.0,19.8,18.6
2023-02,Mid North Coast,0.05,0.1,0.15,1.2000000000000002,18.511935447050707,0.0,20.8,24.7
2023-03,Mid North Coast,0.0633098393512771,0.1107866608360332,0.2187619558900531,1.3682673743701268,18.511935447050703,0.0,25.9,18.6
2023-04,Mid North Coast,0.0273245105793548,0.1,0.25,1.5499999999999998,18.511935447050703,0.0,41.1,23.9
2023-05,Mid North Coast,0.05,0.2,0.35,1.45,18.511935447050703,0.0,33.7,29.7
2023-06,Mid North Coast,0.1,0.25,0.45,1.25,18.511935447050703,0.0,40.7,25.6
2023-07,Mid North Coast,0.1,0.2,0.4,1.5,18.511935447050703,0.0,41.12307692307692,27.584615384615383
2023-08,Mid North Coast,0.1,0.1,0.35,1.9,18.511935447050703,0.0587341994517836,41.54615384615385,29.56923076923077
2023-09,Mid North Coast,0.1,0.0,0.3,2.35,18.511935447050703,0.0,41.96923076923077,31.553846153846155
2023-10,Mid North Coast,0.1,0.05,0.2,2.5,18.511935447050703,0.0,42.392307692307696,33.53846153846154
2023-11,Mid North Coast,0.1,0.05,0.2,1.9,18.511935447050703,0.0,42.815384615384616,35.52307692307692
2023-12,Mid North Coast,0.1,0.0,0.1,2.1,18.511935447050703,0.0,43.23846153846154,37.50769230769231
2024-01,Mid North Coast,0.0745905640969814,0.0163707482353339,0.084100117922718,1.422311051914252,18.511935447050703,0.1278934293639425,43.66153846153846,39.49230769230769
2024-02,Mid North Coast,0.1,0.1,0.1,1.4,18.511935447050703,0.0,44.08461538461539,41.47692307692308
2024-03,Mid North Coast,0.1,0.05,0.0537125015717201,1.2999999999999998,18.511935447050703,0.0,44.50769230769231,43.46153846153846
2024-04,Mid North Coast,0.1,0.0554833944517881,0.2156553141902908,1.6,18.511935447050703,0.0,44.93076923076924,45.44615384615385
2024-05,Mid North Coast,0.1,0.15,0.35,1.5499999999999998,18.511935447050703,0.1,45.35384615384616,47.43076923076923
2024-06,Mid North Coast,0.1,0.2,0.4,1.7000000000000002,18.511935447050703,0.1,45.77692307692308,49.41538461538461
2014-07,Murrumbidgee,0.13303916799911716,0.3346410726918251,0.2746540164556039,1.6860655860140452,25.706404994343995,0.0,46.2,51.4
2014-08,Murrumbidgee,0.13303916799911736,0.2993469867389736,0.3287031291134745,1.938025288229552,30.67129267937037,0.0,84.8,59.3
2014-09,Murrumbidgee,0.13303916799911703,0.1372868301055086,0.3692814961002051,2.077727198834487,15.572152659782258,0.0,52.7,57.2
2014-10,Murrumbidgee,0.13303916799911705,0.0886855135658876,0.2681152221062728,2.3821293410065243,10.771307553539865,0.1,80.6,63.8
2014-11,Murrumbidgee,0.133039167999117,0.0270902669438277,0.1865354421847669,2.490145706364935,23.80652149804125,0.0,57.1,49.1
2014-12,Murrumbidgee,0.13303916799911672,0.0289481325439724,0.2876563846142678,2.3391005321832257,8.09556644889549,0.1,41.1,44.0
2015-01,Murrumbidgee,0.13303916799911664,0.0,0.3026679605752211,2.1321246988644478,11.691922223000551,0.1,22.1,25.9
2015-02,Murrumbidgee,0.13303916799911708,0.0282341475440656,0.2670677885263421,1.830871501973776,22.74485083937745,0.1,45.4,41.5
2015-03,Murrumbidgee,0.13303916799911705,0.1664477938268105,0.2438863719420776,2.121381470624149,21.859815688281945,0.1,45.9,57.4
2015-04,Murrumbidgee,0.13303916799911708,0.2009181906187178,0.2171836592081275,1.7580610053108183,19.91997012506647,0.1,52.3,45.9
2015-05,Murrumbidgee,0.13303916799911739,0.3344668705479471,0.3565263890971978,1.5143929127322062,27.033167444109964,0.0,58.1,62.3
2015-06,Murrumbidgee,0.1330391679991175,0.4601219346134535,0.3351604927986453,1.1926581713039994,30.73491746329912,0.0,66.4,61.1
2015-07,Murrumbidgee,0.13303916799911739,0.3478786600954468,0.3740786022822012,1.4980200692072865,27.21298717047727,0.0,61.1,61.2
2015-08,Murrumbidgee,0.13303916799911725,0.1777050918538076,0.2630281739385319,1.8580142144163816,26.372917780008606,0.0,69.4,56.3
2015-09,Murrumbidgee,0.13303916799911716,0.0849695129540465,0.3019409395230356,2.0169831200283133,22.60777332305532,0.1,58.8,55.1
2015-10,Murrumbidgee,0.1330391679991174,0.154764595905313,0.25,2.0899853455302684,18.2203746852013,0.2,80.8,89.3
2015-11,Murrumbidgee,0.13303916799911714,0.0644611027300919,0.2761378640527553,2.2790921544771616,20.621929256195383,0.1,61.2,66.0
2015-12,Murrumbidgee,0.13303916799911694,0.0581608530159321,0.3471289738355237,2.034572034842422,27.86545588856105,0.1,38.8,28.8
2016-01,Murrumbidgee,0.13303916799911686,0.0164763292078804,0.2661938731142437,2.0985507408654254,22.86405955398861,0.1,32.2,29.8
2016-02,Murrumbidgee,0.13303916799911716,0.0260050116345858,0.2572056762162794,2.042536921843588,31.112695819641083,0.1,48.9,53.6
2016-03,Murrumbidgee,0.13303916799911714,0.0746131464568117,0.279102709597731,1.8253574698507589,18.9588446415611,0.1,44.9,58.8
2016-04,Murrumbidgee,0.13303916799911716,0.1865928967708555,0.336551376908531,1.758265910394761,28.22388269735155,0.1,44.2,49.8
2016-05,Murrumbidgee,0.13303916799911747,0.2101837065044451,0.3655325286107073,1.7157626253082905,40.2321186941802,0.1,55.5,64.1
2016-06,Murrumbidgee,0.13303916799911722,0.3107076199504971,0.3069897565825658,1.5718702145480932,25.657033918657294,0.0,72.4,37.6
2016-07,Murrumbidgee,0.13303916799911725,0.3297293593348698,0.3113147118882442,1.6909430138867458,26.657769305724685,0.0,69.8,51.7
2016-08,Murrumbidgee,0.13303916799911727,0.3214608301229801,0.3066766079852239,1.7701920360920993,20.349384191305223,0.0,65.5,64.5
2016-09,Murrumbidgee,0.13303916799911727,0.0951036112650589,0.3938220726790278,1.803038655782843,18.319927657650403,0.1,71.9,62.9
2016-10,Murrumbidgee,0.13303916799911752,0.0633529428950261,0.3749430033810834,2.239306753250005,23.646360172697733,0.1,75.6,105.1
2016-11,Murrumbidgee,0.13303916799911739,0.0162252204456022,0.3075381947363639,2.4046529555427663,18.84061789443984,0.1,87.4,93.8
2016-12,Murrumbidgee,0.1330391679991171,0.0646358152012364,0.3933540200611745,2.403931441432685,22.58979017879166,0.1,60.3,60.3
2017-01,Murrumbidgee,0.13303916799911691,0.05,0.3449332610661958,2.282486829088945,20.86390366217768,0.1,50.6,37.8
2017-02,Murrumbidgee,0.1330391679991168,0.0782275167659354,0.2,2.2480629100705625,18.542299560014616,0.1,38.3,32.9
2017-03,Murrumbidgee,0.13303916799911708,0.1156876015344587,0.2837978518844185,1.835301033890751,23.431253249783847,0.0,46.1,48.2
2017-04,Murrumbidgee,0.13303916799911716,0.1457010066897809,0.3111394524669089,1.6803433022662466,27.737964256241657,0.0,45.4,47.6
2017-05,Murrumbidgee,0.13303916799911764,0.3539842961564092,0.3787604884726668,1.4578308203961332,33.8846893034995,0.0,79.0,75.4
2017-06,Murrumbidgee,0.1330391679991174,0.4168294160524007,0.4402616748436527,1.3894063533199916,34.064199781415354,0.0,60.0,48.7
2017-07,Murrumbidgee,0.13303916799911736,0.282408595386833,0.2,1.6678448701276156,35.94226090958796,0.0,74.3,47.7
2017-08,Murrumbidgee,0.13303916799911725,0.2398379618774802,0.1996991711729411,2.039576999122909,24.98986656569824,0.0,70.9,56.7
2017-09,Murrumbidgee,0.13303916799911705,0.1706716026178,0.3034979240355386,2.2567369435973026,22.824502842479493,0.1,65.8,51.3
2017-10,Murrumbidgee,0.13303916799911739,0.0901407323060521,0.3543227828300886,2.2369181900140838,34.259494140059935,0.1,69.5,71.7
2017-11,Murrumbidgee,0.13303916799911733,0.0884180819983066,0.2525526629969759,1.968082072443588,28.190576457642443,0.0,51.5,72.4
2017-12,Murrumbidgee,0.1330391679991169,0.0577751641715348,0.2556448230716648,2.2325607155455494,22.017695527787215,0.2,41.9,35.7
2018-01,Murrumbidgee,0.13303916799911697,0.0862673319437066,0.3634566278471478,2.068469020530335,30.343048017787687,0.2,42.3,26.5
2018-02,Murrumbidgee,0.13303916799911708,0.05,0.3082399676753918,1.8858257885005183,29.090400759541478,0.1,33.6,42.0
2018-03,Murrumbidgee,0.13303916799911708,0.05,0.4318349531474612,2.035868883741682,26.749319199321235,0.1,50.2,33.6
2018-04,Murrumbidgee,0.1330391679991171,0.05,0.5496306442681409,2.0350420723011124,37.94170498441613,0.1,41.7,32.6
2018-05,Murrumbidgee,0.13303916799911747,0.3406474867990993,0.3525749118287378,1.4943431581032147,45.26561083169093,0.0,66.2,41.1
2018-06,Murrumbidgee,0.13303916799911725,0.4754952012299515,0.3783258351844949,1.4551707551139328,31.97317196746529,0.0,45.6,46.5
2018-07,Murrumbidgee,0.13303916799911722,0.4251907753286423,0.25,1.6830339916357766,30.751576216131188,0.0,60.8,45.8
2018-08,Murrumbidgee,0.1330391679991171,0.2751384586766661,0.3719257440459154,1.850821006223485,25.61531430122907,0.0,64.8,38.9
2018-09,Murrumbidgee,0.1330391679991173,0.2226716369800661,0.4056691204319849,1.7820964740534326,31.38410745654494,0.1,69.5,49.4
2018-10,Murrumbidgee,0.133039167999117,0.1026276444669201,0.1924476043064796,2.227711578697146,21.47481558801269,0.1,57.3,42.2
2018-11,Murrumbidgee,0.13303916799911703,0.116735396856083,0.2556001674999099,2.2362690263146527,17.833220608734987,0.1,68.1,48.2
2018-12,Murrumbidgee,0.13303916799911697,0.0643508881004527,0.314100414566131,2.2007442766668213,26.45620074663502,0.2,37.0,38.1
2019-01,Murrumbidgee,0.13303916799911675,0.1638898879489462,0.25,2.38456227830842,28.803043682217663,0.2,31.9,20.2
2019-02,Murrumbidgee,0.13303916799911703,0.1968920839920014,0.15,1.9998431948078157,28.99314586823493,0.1,42.3,43.6
2019-03,Murrumbidgee,0.13303916799911714,0.0553234278810062,0.3545826789899729,1.8583972124395065,30.15024520946008,0.1,58.2,36.6
2019-04,Murrumbidgee,0.13303916799911727,0.1652009663868517,0.4959305270213531,1.56695004990068,27.34075655928921,0.1,66.0,42.6
2019-05,Murrumbidgee,0.13303916799911752,0.2463812647644209,0.4720861070752065,1.4038034175976706,44.58336912003978,0.0,58.1,45.9
2019-06,Murrumbidgee,0.13303916799911739,0.3114168623440652,0.4010527368153042,1.4514479477045512,37.61980861593878,0.0,56.7,49.4
2019-07,Murrumbidgee,0.13303916799911739,0.424714525197735,0.3859603313236731,1.4867665547128763,37.74312586660648,0.0,60.8,49.4
2019-08,Murrumbidgee,0.1330391679991174,0.2926922931760557,0.4202523641576856,1.8354434550585648,44.89991687792248,0.0,58.7,51.4
2019-09,Murrumbidgee,0.13303916799911716,0.2801673603301563,0.2475640197155161,1.9484402644596983,26.25253628538245,0.0,69.7,50.2
2019-10,Murrumbidgee,0.13303916799911705,0.3861774930767068,0.2878864066639611,2.3158375237951008,24.256842544062,0.1,48.2,61.1
2019-11,Murrumbidgee,0.13303916799911705,0.1154765165672458,0.2957770861825053,2.958288142947694,34.06604581498285,0.1,70.1,52.4
2019-12,Murrumbidgee,0.13303916799911683,0.2413707941958877,0.5401961552541477,2.8735734586333725,18.040829428854792,0.1,74.9,38.0
2020-01,Murrumbidgee,0.13303916799911705,0.1362709442122809,0.3695293437990168,2.9235734586333724,38.90712139640334,0.1,76.1,43.5
2020-02,Murrumbidgee,0.13303916799911678,0.05,0.2101802737737165,2.2042631611738197,19.72563750703113,0.1,39.1,28.2
2020-03,Murrumbidgee,0.13303916799911703,0.111532288719097,0.3746851166361503,1.7547768095826628,21.570489953955725,0.0,47.4,38.6
2020-04,Murrumbidgee,0.13303916799911666,0.1697325088954618,0.3766454479242992,1.7437294308755935,15.071643685723132,0.0,29.9,16.4
2020-05,Murrumbidgee,0.13303916799911686,0.2588352552932123,0.4558275337652218,1.576550181839814,23.789317189704253,0.0,31.4,13.3
2020-06,Murrumbidgee,0.13303916799911708,0.3501049439650722,0.4158341892418888,1.4953826818918106,24.669309503021548,0.0,34.3,35.7
2020-07,Murrumbidgee,0.13303916799911703,0.3902851655846262,0.4053050166119981,1.5953168630950767,26.27075700021848,0.0,43.2,30.4
2020-08,Murrumbidgee,0.1330391679991169,0.3290393370589904,0.3667108583406323,1.819308727702879,23.079797736604316,0.0,43.5,20.3
2020-09,Murrumbidgee,0.1330391679991169,0.1640095929371523,0.5073470631249719,1.9964128425387857,26.833723493569195,0.0,32.0,24.6
2020-10,Murrumbidgee,0.13303916799911755,0.1341451320290662,0.301459147583081,2.099373622226308,33.141067746413185,0.0,91.0,82.8
2020-11,Murrumbidgee,0.13303916799911725,0.1245313130070109,0.3250208181010259,2.225737219069725,36.50076916934942,0.1,62.5,51.1
2020-12,Murrumbidgee,0.133039167999117,0.0562182291281617,0.2583239152055029,2.05,21.71076531165284,0.0,51.6,42.7
2021-01,Murrumbidgee,0.13303916799911686,0.1145434157041357,0.2428872441189856,2.0,28.083382794762827,0.1,30.8,19.5
2021-02,Murrumbidgee,0.13303916799911694,0.077912433008195,0.1810160373213863,1.8,22.11499058874309,0.0,41.3,27.8
2021-03,Murrumbidgee,0.1330391679991172,0.0641797427988088,0.1603221014838263,1.7,31.382785052265756,0.0,45.3,40.3
2021-04,Murrumbidgee,0.13303916799911733,0.2208968447461863,0.4996306442681409,1.55,38.60370940024609,0.0,52.8,40.5
2021-05,Murrumbidgee,0.1330391679991173,0.3153450783184149,0.3295896004445983,1.4493516724536517,37.62680257551618,0.0,58.3,36.4
2021-06,Murrumbidgee,0.13303916799911722,0.4241901618709871,0.3700282486557736,1.3351419460584792,28.512001373199187,0.0,55.9,42.8
2021-07,Murrumbidgee,0.133039167999117,0.3674468433063467,0.3620936716143769,1.603743447985179,27.95451420727711,0.0,35.8,25.8
2021-08,Murrumbidgee,0.13303916799911697,0.1944981973391006,0.334940392630745,1.8518562059161083,19.251101932503268,0.0,63.3,36.1
2021-09,Murrumbidgee,0.1330391679991167,0.1687596663378699,0.2532275729904101,2.035481705765539,17.42174092563223,0.0,36.4,19.2
2021-10,Murrumbidgee,0.13303916799911697,0.05,0.25,2.2,19.6984505275359,0.0,50.0,48.6
2021-11,Murrumbidgee,0.13303916799911722,0.05,0.25,1.95,31.855448174237537,0.1,50.9,51.4
2021-12,Murrumbidgee,0.1330391679991171,0.05,0.25,2.0,25.849729328394563,0.1,48.2,51.1
2022-01,Murrumbidgee,0.13303916799911675,0.05,0.1,1.7999999999999998,16.858590578121557,0.1,33.6,20.0
2022-02,Murrumbidgee,0.13303916799911678,0.1,0.2,1.8,13.091961201701237,0.1,32.4,24.0
2022-03,Murrumbidgee,0.13303916799911697,0.1,0.2,1.7383639452461177,23.74718405720331,0.0,38.9,32.8
2022-04,Murrumbidgee,0.1330391679991172,0.15,0.35,1.6,25.321603647160615,0.0,61.7,43.7
2022-05,Murrumbidgee,0.1330391679991175,0.2916556351141431,0.3788633674948398,1.4839166545754248,27.34153437879575,0.0,68.5,75.3
2022-06,Murrumbidgee,0.1330391679991173,0.2748628136445891,0.2775049868411053,1.5849138408100083,35.96817061907014,0.0,63.7,37.8
2022-07,Murrumbidgee,0.1330391679991172,0.2967366010184528,0.2918139457980113,1.8775181280250128,27.226040629534765,0.0,62.1,48.6
2022-08,Murrumbidgee,0.1330391679991173,0.1913643468417164,0.3054689029477931,1.8164541734695383,20.501618723036664,0.0,73.8,65.3
2022-09,Murrumbidgee,0.1330391679991173,0.1288189274946788,0.3533878020645575,1.978955327397398,19.55592821169168,0.0,79.9,69.1
2022-10,Murrumbidgee,0.13303916799911755,0.1,0.2,2.0,26.657297718937382,0.1,99.9,83.1
2022-11,Murrumbidgee,0.13303916799911758,0.05,0.2,1.9,27.366614607579223,0.1,73.4,93.6
2022-12,Murrumbidgee,0.13303916799911708,0.05,0.2,1.95,26.67820836752569,0.1,54.9,43.3
2023-01,Murrumbidgee,0.13303916799911703,0.05,0.25,1.95,25.884501177434775,0.1,39.9,42.3
2023-02,Murrumbidgee,0.13303916799911703,0.1,0.3,2.0,28.98498415298068,0.1,38.2,38.8
2023-03,Murrumbidgee,0.133039167999117,0.1,0.35,1.8,20.937272471302528,0.0,44.2,34.9
2023-04,Murrumbidgee,0.1330391679991172,0.15,0.4,1.6262422371879546,26.399298361168977,0.0,59.9,46.1
2023-05,Murrumbidgee,0.13303916799911739,0.4,0.45,1.55,35.398288564258046,0.0,80.8,43.7
2023-06,Murrumbidgee,0.13303916799911727,0.3,0.4,1.5499999999999998,35.0092754355606,0.0,54.5,43.2
2023-07,Murrumbidgee,0.13303916799911736,0.4499999999999999,0.4499999999999999,1.5,38.8244962655364,0.0,54.08461538461538,42.33076923076924
2023-08,Murrumbidgee,0.13303916799911727,0.3,0.4499999999999999,1.6,33.11687779801416,0.1,53.66923076923077,41.46153846153847
2023-09,Murrumbidgee,0.1330391679991169,0.1365804292548018,0.649630644268141,2.1,13.993403977820837,0.1,53.25384615384616,40.59230769230769
2023-10,Murrumbidgee,0.13303916799911686,0.1646553710352765,0.3879944716690738,2.3429395081720923,18.772562768579785,0.1,52.83846153846154,39.72307692307693
2023-11,Murrumbidgee,0.13303916799911703,0.0665877669288497,0.3274836875302321,2.246448643304035,28.738901052847204,0.1,52.42307692307692,38.85384615384616
2023-12,Murrumbidgee,0.13303916799911691,0.0,0.2,2.450157565656041,22.258637726983963,0.1,52.00769230769231,37.98461538461539
2024-01,Murrumbidgee,0.13303916799911694,0.05,0.25,2.081172203917089,19.15863667584351,0.1,51.59230769230769,37.11538461538461
2024-02,Murrumbidgee,0.13303916799911703,0.05,0.25,2.1,28.536697682321645,0.1,51.17692307692308,36.246153846153845
2024-03,Murrumbidgee,0.1330391679991171,0.1,0.4,1.949893280349454,33.48383920930114,0.1,50.761538461538464,35.37692307692308
2024-04,Murrumbidgee,0.13303916799911722,0.15,0.45,1.65,34.96000546018996,0.1,50.34615384615385,34.50769230769231
2024-05,Murrumbidgee,0.1330391679991172,0.4,0.45,1.5,32.86635113700602,0.0,49.93076923076923,33.63846153846154
2024-06,Murrumbidgee,0.13303916799911708,0.35,0.35,1.619233678236886,28.9877743948174,0.0,49.51538461538462,32.76923076923077
2014-07,Nepean Blue Mountains,0.1425489922740658,0.409856014440743,0.5337380752162952,1.7956593890590833,13.335956569745957,0.0376508539088206,49.1,31.9
2014-08,Nepean Blue Mountains,0.1216849974415708,0.268542669705669,0.5325807810116197,1.9254077329333124,13.3,0.0442501594814,41.1,33.5
2014-09,Nepean Blue Mountains,0.0635627170582032,0.1440379895809167,0.4614359683229888,2.158220098906734,13.15,0.0250281848126514,39.8,41.4
2014-10,Nepean Blue Mountains,0.1426229083736356,0.1039017783124228,0.3595044024526044,2.4519761447349406,19.2,0.045898760847894,33.6,32.7
2014-11,Nepean Blue Mountains,0.0544059800193103,0.0610546650268063,0.3999466391878884,2.718346436025529,21.55,0.0012264228544887,33.1,22.6
2014-12,Nepean Blue Mountains,0.0949358147800959,0.0283836221982486,0.301893390039489,2.3126251920363443,16.65,0.0579500696982069,32.2,29.5
2015-01,Nepean Blue Mountains,0.0608216790264525,0.0,0.29169659736608,2.1257275216625686,14.45,0.0363893489462092,24.7,20.9
2015-02,Nepean Blue Mountains,0.0416832311669548,0.0776343985034361,0.3246442165646066,1.9504955072569972,13.45,0.0,29.7,32.6
2015-03,Nepean Blue Mountains,0.0611315861817218,0.1781581238096749,0.5414213267141176,2.096011144164387,18.7,0.0253601737430123,36.0,29.2
2015-04,Nepean Blue Mountains,0.017101446842635,0.1895108824791957,0.4319637330819218,1.6743665993399564,10.35,0.0279734421243508,37.8,29.4
2015-05,Nepean Blue Mountains,0.0531685631067113,0.416581804499172,0.4951582593107735,1.4952165171571816,14.35,0.0,40.4,42.9
2015-06,Nepean Blue Mountains,0.1707511825820236,0.6470373386870185,0.6133484301275555,1.231066440502739,13.35,0.0396215172514212,48.1,31.1
2015-07,Nepean Blue Mountains,0.0978620518397012,0.5051849540109842,0.5706677304643303,1.5067044962911365,11.95,0.0121232021000613,38.8,29.8
2015-08,Nepean Blue Mountains,0.1013927930438693,0.2321488854335591,0.5331203203854347,1.8618805631993776,12.9,0.0011321491873699,44.0,38.1
2015-09,Nepean Blue Mountains,0.0806815765563611,0.1240182850702692,0.4494814618914386,2.050071473022218,13.45,0.0246892536323034,25.7,29.3
2015-10,Nepean Blue Mountains,0.0,0.1060347224410888,0.3978687936708991,2.432848473566642,13.05,0.0183031344247612,37.2,26.8
2015-11,Nepean Blue Mountains,0.0209690362397939,0.0764044698961096,0.3227360515122676,2.41010032053345,17.2,0.0202424184508574,25.9,25.7
2015-12,Nepean Blue Mountains,0.0260276221000065,0.0902574352615802,0.3875863027092711,2.175611931275143,18.65,0.0,19.0,18.8
2016-01,Nepean Blue Mountains,0.0209811167003479,0.0612289969029959,0.329109541547697,2.02341307301196,15.9,0.0333317750105799,26.3,20.5
2016-02,Nepean Blue Mountains,0.089880906103749,0.1339939878784198,0.3503712141284563,2.1123579713858254,19.35,0.0176428923283432,44.7,47.7
2016-03,Nepean Blue Mountains,0.078789560221353,0.1431110917154211,0.3582516890112167,1.9519861546791215,16.55,0.0286102236408065,33.8,28.7
2016-04,Nepean Blue Mountains,0.1136381719081979,0.2965984925573698,0.4947284852035212,1.771685982010565,19.45,0.0232169074482878,31.6,22.9
2016-05,Nepean Blue Mountains,0.1969802901400796,0.4089815671250427,0.4932723891578164,1.8503196957449743,24.450000000000003,0.0027868183440862,45.8,29.5
2016-06,Nepean Blue Mountains,0.0474450982385808,0.3900886354890798,0.5318168497068743,1.6079310728651912,10.7,0.0191180277469673,26.3,28.3
2016-07,Nepean Blue Mountains,0.0473592574869949,0.3330010968062289,0.4963969543791764,1.707300638456338,12.3,0.0008993937359552,38.0,30.4
2016-08,Nepean Blue Mountains,0.0990330817037804,0.3917394209206513,0.5466322304173785,1.7620782507810722,14.75,0.0225823404352061,40.2,33.1
2016-09,Nepean Blue Mountains,0.0752086680851772,0.1647573539585681,0.4619855626484397,1.9340374277144128,11.8,0.0094062888853181,36.5,30.2
2016-10,Nepean Blue Mountains,0.0629109936966171,0.1126133905606149,0.3428395813482522,2.3021636700239707,13.9,0.0278356906334444,25.8,27.1
2016-11,Nepean Blue Mountains,0.1126949741124886,0.1115383842428099,0.3843743121865048,2.411193097980309,20.32542112412625,0.0646589551672843,30.4,24.9
2016-12,Nepean Blue Mountains,0.1300712466089045,0.0463597526620045,0.3027586982045844,2.527018896248194,21.08150200698109,0.0970204034542697,28.3,19.9
2017-01,Nepean Blue Mountains,0.1246116206065533,0.0982987049736414,0.2871567611160684,2.241806932391881,21.044493648207197,0.1113631309967813,23.7,14.8
2017-02,Nepean Blue Mountains,0.0331483528033596,0.1332890409962875,0.4028273835305586,2.4117906442876498,18.408935605453458,0.1105012996991547,23.4,29.2
2017-03,Nepean Blue Mountains,0.1599390947410972,0.1373576071265055,0.2370950549055968,1.6971626977868288,14.988365971652367,0.0883752213728074,39.8,32.8
2017-04,Nepean Blue Mountains,0.1094608860287383,0.2253678262558742,0.463597755256572,1.7310454656489898,14.121008354556247,0.0156905629963542,48.8,36.8
2017-05,Nepean Blue Mountains,0.141981241859702,0.4537830805718696,0.5979341318632718,1.4384745038518822,15.69064585220177,0.0475457764995676,58.1,47.5
2017-06,Nepean Blue Mountains,0.1008124863172443,0.5718323631941347,0.5829586064619579,1.252944672506959,13.69344633143741,0.0613792674387523,45.6,38.6
2017-07,Nepean Blue Mountains,0.2738291316661909,0.462907998897488,0.550369767292268,1.833220322624592,15.526533230499837,0.0701001920060931,47.9,29.2
2017-08,Nepean Blue Mountains,0.1433080023734267,0.2752815468763723,0.4919191025614399,2.1662085695850566,15.250581475073664,0.0509108552684575,36.1,23.7
2017-09,Nepean Blue Mountains,0.1936380507352889,0.1518932861811298,0.4395412534057694,2.663657708621742,20.7393366196917,0.0154166699328612,31.8,22.7
2017-10,Nepean Blue Mountains,0.101026610869236,0.0850718786156169,0.3436933774612564,2.574930308833782,19.053740692083093,0.0848282554185356,37.0,26.6
2017-11,Nepean Blue Mountains,0.0662240844325073,0.1391393580750308,0.4033256912178074,2.191263483365586,13.90343253882908,0.0635871633832535,31.9,26.9
2017-12,Nepean Blue Mountains,0.0559161791747236,0.0966246999880369,0.3363924008134166,2.40923971891893,18.41520406073201,0.1283864997563844,27.2,21.9
2018-01,Nepean Blue Mountains,0.1093033290346342,0.1515062509606947,0.4157413884576521,2.2530472036148037,20.567839716975964,0.0879152855745573,21.3,10.6
2018-02,Nepean Blue Mountains,0.1611117145729471,0.1833378399941734,0.3688342113822934,2.029037337429611,20.893803084963693,0.0654286093141434,25.0,21.8
2018-03,Nepean Blue Mountains,0.2115007730900016,0.1509087583771361,0.3854252091182779,2.016069529257056,20.37438327456093,0.0556943851342392,43.7,30.7
2018-04,Nepean Blue Mountains,0.249848829859645,0.1311236604535987,0.4618113198669858,1.994091131126641,23.896378245534564,0.0799522014180529,24.1,31.7
2018-05,Nepean Blue Mountains,0.264550410454249,0.4628605711618735,0.5956294768137892,1.968739648157432,22.046723110740707,0.073362974678595,34.4,42.4
2018-06,Nepean Blue Mountains,0.087961312117743,0.5026937593844899,0.5717804334592904,1.5707544502000377,11.649950561879756,0.0351757797250936,35.9,32.0
2018-07,Nepean Blue Mountains,0.2547454130037204,0.5385499269403647,0.5844140557634262,1.859885636304615,19.646233216994546,0.0467366907830707,30.7,25.9
2018-08,Nepean Blue Mountains,0.1809126797099577,0.3032265036911972,0.5549256167825484,2.100354469902996,17.340105022353427,0.019206857423746,36.7,24.0
2018-09,Nepean Blue Mountains,0.1234440061854033,0.1879433145427697,0.4780562590008779,2.116573023712667,15.898865767029728,0.0355723062854221,33.8,24.1
2018-10,Nepean Blue Mountains,0.0782528361406606,0.0809102708873287,0.3569323602354481,2.305500803029012,15.489461040330175,0.1052784521270518,26.4,20.0
2018-11,Nepean Blue Mountains,0.1843978950821784,0.1478823859743492,0.3674412360062881,2.3420104579760554,22.024123491601067,0.0233317241297318,31.8,20.8
2018-12,Nepean Blue Mountains,0.1034598785501603,0.0655668401458614,0.3027722823026982,2.441204609708217,21.115132694208587,0.0635811661013153,24.6,18.1
2019-01,Nepean Blue Mountains,0.0320828100070875,0.0737790039877138,0.3043442993601432,2.7622388585430637,24.711612241116875,0.1040694034229542,23.0,23.4
2019-02,Nepean Blue Mountains,0.0313904063176427,0.1484526611715635,0.3743616373221378,2.22809906688732,19.601413229423816,0.0275385004513571,33.5,35.8
2019-03,Nepean Blue Mountains,0.0987107304878203,0.2362714364311334,0.3573806863830446,1.9188081537885864,22.380470578773146,0.0049728220789938,37.7,38.5
2019-04,Nepean Blue Mountains,0.1018314611108503,0.2215864351364806,0.4565554459308771,1.7604040658821067,17.317573853964266,0.0181631976948937,35.7,33.4
