year-month,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm,asthma edp [f],asthma edp [m]
2021-07,Southern NSW,0.13303916799911683,0.4,0.5,1.8,18.511935447050703,0.0688143096447523,41.8,24.9
2021-08,Southern NSW,0.13303916799911686,0.2,0.4,2.0,18.511935447050703,0.06881430964475227,53.0,25.9
2021-09,Southern NSW,0.1330391679991165,0.1,0.3,2.2,18.511935447050703,0.06881430964475227,16.7,5.0
2021-10,Southern NSW,0.13303916799911658,0.0,0.2,2.3,18.511935447050703,0.06881430964475224,20.4,14.3
2021-11,Southern NSW,0.13303916799911666,0.1,0.2,2.2,18.511935447050707,0.06881430964475224,16.4,26.0
2021-12,Southern NSW,0.13303916799911678,0.1,0.2,2.1,18.511935447050707,0.06881430964475226,22.4,34.3
2022-01,Southern NSW,0.1330391679991166,0.1,0.1,2.0,18.511935447050703,0.0688143096447523,18.3,11.8
2022-02,Southern NSW,0.13303916799911672,0.2,0.1,1.7,18.511935447050703,0.06881430964475234,21.1,20.4
2022-03,Southern NSW,0.1330391679991169,0.2,0.1,1.7,18.511935447050703,0.06881430964475234,40.9,30.3
2022-04,Southern NSW,0.13303916799911683,0.2288700790702402,0.1764198634735729,1.7961035170774071,18.511935447050703,0.06881430964475233,37.2,23.0
2022-05,Southern NSW,0.13303916799911703,0.3,0.3,1.7,18.511935447050703,0.06881430964475231,47.0,42.5
2022-06,Southern NSW,0.13303916799911708,0.3,0.3,1.9,18.5119354470507,0.06881430964475227,56.8,53.5
2022-07,Southern NSW,0.13303916799911678,0.3,0.3,2.2,18.511935447050703,0.06881430964475223,37.9,32.6
2022-08,Southern NSW,0.1330391679991168,0.2,0.2,2.2,18.511935447050703,0.06881430964475223,42.3,34.8
2022-09,Southern NSW,0.1330391679991168,0.2,0.2,2.3,18.511935447050703,0.06881430964475221,42.4,37.6
2022-10,Southern NSW,0.13303916799911691,0.1,0.1,2.3,18.511935447050696,0.06881430964475221,65.2,39.7
2022-11,Southern NSW,0.13303916799911697,0.1,0.1,2.1,18.511935447050703,0.06881430964475224,48.8,49.0
2022-12,Southern NSW,0.13303916799911683,0.1,0.1,2.0,18.511935447050707,0.06881430964475227,28.6,37.1
2023-01,Southern NSW,0.1330391679991166,0.1,0.1,2.1,18.511935447050703,0.06881430964475228,18.3,16.6
2023-02,Southern NSW,0.1330391679991167,0.1,0.1,2.3,18.511935447050703,0.06881430964475221,20.4,34.0
2023-03,Southern NSW,0.13303916799911675,0.2,0.2,2.1,18.511935447050707,0.06881430964475227,30.3,27.1
2023-04,Southern NSW,0.13303916799911691,0.3,0.3,1.7,18.511935447050703,0.06881430964475231,36.0,33.9
2023-05,Southern NSW,0.13303916799911697,0.4,0.5,1.6,18.511935447050703,0.06881430964475233,40.2,35.5
2023-06,Southern NSW,0.13303916799911686,0.4,0.4,1.8,18.511935447050707,0.06881430964475228,29.7,40.7
2023-07,Southern NSW,0.1330391679991169,0.5,0.6,1.8,18.511935447050707,0.06881430964475227,29.407692307692308,39.30769230769232
2023-08,Southern NSW,0.1330391679991169,0.3,0.5,1.9,18.511935447050707,0.06881430964475227,29.115384615384613,37.91538461538462
2023-09,Southern NSW,0.13303916799911672,0.2,0.5,2.4,18.511935447050707,0.06881430964475217,28.82307692307692,36.52307692307693
2023-10,Southern NSW,0.13303916799911664,0.1,0.3,2.7,18.511935447050707,0.06881430964475213,28.53076923076923,35.13076923076923
2023-11,Southern NSW,0.1330391679991166,0.1,0.3,2.8,18.511935447050707,0.06881430964475212,28.238461538461536,33.73846153846154
2023-12,Southern NSW,0.13303916799911658,0.1,0.3,2.8,18.511935447050707,0.06881430964475212,27.946153846153845,32.34615384615385
2024-01,Southern NSW,0.13303916799911675,0.1,0.2,2.2,18.511935447050707,0.06881430964475224,27.653846153846157,30.95384615384616
2024-02,Southern NSW,0.1330391679991168,0.1,0.3,2.0,18.511935447050707,0.06881430964475228,27.36153846153846,29.56153846153846
2024-03,Southern NSW,0.13303916799911675,0.1,0.3,2.1,18.511935447050707,0.06881430964475226,27.069230769230767,28.16923076923077
2024-04,Southern NSW,0.1330391679991168,0.2,0.4,1.8,18.511935447050707,0.06881430964475231,26.77692307692308,26.77692307692308
2024-05,Southern NSW,0.13303916799911686,0.5,0.5,1.6,18.511935447050707,0.06881430964475234,26.48461538461538,25.384615384615387
2024-06,Southern NSW,0.13303916799911683,0.5,0.6,1.6,18.511935447050707,0.06881430964475233,26.19230769230769,23.99230769230769
2014-07,Sydney,0.15,1.2674933683653211,1.4270966729687509,1.23359114868769,14.9,0.0282228500749495,25.9,22.6
2014-08,Sydney,0.2505975637286396,1.1237002726125185,1.2087160379496635,1.4921117703953364,14.15,0.023354160448628,22.0,28.9
2014-09,Sydney,0.1252063119878793,0.6256489601189427,0.9996357071287454,1.7903743020299403,14.05,0.0207756414595365,20.5,15.7
2014-10,Sydney,0.1,0.3872894565653889,0.9103296135304446,2.0475888920907117,21.65,0.0317932846981084,21.1,19.2
2014-11,Sydney,0.1,0.3010152325062988,0.741556602508464,2.0890800328792047,23.25,0.0372068503951798,21.7,19.7
2014-12,Sydney,0.1,0.1978626036309627,0.6867710418819056,2.0496887176422773,21.1,0.0255318711615781,18.0,24.9
2015-01,Sydney,0.1,0.1333333333333333,0.5972254912425906,1.8495213602817424,19.0,0.0260194231912631,10.9,15.1
2015-02,Sydney,0.1112353547168918,0.5582748821120419,0.7694559914220532,1.37856075709286,17.4,0.0309500442189495,26.4,27.8
2015-03,Sydney,0.1,0.5732721668458991,0.8791975201116381,1.578322441463274,21.35,0.05,25.6,29.5
2015-04,Sydney,0.1,0.7360619513602341,0.9120809294772122,1.4128785694793746,13.7,0.05,17.6,24.7
2015-05,Sydney,0.1776136409931961,1.682716917220463,1.2138188697815675,1.059352642840704,16.75,0.05,25.2,27.6
2015-06,Sydney,0.2912504891212563,2.5720653955771065,1.5338618646228763,0.6563227602339213,15.45,0.05,26.7,26.5
2015-07,Sydney,0.2558109017528409,1.9502110923847285,1.330639002552634,1.0414353300081192,12.65,0.05,30.5,27.2
2015-08,Sydney,0.1969233199556777,0.9981568578795617,1.2140793236654568,1.364553837413296,13.4,0.05,22.1,28.4
2015-09,Sydney,0.2176760369817467,0.7007436938456438,0.9949881503866485,1.7453679546873282,14.0,0.05,18.3,17.9
2015-10,Sydney,0.15,0.7377257086311096,1.1272724119490791,1.79701853823612,20.5,0.05,19.6,21.7
2015-11,Sydney,0.1,0.3272549473835999,0.7416240283951586,1.930850176388054,18.85,0.05,17.2,19.5
2015-12,Sydney,0.1,0.4231386508285268,0.6798967806994414,1.6280098947536803,19.9,0.05,14.3,15.0
2016-01,Sydney,0.1,0.3245620877125852,0.6706895383882174,1.6827563376027663,18.5,0.05,15.0,14.6
2016-02,Sydney,0.15,0.5561683686210221,0.6411809727156145,1.5626449986216917,19.85,0.05,19.3,35.2
2016-03,Sydney,0.15,0.5999413391574819,0.7008904475434745,1.196372743794282,16.1,0.05,20.1,29.5
2016-04,Sydney,0.15,1.2242309225967194,1.1191757505703663,1.0680927700928382,18.95,0.05,21.9,21.1
2016-05,Sydney,0.3101334320710457,1.620787694505406,1.5007486395713985,1.2621803451065643,20.9,0.05,28.3,28.3
2016-06,Sydney,0.2146964577678597,1.4659239734188996,1.324150442740878,1.1652501731166351,11.75,0.0,23.3,28.1
2016-07,Sydney,0.2072107209700157,1.393343784306112,1.2993863384072035,1.1981633787517345,12.0,0.0,23.6,24.0
2016-08,Sydney,0.1519434727633708,1.4143087157206349,1.4207957577372967,1.2734047989460502,14.55,0.0,23.6,20.0
2016-09,Sydney,0.135751018829923,0.6406908442881668,1.1089342241840827,1.5446790733930758,11.7,0.05,21.2,19.2
2016-10,Sydney,0.1707077469880702,0.4195694036555266,0.844238264349288,1.9535153407177333,15.75,0.0,17.6,18.7
2016-11,Sydney,0.05,0.3494700920258161,0.8071574034858587,1.8736507288653013,21.7,0.0,11.4,16.3
2016-12,Sydney,0.05670909880571,0.2054821014137687,0.7491877939193974,2.130490026945972,23.5,0.05,15.2,16.0
2017-01,Sydney,0.1,0.2761878131861551,0.6393368908773862,1.9269545250492977,24.05,0.05,12.2,12.6
2017-02,Sydney,0.1,0.3564624425933625,0.79901720525258,1.7050500377168152,20.15,0.05,22.0,22.2
2017-03,Sydney,0.1,0.5087189688222814,0.731194975685416,1.2486610887022676,17.5,0.0,27.3,26.7
2017-04,Sydney,0.1234140612760574,1.2295633415460354,1.2459907239404853,0.9867274965713704,15.15,0.0,25.3,26.6
2017-05,Sydney,0.1870337657248331,1.8658529395968164,1.4811606132726542,0.9037721984364958,16.35,0.0,30.8,36.0
2017-06,Sydney,0.2166288517087024,2.1839906378655947,1.5553137757262083,0.8565896666060326,15.95,0.05,24.5,24.5
2017-07,Sydney,0.1,1.9636015819626875,1.727479622351214,0.8510919530582419,15.7,0.05,18.9,16.7
2017-08,Sydney,0.1,1.0211857980789354,1.3056065410521966,1.65888590797458,15.7,0.0,17.0,16.8
2017-09,Sydney,0.1,0.8660828674410048,1.2836988731053285,1.9070630403405315,21.6,0.05,15.7,16.5
2017-10,Sydney,0.05,0.4327213112280215,0.8825409054669536,2.1071568094597626,20.200000000000003,0.05,10.6,19.1
2017-11,Sydney,0.05,0.406487780862089,0.7280553985132424,1.638963308723704,13.4,0.0,16.3,14.1
2017-12,Sydney,0.1,0.2551797329572009,0.7379982731601257,1.8768109368323265,20.950000000000003,0.05,12.1,18.6
2018-01,Sydney,0.05,0.3506934515055198,0.5825525936131368,1.5623964577211673,21.25,0.05,13.1,10.3
2018-02,Sydney,0.0856741707320456,0.5342788978679239,0.6920860120987528,1.398726679847883,20.4240502182318,0.0360245328062463,18.7,22.5
2018-03,Sydney,0.0906239373967549,0.7332231504081577,0.8446358347333152,1.4856160637987152,22.00897464570481,0.0405859485632193,14.3,21.2
2018-04,Sydney,0.1725776310746115,0.6980775839737715,0.941187168605492,1.483654986347663,22.85631951138355,0.0386765694962714,20.2,18.0
2018-05,Sydney,0.1045314109974938,1.562692725280301,1.5316366272064306,1.0138441194460297,20.258978172912947,0.0467924768309214,32.0,34.3
2018-06,Sydney,0.1200633490636389,1.7734524106541587,1.4673100226279243,1.1805750042627217,13.75,0.05,19.5,21.3
2018-07,Sydney,0.05,1.860352986545428,1.5945612150534243,1.1693584679260398,19.1,0.05,15.1,12.6
2018-08,Sydney,0.0943996245844659,1.1268528815032013,1.3137084621700394,1.821869223036825,17.7,0.05,16.0,17.2
2018-09,Sydney,0.1217733911391807,0.8994773950196603,1.1360098559610865,1.7465514700802542,17.1,0.05,14.1,24.4
2018-10,Sydney,0.1,0.2997097383585778,0.7737818510393913,1.9865881059804067,16.4,0.05,24.7,16.3
2018-11,Sydney,0.1,0.5012683288695828,0.7553504550937712,1.7377159258703054,22.55,0.05,17.1,19.8
2018-12,Sydney,0.1,0.2323920888500209,0.5668585778541924,1.841689122685512,21.2,0.05,16.6,11.8
2019-01,Sydney,0.1,0.1666666666666666,0.5179472361145878,1.8092886613240264,25.7,0.05,15.5,14.8
2019-02,Sydney,0.1,0.566137359083669,0.7685026616233582,1.2316337750058866,20.2,0.05,22.0,30.2
2019-03,Sydney,0.1,0.6426165844132119,0.7715468570062822,1.439581758017253,20.7,0.05,18.1,24.5
2019-04,Sydney,0.1121366764113612,1.1961877767895095,1.1462698881486209,1.268216787478545,20.200000000000003,0.05,20.5,22.8
2019-05,Sydney,0.2589446240910993,1.6882257216048862,1.4138064744548515,1.2512313746236712,18.95,0.05,28.2,26.4
2019-06,Sydney,0.2519876638984132,1.5901528790424502,1.3559793702942091,1.0921111735496098,13.35,0.0,24.8,23.5
2019-07,Sydney,0.2363453444283051,1.5203053380692395,1.4044006673670932,1.243333427312823,14.55,0.05,17.2,15.6
2019-08,Sydney,0.216770291098473,1.2027725987487214,1.2198201096632528,1.678068517997109,16.799999999999997,0.05,17.2,17.2
2019-09,Sydney,0.1,0.7190167861577624,1.075757777388154,1.5796069903955123,17.6,0.05,14.6,20.3
2019-10,Sydney,0.1,0.6399511098330679,1.0409841392699029,1.6286148147257635,24.5,0.05,15.0,14.4
2019-11,Sydney,0.1,0.1948875378523857,0.5480579325271556,1.885321697521944,29.946616765182988,0.05,24.5,20.4
2019-12,Sydney,0.15,0.2346089185169411,0.4726007859638922,1.7197356287972994,29.946616765182988,0.05,22.3,22.5
2020-01,Sydney,0.2,0.1666666666666666,0.3999999999999999,1.7066674467595286,29.946616765182988,0.0,13.3,13.5
2020-02,Sydney,0.1,0.2546180008912704,0.5663120940727038,1.7001772376032729,19.35,0.0,16.4,23.5
2020-03,Sydney,0.1,0.6613585861538779,0.7793897023945977,1.4429467562336418,16.15,0.05,23.7,24.5
2020-04,Sydney,0.1,0.7126987337698454,0.9910905110805344,1.3778165928417814,17.55,0.05,9.5,5.9
2020-05,Sydney,0.1339545578784543,1.1712418510292535,1.06393511158879,1.2667364884826284,13.3,0.0,8.1,6.2
2020-06,Sydney,0.1881243601564396,1.5438866212459577,1.3258353370511136,1.058164541060267,14.0,0.05,17.6,19.1
2020-07,Sydney,0.2180822352278809,1.4696897621667315,1.2876041429066791,1.2831406143715471,14.0,0.0,14.9,11.5
2020-08,Sydney,0.1,1.0275612828514376,1.230944548117742,1.5243854171307356,14.25,0.0,17.0,20.2
2020-09,Sydney,0.1376163673650342,0.6712785761738411,0.9618492172748448,1.905767751865548,16.3,0.05,13.3,11.1
2020-10,Sydney,0.1,0.2071817457608622,0.7042695053921713,2.2790845518263523,16.200000000000003,0.05,10.9,15.2
2020-11,Sydney,0.1,0.289073401712492,0.635906772674391,1.9094007168008404,20.45,0.05,16.5,15.3
2020-12,Sydney,0.1,0.1823260718928878,0.5343500452174689,1.7210431992108266,18.5,0.0,10.0,15.4
2021-01,Sydney,0.1,0.1643139724341255,0.3972767800885906,1.8730500648805968,17.950000000000003,0.05,8.0,8.4
2021-02,Sydney,0.1,0.2871865075633018,0.4938414104828426,1.413206105602648,16.6,0.0,15.7,15.9
2021-03,Sydney,0.1,0.3788831126797324,0.6541747943369707,1.630199669936232,16.950000000000003,0.0,19.5,19.7
2021-04,Sydney,0.1950556481957347,1.0459645420359354,1.0920248599463287,1.3982149274647588,18.8,0.0,14.4,18.7
2021-05,Sydney,0.1457233848806411,1.322444395469463,1.1610827131790755,1.2323078190255374,14.9,0.0,26.0,23.6
2021-06,Sydney,0.2306941485598313,1.8738710015079367,1.3269559978044665,1.0130225213626725,13.05,0.0,19.2,18.5
2021-07,Sydney,0.1169923888706631,1.0673869053796603,1.0958018063805532,1.4087503774208858,12.7,0.05,8.9,8.2
2021-08,Sydney,0.1,0.5098438965925497,0.9885974085920124,1.7987031273328398,14.95,0.05,5.9,5.6
2021-09,Sydney,0.1,0.3105426581185306,0.7982346415528495,2.045353623248204,14.35,0.0238882355964913,8.3,3.0
2021-10,Sydney,0.05,0.2438023394032094,0.7561798254127078,2.2,16.4,0.05,7.2,6.5
2021-11,Sydney,0.05,0.2666666666666666,0.6,1.8,14.4,0.0,9.7,8.2
2021-12,Sydney,0.1,0.2666666666666666,0.4666666666666666,1.5666666666666669,14.65,0.0,8.8,9.1
2022-01,Sydney,0.1,0.1999999999999999,0.2666666666666666,1.2666666666666666,15.65,0.0,7.0,11.2
2022-02,Sydney,0.1,0.4666666666666666,0.5,1.2,16.25,0.0,8.1,11.2
2022-03,Sydney,0.1,0.5333333333333333,0.5333333333333333,1.2666666666666666,12.9,0.0,19.2,24.4
2022-04,Sydney,0.1,0.9238478241845148,0.883547278395124,1.3057047411677676,11.9,0.0,23.1,24.2
2022-05,Sydney,0.15,1.4,1.2666666666666666,0.978272822269865,12.0,0.05,28.9,28.4
2022-06,Sydney,0.15,1.3333333333333333,1.2,1.1441772011371705,11.8,0.0,20.9,17.0
2022-07,Sydney,0.1,0.9666666666666668,1.1666666666666667,1.5333333333333332,11.1,0.0,14.6,16.5
2022-08,Sydney,0.1,0.6666666666666666,1.0,1.6333333333333335,10.55,0.0,21.3,27.1
2022-09,Sydney,0.1,0.3999999999999999,0.8333333333333334,2.0703741055034817,11.95,0.0,18.9,18.9
2022-10,Sydney,0.1,0.3514888631792746,0.7205645083447396,1.972743129801385,11.5,0.05,16.5,15.5
2022-11,Sydney,0.1,0.3,0.5666666666666667,1.8333333333333333,13.5,0.0,17.2,13.9
2022-12,Sydney,0.1,0.1666666666666666,0.4666666666666666,1.6666666666666667,15.8,0.0,13.6,11.1
2023-01,Sydney,0.0706268348555024,0.2676989170916546,0.4042871973568047,1.2591513945007329,14.661193454566456,0.0220921836767762,9.6,9.5
2023-02,Sydney,0.1,0.3666666666666667,0.5333333333333333,1.5,17.25,0.05,18.1,15.3
2023-03,Sydney,0.1,0.5,0.7999999999999999,1.6,17.0,0.0,14.9,12.6
2023-04,Sydney,0.1,0.8333333333333334,0.9,1.2,12.85,0.05,19.4,18.6
2023-05,Sydney,0.1,1.4666666666666668,1.2666666666666666,1.1,14.05,0.0,25.1,19.9
2023-06,Sydney,0.1,1.4,1.2666666666666666,1.2,12.7,0.05,16.9,14.4
2023-07,Sydney,0.1,1.6,1.4666666666666668,1.0333333333333334,14.2,0.05,19.015384615384612,15.461538461538462
2023-08,Sydney,0.1,1.1666666666666667,1.3333333333333333,1.2333333333333334,14.05,0.05,21.13076923076923,16.523076923076925
2023-09,Sydney,0.1,0.7000000000000001,1.2,1.7666666666666666,20.6,0.0281604051313997,23.246153846153845,17.584615384615386
2023-10,Sydney,0.1,0.3999999999999999,0.6666666666666666,2.033333333333333,17.299999999999997,0.0,25.36153846153846,18.646153846153847
2023-11,Sydney,0.1,0.2333333333333333,0.5666666666666667,1.7666666666666668,15.65,0.0,27.476923076923075,19.70769230769231
2023-12,Sydney,0.1,0.2685118772988804,0.4924197782877821,1.7700606532456975,19.1,0.05,29.59230769230769,20.76923076923077
2024-01,Sydney,0.1,0.2881804788034535,0.4444738031428455,1.3472293053768158,19.0,0.0,31.707692307692305,21.83076923076923
2024-02,Sydney,0.1,0.3,0.5333333333333333,1.5,21.55,0.05,33.823076923076925,22.892307692307693
2024-03,Sydney,0.1,0.4666666666666666,0.6666666666666666,1.5666666666666669,19.55,0.05,35.93846153846154,23.953846153846158
2024-04,Sydney,0.15,0.6333333333333333,0.8333333333333334,1.4,15.1,0.05,38.05384615384615,25.015384615384612
2024-05,Sydney,0.2,1.4333333333333331,1.1666666666666667,1.0666666666666669,13.5,0.05,40.169230769230765,26.07692307692308
2024-06,Sydney,0.25,1.4333333333333331,1.1666666666666667,1.0666666666666669,10.8,0.0,42.284615384615385,27.13846153846154
2014-07,Western NSW,0.0,0.0870028022710779,0.2296864946506763,2.0413928377385706,18.511935447050703,0.06881430964475228,44.4,28.2
2014-08,Western NSW,0.0,0.1193265591396207,0.2143374466635632,1.9994750235898533,18.511935447050703,0.06881430964475227,44.2,33.3
2014-09,Western NSW,0.0,0.1092771408196782,0.1765310303876411,2.163735195337088,18.511935447050703,0.06881430964475226,51.9,29.1
2014-10,Western NSW,0.0,0.1797048617990675,0.1211642393625022,2.434904287579151,18.5119354470507,0.0688143096447522,36.7,36.4
2014-11,Western NSW,0.0,0.1476321207500498,0.1790646838578157,2.7880714941297,18.5119354470507,0.06881430964475213,32.9,43.4
2014-12,Western NSW,0.0,0.1017096927331179,0.0765858705275391,2.522970048551807,18.5119354470507,0.0688143096447522,26.7,21.3
2015-01,Western NSW,0.0,0.119716180932687,0.0734812303608385,2.339007802649965,18.5119354470507,0.06881430964475224,20.5,18.4
2015-02,Western NSW,0.0,0.2350927820477426,0.1449921828729398,2.3145495141082426,18.511935447050707,0.06881430964475223,31.2,30.8
2015-03,Western NSW,0.0,0.1357123167268761,0.161405580104313,2.415935292314112,18.511935447050703,0.06881430964475221,37.1,29.3
2015-04,Western NSW,0.0,0.1501095546680221,0.1637769499526956,2.1396402109621566,18.511935447050703,0.06881430964475227,39.7,22.8
2015-05,Western NSW,0.0110657648619952,0.1982699978059338,0.2324894593893006,2.203207291521127,18.511935447050703,0.06881430964475221,47.8,48.6
2015-06,Western NSW,0.034363657786509,0.2064317186226576,0.3100615231217714,1.5495520295751055,18.511935447050703,0.06881430964475235,46.0,35.1
2015-07,Western NSW,0.0396930994063842,0.1100525352957251,0.2495534416134665,1.9062678638476016,18.511935447050703,0.06881430964475227,46.9,44.8
2015-08,Western NSW,0.0,0.0811357467232752,0.2349268279731077,2.0771777178040938,18.5119354470507,0.06881430964475224,60.5,45.1
2015-09,Western NSW,0.0,0.0979528235842164,0.1816287107947842,2.1009414999952707,18.5119354470507,0.06881430964475226,55.4,38.3
2015-10,Western NSW,0.0,0.0963249807423614,0.0887211409259949,2.449059273449169,18.511935447050703,0.06881430964475217,50.8,66.9
2015-11,Western NSW,0.0,0.0849411022167896,0.1557143935038531,2.526140397409911,18.511935447050703,0.06881430964475214,39.2,58.2
2015-12,Western NSW,0.0,0.0640323953395672,0.1879999260120569,2.4703612538080493,18.511935447050703,0.06881430964475219,41.2,36.1
2016-01,Western NSW,0.0,0.0741976580769405,0.1721678386817645,2.339934944401328,18.511935447050707,0.06881430964475223,30.3,28.2
2016-02,Western NSW,0.0,0.1263767151635185,0.2464071196324665,2.349975309395507,18.5119354470507,0.06881430964475219,54.0,55.5
2016-03,Western NSW,0.0,0.1088862977597952,0.2157536237181026,2.2255786864932285,18.511935447050703,0.06881430964475223,47.4,44.4
2016-04,Western NSW,0.0,0.1791415598991078,0.3258071424680245,2.100197117590556,18.511935447050707,0.06881430964475223,29.5,45.1
2016-05,Western NSW,0.0,0.0447694035748671,0.3897992621109909,2.13223647055701,18.511935447050703,0.06881430964475221,50.5,59.9
2016-06,Western NSW,0.0178224997603249,0.0861837531239222,0.2249960686326804,1.955512333228672,18.5119354470507,0.06881430964475228,57.9,39.5
2016-07,Western NSW,0.0,0.0709177510384043,0.220657155612815,2.133044396389041,18.5119354470507,0.06881430964475224,72.4,40.2
2016-08,Western NSW,0.0,0.0907734819487542,0.2216314593582762,2.0182597853087745,18.511935447050696,0.06881430964475226,81.2,54.1
2016-09,Western NSW,0.0,0.0,0.169006178152086,2.1308815497776243,18.5119354470507,0.06881430964475226,68.8,41.5
2016-10,Western NSW,0.0,0.0080206263570322,0.1725993678630101,2.4504711806165798,18.5119354470507,0.06881430964475213,78.4,88.7
2016-11,Western NSW,0.0,0.0333583745780794,0.1574506561544292,2.533200308399106,18.511935447050703,0.06881430964475212,64.6,90.3
2016-12,Western NSW,0.0,0.0533954917928975,0.1514391834409917,2.679177864222262,18.511935447050703,0.06881430964475214,47.3,42.8
2017-01,Western NSW,0.0,0.0030966632437076,0.1655754387144812,2.456685947366368,18.511935447050703,0.0688143096447522,32.3,25.5
2017-02,Western NSW,0.0,0.042276104810639,0.1605019753932935,2.6012239398372863,18.511935447050703,0.06881430964475216,41.1,40.0
2017-03,Western NSW,0.0,0.0835555507599568,0.1528079373537618,2.05817933844867,18.511935447050703,0.06881430964475226,42.3,48.5
2017-04,Western NSW,0.0,0.1184965582800146,0.2424804331356927,1.95480952132502,18.511935447050703,0.06881430964475228,50.8,43.9
2017-05,Western NSW,0.0,0.0658669457477253,0.3049328514938424,1.606147526021882,18.5119354470507,0.0688143096447523,79.9,71.5
2017-06,Western NSW,0.039552576746411,0.155813322990203,0.2994582920226517,1.623034384892866,18.5119354470507,0.06881430964475231,69.4,59.3
2017-07,Western NSW,0.0168232111364151,0.0,0.2956516918398171,1.9772166366970805,18.511935447050703,0.06881430964475226,50.3,51.0
2017-08,Western NSW,0.0,0.0802852701231595,0.2115305198526615,2.3788784252315374,18.511935447050696,0.06881430964475219,74.7,54.8
2017-09,Western NSW,0.0,0.0,0.2077665215749481,2.6280380496507627,18.5119354470507,0.06881430964475214,73.0,51.9
2017-10,Western NSW,0.0,0.0,0.1774669077172591,2.667631823953637,18.511935447050703,0.06881430964475216,43.3,40.1
2017-11,Western NSW,0.0,0.0,0.1785086437131383,2.450650324194643,18.511935447050703,0.06881430964475217,44.7,47.9
2017-12,Western NSW,0.0,0.0,0.1193234381574846,2.614032598405017,18.511935447050703,0.06881430964475217,45.3,34.9
2018-01,Western NSW,0.0,0.0,0.2725624249543736,2.5564999238032997,18.511935447050703,0.0688143096447522,27.1,17.2
2018-02,Western NSW,0.0,0.0804206617406777,0.2552996324815635,2.3900547927902576,18.511935447050703,0.0688143096447522,40.0,33.0
2018-03,Western NSW,0.0,0.0208748635987079,0.2061585257435322,2.353267311846648,18.511935447050703,0.06881430964475221,38.1,38.4
2018-04,Western NSW,0.0,0.0421910867941896,0.391086100058908,2.296584394518145,18.511935447050703,0.0688143096447522,38.7,37.9
2018-05,Western NSW,0.0,0.2063365011344329,0.429336097929705,1.968841819258091,18.511935447050703,0.06881430964475226,50.9,47.3
2018-06,Western NSW,0.0,0.2335148329340035,0.2748856059217686,1.881983232683676,18.511935447050703,0.06881430964475228,52.9,42.4
2018-07,Western NSW,0.0,0.1079342655586302,0.3099557857592924,2.0953739183097277,18.5119354470507,0.06881430964475226,55.3,41.3
2018-08,Western NSW,0.0,0.065050059661074,0.2135790805203488,2.2904863759649183,18.5119354470507,0.0688143096447522,58.5,46.0
2018-09,Western NSW,0.0,0.225067389639525,0.2647541343797269,2.212093474205538,18.511935447050703,0.06881430964475223,46.1,42.7
2018-10,Western NSW,0.0,0.0741879771113003,0.149437582077821,2.3259079464955565,18.5119354470507,0.06881430964475221,63.1,37.8
2018-11,Western NSW,0.0,0.0708904157729761,0.1764997402801967,2.680758745512845,18.5119354470507,0.06881430964475213,61.4,46.4
2018-12,Western NSW,0.0,0.1426567373677406,0.2744389967353092,2.642133916672554,18.511935447050703,0.06881430964475216,50.4,28.4
2019-01,Western NSW,0.0,0.1006037013979405,0.2497732330445927,2.748428551666084,18.511935447050707,0.06881430964475214,28.1,22.7
2019-02,Western NSW,0.0,0.2665535926899857,0.301274126673253,2.526360326763938,18.511935447050703,0.06881430964475217,42.8,38.0
2019-03,Western NSW,0.0,0.1803407389220027,0.2820266818838398,2.344799965484856,18.511935447050703,0.06881430964475219,32.7,48.2
2019-04,Western NSW,0.0,0.2401395849378272,0.3382793167463952,1.977384140870241,18.511935447050703,0.06881430964475227,44.2,38.3
2019-05,Western NSW,0.0,0.1506888659255397,0.4108728694993425,1.8941069596924909,18.5119354470507,0.06881430964475227,66.1,52.8
2019-06,Western NSW,0.0,0.2026075153025681,0.3214889353177383,1.4244855231628648,18.5119354470507,0.06881430964475235,60.6,51.4
2019-07,Western NSW,0.0,0.1641650511813632,0.290201268124007,1.8211005618818303,18.5119354470507,0.06881430964475228,58.3,51.3
2019-08,Western NSW,0.0,0.204495367508989,0.354937556611265,2.123688134099057,18.5119354470507,0.06881430964475223,69.4,52.0
2019-09,Western NSW,0.0,0.304353076841076,0.2571963726172925,2.466137039886092,18.5119354470507,0.06881430964475217,57.3,45.8
2019-10,Western NSW,0.0,0.304353076841076,0.3759480612050222,2.817362021446065,18.511935447050703,0.06881430964475212,51.2,25.5
2019-11,Western NSW,0.0,0.304353076841076,0.429336097929705,3.1644625677215066,18.5119354470507,0.06881430964475203,55.1,44.3
2019-12,Western NSW,0.0,0.304353076841076,0.429336097929705,3.210362253535192,18.511935447050696,0.068814309644752,79.6,59.4
2020-01,Western NSW,0.0,0.1750493871503143,0.429336097929705,3.210362253535192,18.511935447050703,0.06881430964475205,43.7,22.4
2020-02,Western NSW,0.0,0.1031437659968853,0.1605720415845493,2.474224179545021,18.511935447050703,0.06881430964475219,37.0,36.4
2020-03,Western NSW,0.0,0.1081681473666606,0.1999655101190593,2.137324955671932,18.511935447050703,0.06881430964475224,48.7,43.1
2020-04,Western NSW,0.0,0.0620424919774894,0.2211495016375768,2.15740125831806,18.511935447050703,0.06881430964475227,24.8,14.4
