financial year,lhd,CO ppm,NO pphm,NO2 pphm,OZONE pphm,PM10 µg/m³,SO2 pphm
2017/2018,Mid North Coast,0.187219372880979,0.12549601231124496,0.24626953732623702,1.760193893231193,NA,0.03919105269313273
2018/2019,Mid North Coast,0.18946179543601252,0.21035109479212677,0.29597993432752684,1.8474322353344954,NA,0.07301392987296852
2019/2020,Mid North Coast,0.17565518942098687,0.13353190710433063,0.32761538748878977,2.0819214676808726,NA,0.03716898831216142
2020/2021,Mid North Coast,0.12338019779942148,0.14502295355820197,0.3156710994706241,1.8169527248715365,NA,0.0
2021/2022,Mid North Coast,0.11551370609424416,0.1256927446456151,0.25459631547280626,1.6208333333333333,NA,0.0036461651390710718
2022/2023,Mid North Coast,0.061719529160886,0.12589888840300278,0.26823016299083774,1.5473556145308438,NA,0.0
2023/2024,Mid North Coast,0.09788254700808179,0.08098784522392685,0.2294556611403941,1.768525920992854,NA,0.03221896906797718
2000/2001,Murrumbidgee,NA,0.4297263812859679,0.35217237131910756,1.7546324233299506,23.998639775183076,0.07080503948814719
2001/2002,Murrumbidgee,NA,0.4146931438258066,0.35659996065227095,1.8727429872354853,22.890620435320894,0.06794585567865254
2002/2003,Murrumbidgee,NA,0.4023691665860276,0.3810832584085532,1.9754478902137136,31.691171415259102,0.08401478517578975
2003/2004,Murrumbidgee,NA,0.44805040570044224,0.4740775156424341,1.815614112820705,25.3,0.07041844849428995
2004/2005,Murrumbidgee,NA,0.3972947281554566,0.3565168270531713,1.8573762695501934,22.974791984436624,0.06997558263919358
2005/2006,Murrumbidgee,NA,0.40288476701221404,0.42531891137948863,1.8841976495173007,22.525000000000002,0.06528724021601286
2006/2007,Murrumbidgee,NA,0.3794478498256608,0.3296996347488917,1.912985977417209,30.97213423597424,0.1125
2007/2008,Murrumbidgee,NA,0.33358553612441555,0.28147013111116465,1.8536127040069375,23.981720949852175,0.07324555369087234
2008/2009,Murrumbidgee,NA,0.2918647249903836,0.2773591050911638,1.9596067940520643,23.443608041228988,0.1109652632761981
2009/2010,Murrumbidgee,NA,0.3145843778791766,0.24332324574062505,2.112777938022856,22.366666666666664,0.06666666666666667
2010/2011,Murrumbidgee,NA,0.29445094525252846,0.3134196724958872,1.8274943928332539,14.483333333333334,0.0642836549815624
2011/2012,Murrumbidgee,NA,0.2891874651370767,0.2807036329009031,1.7611147181020483,22.119091392643252,0.045454545454545456
2012/2013,Murrumbidgee,NA,0.15494979920066979,0.35481289579273484,1.9634968189780615,21.147979180044285,0.05833333333333334
2013/2014,Murrumbidgee,NA,0.13877614485861092,0.3665695525296561,2.050154653924449,21.63404585764866,0.10000000000000002
2014/2015,Murrumbidgee,NA,0.1755156449784158,0.28645319606018355,1.955223617786847,20.71732413475906,0.05000000000000001
2015/2016,Murrumbidgee,NA,0.14270987725664283,0.30199087288850884,1.899084235109396,25.8291727857399,0.08333333333333333
2016/2017,Murrumbidgee,NA,0.17091146803864657,0.3372117782887467,1.9337913420849813,24.077346601145184,0.05000000000000001
2017/2018,Murrumbidgee,NA,0.16513851319423037,0.3291483586715486,1.9480366224284869,30.798971016956504,0.075
2018/2019,Murrumbidgee,NA,0.19548494114384352,0.3261162583960215,1.8871400378624965,29.250466997705697,0.08333333333333333
2019/2020,Murrumbidgee,NA,0.23475624363574266,0.3650281890364819,2.0930520936336983,27.416068004470848,0.041666666666666664
2020/2021,Murrumbidgee,NA,0.20127470384931131,0.32897005793832695,1.8017202410954087,29.488379353545046,0.016666666666666666
2021/2022,Murrumbidgee,NA,0.15393526297850413,0.2672191659642898,1.8040229833581982,23.696669131469434,0.03333333333333333
2022/2023,Murrumbidgee,NA,0.15974332294623736,0.3083892209008635,1.8332641555066587,26.71661070175092,0.041666666666666664
2023/2024,Murrumbidgee,NA,0.18481863060157733,0.38459240028895386,1.9283204066362998,27.808182012438504,0.075
2000/2001,Nepean Blue Mountains,0.06327195544871894,0.4804128600300431,0.5931693151253475,1.754083878043539,16.192799606960214,0.0805143410566273
2001/2002,Nepean Blue Mountains,0.09125666888761792,0.4692602100066426,0.5575361330030356,1.8662671198346654,16.969777186766485,0.07036938846258768
2002/2003,Nepean Blue Mountains,0.16699589288423236,0.5244779243012901,0.5966329362501995,1.9792704797236238,20.349700908328487,0.06967674013907406
2003/2004,Nepean Blue Mountains,0.13601050983407972,0.4519906166594114,0.5772744846038046,1.900332674897142,18.924861172619003,0.061275770548194886
2004/2005,Nepean Blue Mountains,0.08972694367228735,0.3944995807754362,0.5365137774132334,1.9498516109470432,16.479166666666668,0.07646318503803655
2005/2006,Nepean Blue Mountains,0.08029225339307754,0.3669115787740924,0.5453302761122443,1.908215260925182,16.662499999999998,0.05472333330888315
2006/2007,Nepean Blue Mountains,0.07457259719713956,0.39987310055362063,0.5436403443974466,1.9957872273605846,17.78670587355109,0.06164792963646657
2007/2008,Nepean Blue Mountains,0.03689118503682751,0.30211418407055735,0.47540870444246003,1.8861484359490264,14.125,0.03423237498398728
2008/2009,Nepean Blue Mountains,0.06610865729502564,0.25644556143327374,0.46208524029105025,1.9653591182491585,15.695833333333333,0.032869666239003885
2009/2010,Nepean Blue Mountains,0.15067072821703265,0.29334901703519134,0.46704498251361204,1.9526556099218013,17.183828413768847,0.031021781512676636
2010/2011,Nepean Blue Mountains,0.08294404337128214,0.18180224484187646,0.43681819384129006,1.8047909649091023,13.066666666666668,0.06772246983827586
2011/2012,Nepean Blue Mountains,0.09248291153039925,0.2197642914145092,0.49124556565812844,1.7592002999428116,13.154545454545454,0.06158984243977155
2012/2013,Nepean Blue Mountains,0.16096147058311713,0.17647786984329938,0.47747059459342833,1.919795416259525,16.166666666666668,0.05450196878511889
2013/2014,Nepean Blue Mountains,0.1246557412315707,0.2013233658178536,0.47567041052433207,2.0668161879480507,16.71072247268146,0.0366007817280989
2014/2015,Nepean Blue Mountains,0.08536825823778176,0.2103916072702753,0.4406109849496617,1.9945932269816478,15.152996380812162,0.0284457444723713
2015/2016,Nepean Blue Mountains,0.07288735192433672,0.21400429364849338,0.43491756911576857,1.979575933965467,16.133333333333333,0.016766400192868732
2016/2017,Nepean Blue Mountains,0.09976932533755484,0.23166150185576592,0.4255464193598635,1.9514180748065406,16.008651574551315,0.054771527609574655
2017/2018,Nepean Blue Mountains,0.1598515356983828,0.2327791340804701,0.4470386359875205,2.1391882843112726,18.526492217630416,0.0675632393008556
2018/2019,Nepean Blue Mountains,0.1381880935670701,0.2385295088157254,0.4339217030530178,2.081548903056343,19.052546887984583,0.04457062191481731
2019/2020,Nepean Blue Mountains,0.1852437180567943,0.20295679631242636,0.3830820494576292,2.2895362079962913,19.246128151447525,0.027525184265474317
2020/2021,Nepean Blue Mountains,0.10839649858111078,0.19813753223064942,0.3186616023855212,1.8635224740929799,14.900147223395976,0.02890728787713426
2021/2022,Nepean Blue Mountains,0.10657160850329372,0.17064012263727926,0.2798653692046115,1.818205978106841,12.857321331873843,0.02872583355742421
2022/2023,Nepean Blue Mountains,0.038761115994082614,0.17581249677119812,0.3341880331216254,1.8724127619279836,12.35479436587378,0.02503532547246382
2023/2024,Nepean Blue Mountains,0.06438862610102451,0.1902892856498841,0.43031364085638946,2.1003138790557263,15.626919791459903,0.022274508629972004
2000/2001,Northern Sydney,0.1765772875217797,0.8656929915540067,1.1380426910552959,1.3792680638183918,14.783333333333333,0.06429033028433528
2001/2002,Northern Sydney,0.15548702635879103,0.8261395206384677,1.0740297209453697,1.5099590368116973,15.4961484133069,0.0638581137711912
2002/2003,Northern Sydney,0.18716349513496722,0.8232432745729398,1.1407106171211208,1.493339201714571,18.837559036115408,0.06622522323274337
2003/2004,Northern Sydney,0.16510519208339178,0.8037087439894588,1.1350312403015266,1.4609462357738536,17.360606941191854,0.05198669248670832
2004/2005,Northern Sydney,0.16138029031406492,0.7478431906413153,1.0204382462934047,1.5376447648204998,15.5028337491132,0.0536960826165904
2005/2006,Northern Sydney,0.176750691320819,0.7607297723240966,1.063669728301889,1.4717800832892236,15.882496391864535,0.040671693708818575
2006/2007,Northern Sydney,0.1523329948048169,0.7021532298823993,0.9783238964295156,1.5764849729900157,16.423172974183977,0.06233299714243982
2007/2008,Northern Sydney,0.14094027782911436,0.638199773741583,0.937194093756062,1.4624545401974653,14.126672100838135,0.04894524387814104
2008/2009,Northern Sydney,0.15952302649127012,0.47738718739703917,0.834003057517931,1.5841390507969946,15.866666666666667,0.022723349646833327
2009/2010,Northern Sydney,0.14583439214136978,0.4737747943614646,0.8837568651269968,1.663043004428839,16.533963493280464,0.04219653419827574
2010/2011,Northern Sydney,0.1682609351656166,0.5213989961300793,0.8095040212416816,1.4928490296114416,12.825000000000001,0.016182120825967088
2011/2012,Northern Sydney,0.12867435040345976,0.5346184957142576,0.8669787911934278,1.446819844627967,12.981818181818182,0.04326639482265135
2012/2013,Northern Sydney,0.10397347802515633,0.4146200622376544,0.8109592854458209,1.5992213321824453,14.333333333333334,0.06465465360681592
2013/2014,Northern Sydney,0.14032156932333814,0.3611974375029717,0.8126451527825077,1.6590260395696628,14.083333333333334,0.05692027629650204
2014/2015,Northern Sydney,0.12704038783416757,0.34791001585506937,0.7774231101080593,1.7099144868065972,13.958333333333334,0.02843373556656541
2015/2016,Northern Sydney,0.12331914903861822,0.34391387689759184,0.7363403781149399,1.7021443438474337,15.6,0.04616367546215872
2016/2017,Northern Sydney,0.11325738602156155,0.3958824470818849,0.754349541985026,1.7410649430257357,15.583333333333334,0.05542617654351612
2017/2018,Northern Sydney,0.11744369663547334,0.34656841028024193,0.7050039057708536,1.900933446795493,16.85833333333333,0.06420231804632086
2018/2019,Northern Sydney,0.1247901819063662,0.39438000438684856,0.796590489789288,1.84193509761149,17.804467791797226,0.0787792046407356
2019/2020,Northern Sydney,0.15150464164340352,0.36172594623661025,0.790532653212058,1.9039854463166186,18.078677876118174,0.05114905420632417
2020/2021,Northern Sydney,0.16158631195515596,0.3998543122946896,0.6682189279615449,1.6935356491570879,14.694858694853538,0.027358977171852827
2021/2022,Northern Sydney,0.17787499588279643,0.345696853611455,0.5712747605145129,1.6861096472826604,12.78593803025615,0.020210186182643138
2022/2023,Northern Sydney,0.025000000000000005,0.5038994626179583,0.6445999278563771,1.7003278540149631,11.92303910768833,0.04820469228999589
2023/2024,Northern Sydney,0.0375,0.46773661064661204,0.727352407772408,1.7236518872195166,14.848149921672237,0.06662128297325279
2000/2001,South Eastern Sydney,0.30467666566563173,3.803859664413134,1.7293739788046032,1.1082673423115728,18.325,0.1014173683500778
2001/2002,South Eastern Sydney,0.27879799810490186,3.689956986372536,1.6608996119041446,1.2043900360180426,17.830921939164366,0.10228280342058425
2002/2003,South Eastern Sydney,0.3698750959809846,3.9848292982726363,1.7109197484151817,1.1903160032003866,22.16041373332158,0.11497874279506919
2003/2004,South Eastern Sydney,0.3267440249976133,3.770146839816642,1.8253444516227193,1.2156587896481572,20.25,0.10375735228573628
2004/2005,South Eastern Sydney,0.2832855566665047,3.4469117949265744,1.659404866383463,1.2531864543249958,18.908985610204976,0.09943498363281762
2005/2006,South Eastern Sydney,0.2755279896079474,3.5300959879365075,1.6533086829454107,1.2918327816305446,18.558333333333334,0.10281820085735127
2006/2007,South Eastern Sydney,0.30574836055730764,3.7456749661757414,1.5473724342322912,1.1680190338216183,19.45,0.10828746592859269
2007/2008,South Eastern Sydney,0.2500527454231704,3.367930774512899,1.4423061518898281,1.235866359541881,17.158333333333335,0.10186393152945968
2008/2009,South Eastern Sydney,0.2807600494247297,3.3352594478909388,1.4529440321086193,1.290083229738281,19.758333333333333,0.10337881911246834
2009/2010,South Eastern Sydney,0.2576685564374796,3.0086132963161702,1.4077886298721385,1.504347008851466,19.379166666666666,0.10674997816773717
2010/2011,South Eastern Sydney,0.17082011625177962,2.4767025818704713,1.2982613724670122,1.3231035162435922,15.166666666666666,0.0803917998364808
2011/2012,South Eastern Sydney,0.2384682262756267,3.2747865222454937,1.4674972020203105,1.204775920154517,16.19090909090909,0.11148023431070478
2012/2013,South Eastern Sydney,0.25877915799458945,3.1597764543785405,1.3640802261199758,1.2808452292594774,18.808333333333334,0.11900528582138868
2013/2014,South Eastern Sydney,0.2564282310104928,3.1262589053297005,1.4186508439796865,1.3110720738759125,19.05,0.11830848141680506
2014/2015,South Eastern Sydney,0.24762257069572988,2.9836949880926364,1.422863153287438,1.3380543932524065,18.900000000000002,0.11217972292836403
2015/2016,South Eastern Sydney,0.2603608340896711,3.0797308700945063,1.467131480703206,1.3105384625631342,18.191666666666666,0.11752750439260996
2016/2017,South Eastern Sydney,0.25653412279386884,2.8977913421151213,1.4346761032126245,1.384755324375561,18.375,0.1101219968473498
2017/2018,South Eastern Sydney,0.277671896274675,2.75815575500696,1.448040511962799,1.4285173071141617,20.166666666666668,0.12313684591275352
2018/2019,South Eastern Sydney,0.32603621618962314,2.947545236365947,1.56961659504037,1.3641075794669748,21.125,0.11925392071573787
2019/2020,South Eastern Sydney,0.2961391273946779,2.5416666666666665,1.4833333333333334,1.4951346962429815,21.395833333333332,0.10785663172054327
2020/2021,South Eastern Sydney,0.2558922516818787,2.45021977036854,1.331017425791939,1.39085773492464,17.458333333333332,0.0998115880567723
2021/2022,South Eastern Sydney,0.16015962369487974,2.100257976640234,1.1410720793663887,1.3913952823690847,15.308333333333332,0.0987115687336142
2022/2023,South Eastern Sydney,0.19166666666666668,2.408333333333333,1.2791666666666666,1.3583333333333334,14.691666666666668,0.10000000000000002
2023/2024,South Eastern Sydney,0.24166666666666667,2.9250000000000003,1.3110278370369608,1.2791666666666666,17.558333333333334,0.10468195602641019
2000/2001,South Western Sydney,0.27350418727097403,1.1760758618628315,0.9533218441553934,1.7196247093045292,16.990280589203312,0.054728359067986225
2001/2002,South Western Sydney,0.26929058440368797,1.191105460488354,0.9356586843374287,1.7775837159887404,18.051706732903895,0.05541251936162395
2002/2003,South Western Sydney,0.26795350714737926,1.2034933490776978,0.9968234495406886,1.8713200189288342,22.701393157945375,0.06161612727089308
2003/2004,South Western Sydney,0.27002717082290584,1.1260948323138444,0.9372786360868224,1.8839544426022714,20.83377041162555,0.056640365299512434
2004/2005,South Western Sydney,0.23173765115474135,1.0117514068441558,0.8728164504059182,1.838440263693083,18.622909102440843,0.050708772911973864
2005/2006,South Western Sydney,0.22396257819258322,0.9512621100359041,0.8562057852598605,1.8259115063623783,19.22930738948733,0.055582242167108366
2006/2007,South Western Sydney,0.22341730612411229,1.0111302418658201,0.8823006244253478,1.8744814468720497,19.87188910596961,0.05699985266327625
2007/2008,South Western Sydney,0.17263251535131552,0.8634937462099845,0.7594721988395944,1.6978243968872329,16.348394185321983,0.04482728324582625
2008/2009,South Western Sydney,0.19996944463580826,0.7555782169026634,0.7450630710208371,1.8381309149634761,18.33622325912458,0.05290487393432586
2009/2010,South Western Sydney,0.273067120946847,0.7497198274493829,0.7585858396010382,1.878410233540069,19.06179119593202,0.04727009408070029
2010/2011,South Western Sydney,0.25862189889791454,0.6249991409088428,0.6694808402933593,1.7584693795564588,15.658151282840421,0.03972699860250361
2011/2012,South Western Sydney,0.25592455579994816,0.8091042147008032,0.7526998552915006,1.6123390768402523,16.23157562351701,0.04089745670590873
2012/2013,South Western Sydney,0.21674307442172167,0.6783193077208175,0.7121970420218551,1.7417133811252155,17.6375,0.04614666500628123
2013/2014,South Western Sydney,0.25221083944558614,0.7038920801996004,0.7445427641442289,1.8047481227600164,18.127834223023395,0.04983839320646974
2014/2015,South Western Sydney,0.23780999180178128,0.6062508463481429,0.6809514381538279,1.8207820082184003,16.35625,0.0382141307000786
2015/2016,South Western Sydney,0.23366919537679354,0.620532641365352,0.7404601501172303,1.7896288528116229,17.247916666666665,0.04237532283679354
2016/2017,South Western Sydney,0.2305910840462104,0.6184612669161064,0.7217657218018579,1.851354296205579,17.172916666666666,0.048242652089197646
2017/2018,South Western Sydney,0.22684246756603857,0.6473568451923719,0.8058900520707791,1.9446521937726413,20.64375,0.051921836764732866
