date,sex,lhd,"rate per 100,000 population"
2019-05,Females,Southern NSW,65.6
2019-06,Females,Southern NSW,48.8
2019-07,Females,Southern NSW,52.6
2019-08,Females,Southern NSW,50.2
2019-09,Females,Southern NSW,35.5
2019-10,Females,Southern NSW,38.8
2019-11,Females,Southern NSW,43.5
2019-12,Females,Southern NSW,61.0
2020-01,Females,Southern NSW,76.0
2020-02,Females,Southern NSW,26.9
2020-03,Females,Southern NSW,39.0
2020-04,Females,Southern NSW,10.6
2020-05,Females,Southern NSW,18.4
2020-06,Females,Southern NSW,39.3
2020-07,Females,Southern NSW,18.2
2020-08,Females,Southern NSW,25.8
2020-09,Females,Southern NSW,29.7
2020-10,Females,Southern NSW,41.5
2020-11,Females,Southern NSW,38.9
2020-12,Females,Southern NSW,30.7
2021-01,Females,Southern NSW,19.4
2021-02,Females,Southern NSW,22.7
2021-03,Females,Southern NSW,31.3
2021-04,Females,Southern NSW,35.4
2021-05,Females,Southern NSW,43.2
2021-06,Females,Southern NSW,37.9
2021-07,Females,Southern NSW,41.8
2021-08,Females,Southern NSW,53.0
2021-09,Females,Southern NSW,16.7
2021-10,Females,Southern NSW,20.4
2021-11,Females,Southern NSW,16.4
2021-12,Females,Southern NSW,22.4
2022-01,Females,Southern NSW,18.3
2022-02,Females,Southern NSW,21.1
2022-03,Females,Southern NSW,40.9
2022-04,Females,Southern NSW,37.2
2022-05,Females,Southern NSW,47.0
2022-06,Females,Southern NSW,56.8
2022-07,Females,Southern NSW,37.9
2022-08,Females,Southern NSW,42.3
2022-09,Females,Southern NSW,42.4
2022-10,Females,Southern NSW,65.2
2022-11,Females,Southern NSW,48.8
2022-12,Females,Southern NSW,28.6
2023-01,Females,Southern NSW,18.3
2023-02,Females,Southern NSW,20.4
2023-03,Females,Southern NSW,30.3
2023-04,Females,Southern NSW,36.0
2023-05,Females,Southern NSW,40.2
2023-06,Females,Southern NSW,29.7
2014-07,Females,Murrumbidgee,46.2
2014-08,Females,Murrumbidgee,84.8
2014-09,Females,Murrumbidgee,52.7
2014-10,Females,Murrumbidgee,80.6
2014-11,Females,Murrumbidgee,57.1
2014-12,Females,Murrumbidgee,41.1
2015-01,Females,Murrumbidgee,22.1
2015-02,Females,Murrumbidgee,45.4
2015-03,Females,Murrumbidgee,45.9
2015-04,Females,Murrumbidgee,52.3
2015-05,Females,Murrumbidgee,58.1
2015-06,Females,Murrumbidgee,66.4
2015-07,Females,Murrumbidgee,61.1
2015-08,Females,Murrumbidgee,69.4
2015-09,Females,Murrumbidgee,58.8
2015-10,Females,Murrumbidgee,80.8
2015-11,Females,Murrumbidgee,61.2
2015-12,Females,Murrumbidgee,38.8
2016-01,Females,Murrumbidgee,32.2
2016-02,Females,Murrumbidgee,48.9
2016-03,Females,Murrumbidgee,44.9
2016-04,Females,Murrumbidgee,44.2
2016-05,Females,Murrumbidgee,55.5
2016-06,Females,Murrumbidgee,72.4
2016-07,Females,Murrumbidgee,69.8
2016-08,Females,Murrumbidgee,65.5
2016-09,Females,Murrumbidgee,71.9
2016-10,Females,Murrumbidgee,75.6
2016-11,Females,Murrumbidgee,87.4
2016-12,Females,Murrumbidgee,60.3
2017-01,Females,Murrumbidgee,50.6
2017-02,Females,Murrumbidgee,38.3
2017-03,Females,Murrumbidgee,46.1
2017-04,Females,Murrumbidgee,45.4
2017-05,Females,Murrumbidgee,79.0
2017-06,Females,Murrumbidgee,60.0
2017-07,Females,Murrumbidgee,74.3
2017-08,Females,Murrumbidgee,70.9
2017-09,Females,Murrumbidgee,65.8
2017-10,Females,Murrumbidgee,69.5
2017-11,Females,Murrumbidgee,51.5
2017-12,Females,Murrumbidgee,41.9
2018-01,Females,Murrumbidgee,42.3
2018-02,Females,Murrumbidgee,33.6
2018-03,Females,Murrumbidgee,50.2
2018-04,Females,Murrumbidgee,41.7
2018-05,Females,Murrumbidgee,66.2
2018-06,Females,Murrumbidgee,45.6
2018-07,Females,Murrumbidgee,60.8
2018-08,Females,Murrumbidgee,64.8
2018-09,Females,Murrumbidgee,69.5
2018-10,Females,Murrumbidgee,57.3
2018-11,Females,Murrumbidgee,68.1
2018-12,Females,Murrumbidgee,37.0
2019-01,Females,Murrumbidgee,31.9
2019-02,Females,Murrumbidgee,42.3
2019-03,Females,Murrumbidgee,58.2
2019-04,Females,Murrumbidgee,66.0
2019-05,Females,Murrumbidgee,58.1
2019-06,Females,Murrumbidgee,56.7
2019-07,Females,Murrumbidgee,60.8
2019-08,Females,Murrumbidgee,58.7
2019-09,Females,Murrumbidgee,69.7
2019-10,Females,Murrumbidgee,48.2
2019-11,Females,Murrumbidgee,70.1
2019-12,Females,Murrumbidgee,74.9
2020-01,Females,Murrumbidgee,76.1
2020-02,Females,Murrumbidgee,39.1
2020-03,Females,Murrumbidgee,47.4
2020-04,Females,Murrumbidgee,29.9
2020-05,Females,Murrumbidgee,31.4
2020-06,Females,Murrumbidgee,34.3
2020-07,Females,Murrumbidgee,43.2
2020-08,Females,Murrumbidgee,43.5
2020-09,Females,Murrumbidgee,32.0
2020-10,Females,Murrumbidgee,91.0
2020-11,Females,Murrumbidgee,62.5
2020-12,Females,Murrumbidgee,51.6
2021-01,Females,Murrumbidgee,30.8
2021-02,Females,Murrumbidgee,41.3
2021-03,Females,Murrumbidgee,45.3
2021-04,Females,Murrumbidgee,52.8
2021-05,Females,Murrumbidgee,58.3
2021-06,Females,Murrumbidgee,55.9
2021-07,Females,Murrumbidgee,35.8
2021-08,Females,Murrumbidgee,63.3
2021-09,Females,Murrumbidgee,36.4
2021-10,Females,Murrumbidgee,50.0
2021-11,Females,Murrumbidgee,50.9
2021-12,Females,Murrumbidgee,48.2
2022-01,Females,Murrumbidgee,33.6
2022-02,Females,Murrumbidgee,32.4
2022-03,Females,Murrumbidgee,38.9
2022-04,Females,Murrumbidgee,61.7
2022-05,Females,Murrumbidgee,68.5
2022-06,Females,Murrumbidgee,63.7
2022-07,Females,Murrumbidgee,62.1
2022-08,Females,Murrumbidgee,73.8
2022-09,Females,Murrumbidgee,79.9
2022-10,Females,Murrumbidgee,99.9
2022-11,Females,Murrumbidgee,73.4
2022-12,Females,Murrumbidgee,54.9
2023-01,Females,Murrumbidgee,39.9
2023-02,Females,Murrumbidgee,38.2
2023-03,Females,Murrumbidgee,44.2
2023-04,Females,Murrumbidgee,59.9
2023-05,Females,Murrumbidgee,80.8
2023-06,Females,Murrumbidgee,54.5
2014-07,Females,Western NSW,44.4
2014-08,Females,Western NSW,44.2
2014-09,Females,Western NSW,51.9
2014-10,Females,Western NSW,36.7
2014-11,Females,Western NSW,32.9
2014-12,Females,Western NSW,26.7
2015-01,Females,Western NSW,20.5
2015-02,Females,Western NSW,31.2
2015-03,Females,Western NSW,37.1
2015-04,Females,Western NSW,39.7
2015-05,Females,Western NSW,47.8
2015-06,Females,Western NSW,46.0
2015-07,Females,Western NSW,46.9
2015-08,Females,Western NSW,60.5
2015-09,Females,Western NSW,55.4
2015-10,Females,Western NSW,50.8
2015-11,Females,Western NSW,39.2
2015-12,Females,Western NSW,41.2
2016-01,Females,Western NSW,30.3
2016-02,Females,Western NSW,54.0
2016-03,Females,Western NSW,47.4
2016-04,Females,Western NSW,29.5
2016-05,Females,Western NSW,50.5
2016-06,Females,Western NSW,57.9
2016-07,Females,Western NSW,72.4
2016-08,Females,Western NSW,81.2
2016-09,Females,Western NSW,68.8
2016-10,Females,Western NSW,78.4
2016-11,Females,Western NSW,64.6
2016-12,Females,Western NSW,47.3
2017-01,Females,Western NSW,32.3
2017-02,Females,Western NSW,41.1
2017-03,Females,Western NSW,42.3
2017-04,Females,Western NSW,50.8
2017-05,Females,Western NSW,79.9
2017-06,Females,Western NSW,69.4
2017-07,Females,Western NSW,50.3
2017-08,Females,Western NSW,74.7
2017-09,Females,Western NSW,73.0
2017-10,Females,Western NSW,43.3
2017-11,Females,Western NSW,44.7
2017-12,Females,Western NSW,45.3
2018-01,Females,Western NSW,27.1
2018-02,Females,Western NSW,40.0
2018-03,Females,Western NSW,38.1
2018-04,Females,Western NSW,38.7
2018-05,Females,Western NSW,50.9
2018-06,Females,Western NSW,52.9
2018-07,Females,Western NSW,55.3
2018-08,Females,Western NSW,58.5
2018-09,Females,Western NSW,46.1
2018-10,Females,Western NSW,63.1
2018-11,Females,Western NSW,61.4
2018-12,Females,Western NSW,50.4
2019-01,Females,Western NSW,28.1
2019-02,Females,Western NSW,42.8
2019-03,Females,Western NSW,32.7
2019-04,Females,Western NSW,44.2
2019-05,Females,Western NSW,66.1
2019-06,Females,Western NSW,60.6
2019-07,Females,Western NSW,58.3
2019-08,Females,Western NSW,69.4
2019-09,Females,Western NSW,57.3
2019-10,Females,Western NSW,51.2
2019-11,Females,Western NSW,55.1
2019-12,Females,Western NSW,79.6
2020-01,Females,Western NSW,43.7
2020-02,Females,Western NSW,37.0
2020-03,Females,Western NSW,48.7
2020-04,Females,Western NSW,24.8
2020-05,Females,Western NSW,24.6
2020-06,Females,Western NSW,37.9
2020-07,Females,Western NSW,41.0
2020-08,Females,Western NSW,35.5
2020-09,Females,Western NSW,30.6
2020-10,Females,Western NSW,58.1
2020-11,Females,Western NSW,59.0
2020-12,Females,Western NSW,45.1
2021-01,Females,Western NSW,29.1
2021-02,Females,Western NSW,37.7
2021-03,Females,Western NSW,38.9
2021-04,Females,Western NSW,53.1
2021-05,Females,Western NSW,81.5
2021-06,Females,Western NSW,69.9
2021-07,Females,Western NSW,45.6
2021-08,Females,Western NSW,56.7
2021-09,Females,Western NSW,29.0
2021-10,Females,Western NSW,36.6
2021-11,Females,Western NSW,66.7
2021-12,Females,Western NSW,35.2
2022-01,Females,Western NSW,32.1
2022-02,Females,Western NSW,31.1
2022-03,Females,Western NSW,55.4
2022-04,Females,Western NSW,48.1
2022-05,Females,Western NSW,83.3
2022-06,Females,Western NSW,97.7
2022-07,Females,Western NSW,66.2
2022-08,Females,Western NSW,58.2
2022-09,Females,Western NSW,56.7
2022-10,Females,Western NSW,61.3
2022-11,Females,Western NSW,58.0
2022-12,Females,Western NSW,46.6
2023-01,Females,Western NSW,32.0
2023-02,Females,Western NSW,41.4
2023-03,Females,Western NSW,43.3
2023-04,Females,Western NSW,43.9
2023-05,Females,Western NSW,57.7
2023-06,Females,Western NSW,55.6
