sex,lhd,date,"rate per 100,000 population"
Males,Murrumbidgee,2021-05,36.4
Males,Murrumbidgee,2021-06,42.8
Males,Murrumbidgee,2021-07,25.8
Males,Murrumbidgee,2021-08,36.1
Males,Murrumbidgee,2021-09,19.2
Males,Murrumbidgee,2021-10,48.6
Males,Murrumbidgee,2021-11,51.4
Males,Murrumbidgee,2021-12,51.1
Males,Murrumbidgee,2022-01,20.0
Males,Murrumbidgee,2022-02,24.0
Males,Murrumbidgee,2022-03,32.8
Males,Murrumbidgee,2022-04,43.7
Males,Murrumbidgee,2022-05,75.3
Males,Murrumbidgee,2022-06,37.8
Males,Murrumbidgee,2022-07,48.6
Males,Murrumbidgee,2022-08,65.3
Males,Murrumbidgee,2022-09,69.1
Males,Murrumbidgee,2022-10,83.1
Males,Murrumbidgee,2022-11,93.6
Males,Murrumbidgee,2022-12,43.3
Males,Murrumbidgee,2023-01,42.3
Males,Murrumbidgee,2023-02,38.8
Males,Murrumbidgee,2023-03,34.9
Males,Murrumbidgee,2023-04,46.1
Males,Murrumbidgee,2023-05,43.7
Males,Murrumbidgee,2023-06,43.2
Males,Western NSW,2014-07,28.2
Males,Western NSW,2014-08,33.3
Males,Western NSW,2014-09,29.1
Males,Western NSW,2014-10,36.4
Males,Western NSW,2014-11,43.4
Males,Western NSW,2014-12,21.3
Males,Western NSW,2015-01,18.4
Males,Western NSW,2015-02,30.8
Males,Western NSW,2015-03,29.3
Males,Western NSW,2015-04,22.8
Males,Western NSW,2015-05,48.6
Males,Western NSW,2015-06,35.1
Males,Western NSW,2015-07,44.8
Males,Western NSW,2015-08,45.1
Males,Western NSW,2015-09,38.3
Males,Western NSW,2015-10,66.9
Males,Western NSW,2015-11,58.2
Males,Western NSW,2015-12,36.1
Males,Western NSW,2016-01,28.2
Males,Western NSW,2016-02,55.5
Males,Western NSW,2016-03,44.4
Males,Western NSW,2016-04,45.1
Males,Western NSW,2016-05,59.9
Males,Western NSW,2016-06,39.5
Males,Western NSW,2016-07,40.2
Males,Western NSW,2016-08,54.1
Males,Western NSW,2016-09,41.5
Males,Western NSW,2016-10,88.7
Males,Western NSW,2016-11,90.3
Males,Western NSW,2016-12,42.8
Males,Western NSW,2017-01,25.5
Males,Western NSW,2017-02,40.0
Males,Western NSW,2017-03,48.5
Males,Western NSW,2017-04,43.9
Males,Western NSW,2017-05,71.5
Males,Western NSW,2017-06,59.3
Males,Western NSW,2017-07,51.0
Males,Western NSW,2017-08,54.8
Males,Western NSW,2017-09,51.9
Males,Western NSW,2017-10,40.1
Males,Western NSW,2017-11,47.9
Males,Western NSW,2017-12,34.9
Males,Western NSW,2018-01,17.2
Males,Western NSW,2018-02,33.0
Males,Western NSW,2018-03,38.4
Males,Western NSW,2018-04,37.9
Males,Western NSW,2018-05,47.3
Males,Western NSW,2018-06,42.4
Males,Western NSW,2018-07,41.3
Males,Western NSW,2018-08,46.0
Males,Western NSW,2018-09,42.7
Males,Western NSW,2018-10,37.8
Males,Western NSW,2018-11,46.4
Males,Western NSW,2018-12,28.4
Males,Western NSW,2019-01,22.7
Males,Western NSW,2019-02,38.0
Males,Western NSW,2019-03,48.2
Males,Western NSW,2019-04,38.3
Males,Western NSW,2019-05,52.8
Males,Western NSW,2019-06,51.4
Males,Western NSW,2019-07,51.3
Males,Western NSW,2019-08,52.0
Males,Western NSW,2019-09,45.8
Males,Western NSW,2019-10,25.5
Males,Western NSW,2019-11,44.3
Males,Western NSW,2019-12,59.4
Males,Western NSW,2020-01,22.4
Males,Western NSW,2020-02,36.4
Males,Western NSW,2020-03,43.1
Males,Western NSW,2020-04,14.4
Males,Western NSW,2020-05,18.2
Males,Western NSW,2020-06,30.4
Males,Western NSW,2020-07,26.4
Males,Western NSW,2020-08,29.3
Males,Western NSW,2020-09,29.0
Males,Western NSW,2020-10,60.7
Males,Western NSW,2020-11,86.5
Males,Western NSW,2020-12,34.3
Males,Western NSW,2021-01,20.9
Males,Western NSW,2021-02,27.3
Males,Western NSW,2021-03,48.6
Males,Western NSW,2021-04,42.5
Males,Western NSW,2021-05,72.8
Males,Western NSW,2021-06,43.0
Males,Western NSW,2021-07,35.9
Males,Western NSW,2021-08,27.3
Males,Western NSW,2021-09,15.8
Males,Western NSW,2021-10,41.3
Males,Western NSW,2021-11,60.0
Males,Western NSW,2021-12,46.2
Males,Western NSW,2022-01,19.7
Males,Western NSW,2022-02,16.9
Males,Western NSW,2022-03,48.7
Males,Western NSW,2022-04,47.6
Males,Western NSW,2022-05,74.9
Males,Western NSW,2022-06,68.3
Males,Western NSW,2022-07,47.6
Males,Western NSW,2022-08,45.9
Males,Western NSW,2022-09,75.2
Males,Western NSW,2022-10,71.7
Males,Western NSW,2022-11,72.0
Males,Western NSW,2022-12,41.0
Males,Western NSW,2023-01,23.7
Males,Western NSW,2023-02,27.1
Males,Western NSW,2023-03,51.0
Males,Western NSW,2023-04,32.4
Males,Western NSW,2023-05,50.0
Males,Western NSW,2023-06,38.1
Females,Sydney,2014-07,25.9
Females,Sydney,2014-08,22.0
Females,Sydney,2014-09,20.5
Females,Sydney,2014-10,21.1
Females,Sydney,2014-11,21.7
Females,Sydney,2014-12,18.0
Females,Sydney,2015-01,10.9
Females,Sydney,2015-02,26.4
Females,Sydney,2015-03,25.6
Females,Sydney,2015-04,17.6
Females,Sydney,2015-05,25.2
Females,Sydney,2015-06,26.7
Females,Sydney,2015-07,30.5
Females,Sydney,2015-08,22.1
Females,Sydney,2015-09,18.3
Females,Sydney,2015-10,19.6
Females,Sydney,2015-11,17.2
Females,Sydney,2015-12,14.3
Females,Sydney,2016-01,15.0
Females,Sydney,2016-02,19.3
Females,Sydney,2016-03,20.1
Females,Sydney,2016-04,21.9
Females,Sydney,2016-05,28.3
Females,Sydney,2016-06,23.3
Females,Sydney,2016-07,23.6
Females,Sydney,2016-08,23.6
Females,Sydney,2016-09,21.2
Females,Sydney,2016-10,17.6
Females,Sydney,2016-11,11.4
Females,Sydney,2016-12,15.2
Females,Sydney,2017-01,12.2
Females,Sydney,2017-02,22.0
Females,Sydney,2017-03,27.3
Females,Sydney,2017-04,25.3
Females,Sydney,2017-05,30.8
Females,Sydney,2017-06,24.5
Females,Sydney,2017-07,18.9
Females,Sydney,2017-08,17.0
Females,Sydney,2017-09,15.7
Females,Sydney,2017-10,10.6
Females,Sydney,2017-11,16.3
Females,Sydney,2017-12,12.1
Females,Sydney,2018-01,13.1
Females,Sydney,2018-02,18.7
Females,Sydney,2018-03,14.3
Females,Sydney,2018-04,20.2
Females,Sydney,2018-05,32.0
Females,Sydney,2018-06,19.5
Females,Sydney,2018-07,15.1
Females,Sydney,2018-08,16.0
Females,Sydney,2018-09,14.1
Females,Sydney,2018-10,24.7
Females,Sydney,2018-11,17.1
Females,Sydney,2018-12,16.6
Females,Sydney,2019-01,15.5
Females,Sydney,2019-02,22.0
Females,Sydney,2019-03,18.1
Females,Sydney,2019-04,20.5
Females,Sydney,2019-05,28.2
Females,Sydney,2019-06,24.8
Females,Sydney,2019-07,17.2
Females,Sydney,2019-08,17.2
Females,Sydney,2019-09,14.6
Females,Sydney,2019-10,15.0
Females,Sydney,2019-11,24.5
Females,Sydney,2019-12,22.3
Females,Sydney,2020-01,13.3
Females,Sydney,2020-02,16.4
Females,Sydney,2020-03,23.7
Females,Sydney,2020-04,9.5
Females,Sydney,2020-05,8.1
Females,Sydney,2020-06,17.6
Females,Sydney,2020-07,14.9
Females,Sydney,2020-08,17.0
Females,Sydney,2020-09,13.3
Females,Sydney,2020-10,10.9
Females,Sydney,2020-11,16.5
Females,Sydney,2020-12,10.0
Females,Sydney,2021-01,8.0
Females,Sydney,2021-02,15.7
Females,Sydney,2021-03,19.5
Females,Sydney,2021-04,14.4
Females,Sydney,2021-05,26.0
Females,Sydney,2021-06,19.2
Females,Sydney,2021-07,8.9
Females,Sydney,2021-08,5.9
Females,Sydney,2021-09,8.3
Females,Sydney,2021-10,7.2
Females,Sydney,2021-11,9.7
Females,Sydney,2021-12,8.8
Females,Sydney,2022-01,7.0
Females,Sydney,2022-02,8.1
Females,Sydney,2022-03,19.2
Females,Sydney,2022-04,23.1
Females,Sydney,2022-05,28.9
Females,Sydney,2022-06,20.9
Females,Sydney,2022-07,14.6
Females,Sydney,2022-08,21.3
Females,Sydney,2022-09,18.9
Females,Sydney,2022-10,16.5
Females,Sydney,2022-11,17.2
Females,Sydney,2022-12,13.6
Females,Sydney,2023-01,9.6
Females,Sydney,2023-02,18.1
Females,Sydney,2023-03,14.9
Females,Sydney,2023-04,19.4
Females,Sydney,2023-05,25.1
Females,Sydney,2023-06,16.9
Females,South Western Sydney,2014-07,28.1
Females,South Western Sydney,2014-08,32.2
Females,South Western Sydney,2014-09,23.7
Females,South Western Sydney,2014-10,24.0
Females,South Western Sydney,2014-11,19.9
Females,South Western Sydney,2014-12,23.8
Females,South Western Sydney,2015-01,17.6
Females,South Western Sydney,2015-02,28.6
Females,South Western Sydney,2015-03,32.6
Females,South Western Sydney,2015-04,29.4
Females,South Western Sydney,2015-05,44.9
Females,South Western Sydney,2015-06,34.9
Females,South Western Sydney,2015-07,29.7
Females,South Western Sydney,2015-08,31.3
Females,South Western Sydney,2015-09,29.7
Females,South Western Sydney,2015-10,22.5
Females,South Western Sydney,2015-11,23.4
Females,South Western Sydney,2015-12,20.8
Females,South Western Sydney,2016-01,19.2
Females,South Western Sydney,2016-02,32.1
Females,South Western Sydney,2016-03,35.9
Females,South Western Sydney,2016-04,23.4
Females,South Western Sydney,2016-05,32.0
Females,South Western Sydney,2016-06,33.0
Females,South Western Sydney,2016-07,24.5
Females,South Western Sydney,2016-08,27.8
Females,South Western Sydney,2016-09,28.6
Females,South Western Sydney,2016-10,22.4
Females,South Western Sydney,2016-11,23.3
Females,South Western Sydney,2016-12,23.8
Females,South Western Sydney,2017-01,16.5
Females,South Western Sydney,2017-02,28.3
Females,South Western Sydney,2017-03,28.1
Females,South Western Sydney,2017-04,31.8
Females,South Western Sydney,2017-05,37.5
Females,South Western Sydney,2017-06,36.9
Females,South Western Sydney,2017-07,28.2
Females,South Western Sydney,2017-08,25.0
Females,South Western Sydney,2017-09,23.6
Females,South Western Sydney,2017-10,21.2
Females,South Western Sydney,2017-11,19.4
Females,South Western Sydney,2017-12,15.2
Females,South Western Sydney,2018-01,16.5
Females,South Western Sydney,2018-02,23.3
Females,South Western Sydney,2018-03,28.5
Females,South Western Sydney,2018-04,24.3
Females,South Western Sydney,2018-05,37.2
Females,South Western Sydney,2018-06,28.5
Females,South Western Sydney,2018-07,24.5
Females,South Western Sydney,2018-08,23.0
Females,South Western Sydney,2018-09,24.0
Females,South Western Sydney,2018-10,18.9
Females,South Western Sydney,2018-11,22.2
Females,South Western Sydney,2018-12,20.7
Females,South Western Sydney,2019-01,15.3
Females,South Western Sydney,2019-02,32.9
Females,South Western Sydney,2019-03,27.1
Females,South Western Sydney,2019-04,27.7
Females,South Western Sydney,2019-05,36.3
Females,South Western Sydney,2019-06,32.3
Females,South Western Sydney,2019-07,24.8
Females,South Western Sydney,2019-08,24.8
Females,South Western Sydney,2019-09,24.8
Females,South Western Sydney,2019-10,19.2
Females,South Western Sydney,2019-11,26.6
Females,South Western Sydney,2019-12,31.1
Females,South Western Sydney,2020-01,23.1
Females,South Western Sydney,2020-02,22.3
Females,South Western Sydney,2020-03,28.3
Females,South Western Sydney,2020-04,13.6
Females,South Western Sydney,2020-05,9.3
Females,South Western Sydney,2020-06,19.7
Females,South Western Sydney,2020-07,15.8
Females,South Western Sydney,2020-08,17.8
Females,South Western Sydney,2020-09,13.6
Females,South Western Sydney,2020-10,17.3
Females,South Western Sydney,2020-11,14.1
Females,South Western Sydney,2020-12,13.6
Females,South Western Sydney,2021-01,11.3
Females,South Western Sydney,2021-02,16.7
Females,South Western Sydney,2021-03,23.0
Females,South Western Sydney,2021-04,22.0
Females,South Western Sydney,2021-05,31.0
Females,South Western Sydney,2021-06,23.8
Females,South Western Sydney,2021-07,14.8
Females,South Western Sydney,2021-08,8.8
Females,South Western Sydney,2021-09,6.8
Females,South Western Sydney,2021-10,5.9
Females,South Western Sydney,2021-11,16.0
Females,South Western Sydney,2021-12,10.8
Females,South Western Sydney,2022-01,9.6
Females,South Western Sydney,2022-02,18.6
Females,South Western Sydney,2022-03,30.6
Females,South Western Sydney,2022-04,30.1
Females,South Western Sydney,2022-05,39.5
Females,South Western Sydney,2022-06,26.9
Females,South Western Sydney,2022-07,27.1
Females,South Western Sydney,2022-08,25.0
Females,South Western Sydney,2022-09,21.2
Females,South Western Sydney,2022-10,19.6
Females,South Western Sydney,2022-11,17.2
Females,South Western Sydney,2022-12,14.1
Females,South Western Sydney,2023-01,11.7
Females,South Western Sydney,2023-02,21.0
Females,South Western Sydney,2023-03,22.0
Females,South Western Sydney,2023-04,26.5
Females,South Western Sydney,2023-05,25.5
Females,South Western Sydney,2023-06,18.9
Females,South Eastern Sydney,2014-07,24.7
Females,South Eastern Sydney,2014-08,27.6
Females,South Eastern Sydney,2014-09,22.6
Females,South Eastern Sydney,2014-10,15.9
Females,South Eastern Sydney,2014-11,21.1
Females,South Eastern Sydney,2014-12,24.0
Females,South Eastern Sydney,2015-01,12.2
Females,South Eastern Sydney,2015-02,20.3
Females,South Eastern Sydney,2015-03,26.2
Females,South Eastern Sydney,2015-04,24.5
Females,South Eastern Sydney,2015-05,28.8
Females,South Eastern Sydney,2015-06,31.0
Females,South Eastern Sydney,2015-07,26.7
Females,South Eastern Sydney,2015-08,24.4
Females,South Eastern Sydney,2015-09,15.8
Females,South Eastern Sydney,2015-10,17.0
Females,South Eastern Sydney,2015-11,19.4
Females,South Eastern Sydney,2015-12,13.0
Females,South Eastern Sydney,2016-01,16.7
Females,South Eastern Sydney,2016-02,26.5
Females,South Eastern Sydney,2016-03,21.8
Females,South Eastern Sydney,2016-04,21.6
Females,South Eastern Sydney,2016-05,26.5
Females,South Eastern Sydney,2016-06,23.2
Females,South Eastern Sydney,2016-07,16.3
Females,South Eastern Sydney,2016-08,23.6
Females,South Eastern Sydney,2016-09,21.8
Females,South Eastern Sydney,2016-10,15.9
Females,South Eastern Sydney,2016-11,16.1
Females,South Eastern Sydney,2016-12,17.4
Females,South Eastern Sydney,2017-01,13.6
Females,South Eastern Sydney,2017-02,20.7
Females,South Eastern Sydney,2017-03,24.0
Females,South Eastern Sydney,2017-04,22.6
Females,South Eastern Sydney,2017-05,32.1
Females,South Eastern Sydney,2017-06,25.3
Females,South Eastern Sydney,2017-07,23.7
Females,South Eastern Sydney,2017-08,22.5
Females,South Eastern Sydney,2017-09,15.8
Females,South Eastern Sydney,2017-10,16.2
Females,South Eastern Sydney,2017-11,14.5
Females,South Eastern Sydney,2017-12,14.2
Females,South Eastern Sydney,2018-01,11.4
Females,South Eastern Sydney,2018-02,20.0
Females,South Eastern Sydney,2018-03,15.2
Females,South Eastern Sydney,2018-04,20.9
Females,South Eastern Sydney,2018-05,24.4
Females,South Eastern Sydney,2018-06,17.5
Females,South Eastern Sydney,2018-07,24.4
Females,South Eastern Sydney,2018-08,19.7
Females,South Eastern Sydney,2018-09,17.4
Females,South Eastern Sydney,2018-10,15.7
Females,South Eastern Sydney,2018-11,19.2
Females,South Eastern Sydney,2018-12,17.8
Females,South Eastern Sydney,2019-01,12.9
Females,South Eastern Sydney,2019-02,19.9
Females,South Eastern Sydney,2019-03,23.0
Females,South Eastern Sydney,2019-04,22.8
Females,South Eastern Sydney,2019-05,24.3
Females,South Eastern Sydney,2019-06,23.7
Females,South Eastern Sydney,2019-07,21.9
Females,South Eastern Sydney,2019-08,24.5
Females,South Eastern Sydney,2019-09,19.2
Females,South Eastern Sydney,2019-10,14.1
Females,South Eastern Sydney,2019-11,23.4
Females,South Eastern Sydney,2019-12,29.7
Females,South Eastern Sydney,2020-01,17.8
Females,South Eastern Sydney,2020-02,19.8
Females,South Eastern Sydney,2020-03,21.5
Females,South Eastern Sydney,2020-04,9.2
Females,South Eastern Sydney,2020-05,10.1
Females,South Eastern Sydney,2020-06,20.0
Females,South Eastern Sydney,2020-07,12.2
Females,South Eastern Sydney,2020-08,11.4
Females,South Eastern Sydney,2020-09,12.2
Females,South Eastern Sydney,2020-10,11.0
Females,South Eastern Sydney,2020-11,14.6
Females,South Eastern Sydney,2020-12,12.1
Females,South Eastern Sydney,2021-01,8.9
Females,South Eastern Sydney,2021-02,18.7
Females,South Eastern Sydney,2021-03,15.5
Females,South Eastern Sydney,2021-04,17.0
Females,South Eastern Sydney,2021-05,23.7
Females,South Eastern Sydney,2021-06,22.2
Females,South Eastern Sydney,2021-07,10.6
Females,South Eastern Sydney,2021-08,8.5
Females,South Eastern Sydney,2021-09,6.6
Females,South Eastern Sydney,2021-10,8.5
Females,South Eastern Sydney,2021-11,8.6
Females,South Eastern Sydney,2021-12,10.5
Females,South Eastern Sydney,2022-01,9.7
Females,South Eastern Sydney,2022-02,9.4
Females,South Eastern Sydney,2022-03,20.4
Females,South Eastern Sydney,2022-04,26.8
Females,South Eastern Sydney,2022-05,30.7
Females,South Eastern Sydney,2022-06,28.8
Females,South Eastern Sydney,2022-07,16.4
Females,South Eastern Sydney,2022-08,29.7
Females,South Eastern Sydney,2022-09,20.7
Females,South Eastern Sydney,2022-10,17.8
Females,South Eastern Sydney,2022-11,15.7
Females,South Eastern Sydney,2022-12,12.8
Females,South Eastern Sydney,2023-01,11.3
Females,South Eastern Sydney,2023-02,19.6
Females,South Eastern Sydney,2023-03,15.9
Females,South Eastern Sydney,2023-04,22.3
Females,South Eastern Sydney,2023-05,23.6
Females,South Eastern Sydney,2023-06,12.5
Females,Illawarra Shoalhaven,2014-07,42.1
Females,Illawarra Shoalhaven,2014-08,39.6
Females,Illawarra Shoalhaven,2014-09,30.8
Females,Illawarra Shoalhaven,2014-10,21.1
Females,Illawarra Shoalhaven,2014-11,29.0
Females,Illawarra Shoalhaven,2014-12,21.9
Females,Illawarra Shoalhaven,2015-01,25.0
Females,Illawarra Shoalhaven,2015-02,33.1
Females,Illawarra Shoalhaven,2015-03,42.0
Females,Illawarra Shoalhaven,2015-04,32.8
Females,Illawarra Shoalhaven,2015-05,49.5
Females,Illawarra Shoalhaven,2015-06,42.1
Females,Illawarra Shoalhaven,2015-07,42.5
Females,Illawarra Shoalhaven,2015-08,51.5
Females,Illawarra Shoalhaven,2015-09,35.5
Females,Illawarra Shoalhaven,2015-10,20.2
Females,Illawarra Shoalhaven,2015-11,32.8
Females,Illawarra Shoalhaven,2015-12,24.3
Females,Illawarra Shoalhaven,2016-01,26.8
Females,Illawarra Shoalhaven,2016-02,42.6
Females,Illawarra Shoalhaven,2016-03,43.8
Females,Illawarra Shoalhaven,2016-04,42.7
Females,Illawarra Shoalhaven,2016-05,46.1
Females,Illawarra Shoalhaven,2016-06,48.3
Females,Illawarra Shoalhaven,2016-07,40.5
Females,Illawarra Shoalhaven,2016-08,42.0
Females,Illawarra Shoalhaven,2016-09,36.8
Females,Illawarra Shoalhaven,2016-10,37.9
Females,Illawarra Shoalhaven,2016-11,31.2
Females,Illawarra Shoalhaven,2016-12,33.2
Females,Illawarra Shoalhaven,2017-01,25.9
Females,Illawarra Shoalhaven,2017-02,43.5
Females,Illawarra Shoalhaven,2017-03,45.1
Females,Illawarra Shoalhaven,2017-04,39.6
Females,Illawarra Shoalhaven,2017-05,39.7
Females,Illawarra Shoalhaven,2017-06,40.7
Females,Illawarra Shoalhaven,2017-07,41.1
Females,Illawarra Shoalhaven,2017-08,40.4
Females,Illawarra Shoalhaven,2017-09,35.2
Females,Illawarra Shoalhaven,2017-10,24.4
Females,Illawarra Shoalhaven,2017-11,34.0
Females,Illawarra Shoalhaven,2017-12,27.0
Females,Illawarra Shoalhaven,2018-01,21.9
Females,Illawarra Shoalhaven,2018-02,40.8
Females,Illawarra Shoalhaven,2018-03,31.5
Females,Illawarra Shoalhaven,2018-04,33.3
Females,Illawarra Shoalhaven,2018-05,29.5
Females,Illawarra Shoalhaven,2018-06,30.6
Females,Illawarra Shoalhaven,2018-07,31.6
Females,Illawarra Shoalhaven,2018-08,28.5
Females,Illawarra Shoalhaven,2018-09,29.2
Females,Illawarra Shoalhaven,2018-10,29.8
Females,Illawarra Shoalhaven,2018-11,20.8
Females,Illawarra Shoalhaven,2018-12,36.4
Females,Illawarra Shoalhaven,2019-01,31.0
Females,Illawarra Shoalhaven,2019-02,33.8
Females,Illawarra Shoalhaven,2019-03,26.6
Females,Illawarra Shoalhaven,2019-04,38.6
Females,Illawarra Shoalhaven,2019-05,38.9
Females,Illawarra Shoalhaven,2019-06,47.0
Females,Illawarra Shoalhaven,2019-07,33.4
Females,Illawarra Shoalhaven,2019-08,29.5
Females,Illawarra Shoalhaven,2019-09,22.9
Females,Illawarra Shoalhaven,2019-10,29.0
Females,Illawarra Shoalhaven,2019-11,29.6
Females,Illawarra Shoalhaven,2019-12,31.2
Females,Illawarra Shoalhaven,2020-01,35.4
Females,Illawarra Shoalhaven,2020-02,27.4
Females,Illawarra Shoalhaven,2020-03,43.8
Females,Illawarra Shoalhaven,2020-04,18.0
Females,Illawarra Shoalhaven,2020-05,13.4
Females,Illawarra Shoalhaven,2020-06,25.8
Females,Illawarra Shoalhaven,2020-07,19.7
Females,Illawarra Shoalhaven,2020-08,26.4
Females,Illawarra Shoalhaven,2020-09,22.1
Females,Illawarra Shoalhaven,2020-10,23.2
Females,Illawarra Shoalhaven,2020-11,19.2
Females,Illawarra Shoalhaven,2020-12,19.9
Females,Illawarra Shoalhaven,2021-01,12.4
Females,Illawarra Shoalhaven,2021-02,22.2
Females,Illawarra Shoalhaven,2021-03,24.9
Females,Illawarra Shoalhaven,2021-04,27.7
Females,Illawarra Shoalhaven,2021-05,35.5
Females,Illawarra Shoalhaven,2021-06,41.1
Females,Illawarra Shoalhaven,2021-07,20.1
Females,Illawarra Shoalhaven,2021-08,16.0
Females,Illawarra Shoalhaven,2021-09,10.9
Females,Illawarra Shoalhaven,2021-10,11.6
Females,Illawarra Shoalhaven,2021-11,21.8
Females,Illawarra Shoalhaven,2021-12,17.5
Females,Illawarra Shoalhaven,2022-01,13.1
Females,Illawarra Shoalhaven,2022-02,14.3
Females,Illawarra Shoalhaven,2022-03,25.2
Females,Illawarra Shoalhaven,2022-04,32.7
Females,Illawarra Shoalhaven,2022-05,40.8
Females,Illawarra Shoalhaven,2022-06,38.3
Females,Illawarra Shoalhaven,2022-07,21.6
Females,Illawarra Shoalhaven,2022-08,24.0
Females,Illawarra Shoalhaven,2022-09,33.0
Females,Illawarra Shoalhaven,2022-10,26.4
Females,Illawarra Shoalhaven,2022-11,20.4
Females,Illawarra Shoalhaven,2022-12,15.8
Females,Illawarra Shoalhaven,2023-01,15.1
Females,Illawarra Shoalhaven,2023-02,22.3
Females,Illawarra Shoalhaven,2023-03,22.6
Females,Illawarra Shoalhaven,2023-04,22.7
Females,Illawarra Shoalhaven,2023-05,26.3
Females,Illawarra Shoalhaven,2023-06,18.2
Females,Western Sydney,2014-07,35.0
Females,Western Sydney,2014-08,27.0
Females,Western Sydney,2014-09,21.4
Females,Western Sydney,2014-10,21.3
Females,Western Sydney,2014-11,21.0
Females,Western Sydney,2014-12,19.7
Females,Western Sydney,2015-01,17.9
Females,Western Sydney,2015-02,26.3
Females,Western Sydney,2015-03,29.2
Females,Western Sydney,2015-04,25.1
Females,Western Sydney,2015-05,33.6
Females,Western Sydney,2015-06,27.6
Females,Western Sydney,2015-07,30.2
Females,Western Sydney,2015-08,29.0
Females,Western Sydney,2015-09,23.4
Females,Western Sydney,2015-10,21.9
Females,Western Sydney,2015-11,21.8
Females,Western Sydney,2015-12,19.5
Females,Western Sydney,2016-01,17.4
Females,Western Sydney,2016-02,28.4
Females,Western Sydney,2016-03,26.0
Females,Western Sydney,2016-04,26.7
Females,Western Sydney,2016-05,31.1
Females,Western Sydney,2016-06,28.4
Females,Western Sydney,2016-07,23.6
Females,Western Sydney,2016-08,30.1
Females,Western Sydney,2016-09,27.8
Females,Western Sydney,2016-10,18.4
Females,Western Sydney,2016-11,17.5
Females,Western Sydney,2016-12,17.7
Females,Western Sydney,2017-01,16.3
Females,Western Sydney,2017-02,22.9
Females,Western Sydney,2017-03,23.9
Females,Western Sydney,2017-04,28.3
Females,Western Sydney,2017-05,36.9
Females,Western Sydney,2017-06,32.8
Females,Western Sydney,2017-07,29.6
Females,Western Sydney,2017-08,26.2
Females,Western Sydney,2017-09,24.5
Females,Western Sydney,2017-10,18.2
Females,Western Sydney,2017-11,18.6
Females,Western Sydney,2017-12,18.8
Females,Western Sydney,2018-01,17.6
Females,Western Sydney,2018-02,21.7
Females,Western Sydney,2018-03,21.0
Females,Western Sydney,2018-04,22.6
Females,Western Sydney,2018-05,27.9
Females,Western Sydney,2018-06,23.2
Females,Western Sydney,2018-07,23.2
Females,Western Sydney,2018-08,19.4
Females,Western Sydney,2018-09,21.4
Females,Western Sydney,2018-10,18.3
Females,Western Sydney,2018-11,20.6
Females,Western Sydney,2018-12,18.0
Females,Western Sydney,2019-01,19.1
Females,Western Sydney,2019-02,20.3
Females,Western Sydney,2019-03,28.1
Females,Western Sydney,2019-04,23.8
Females,Western Sydney,2019-05,32.2
Females,Western Sydney,2019-06,32.9
Females,Western Sydney,2019-07,22.7
Females,Western Sydney,2019-08,29.3
Females,Western Sydney,2019-09,22.5
Females,Western Sydney,2019-10,21.1
Females,Western Sydney,2019-11,23.7
Females,Western Sydney,2019-12,27.2
Females,Western Sydney,2020-01,16.1
Females,Western Sydney,2020-02,18.8
Females,Western Sydney,2020-03,22.0
Females,Western Sydney,2020-04,11.7
Females,Western Sydney,2020-05,8.8
Females,Western Sydney,2020-06,20.2
Females,Western Sydney,2020-07,14.5
Females,Western Sydney,2020-08,14.1
Females,Western Sydney,2020-09,14.8
Females,Western Sydney,2020-10,10.1
Females,Western Sydney,2020-11,15.0
Females,Western Sydney,2020-12,11.5
Females,Western Sydney,2021-01,7.6
Females,Western Sydney,2021-02,16.0
Females,Western Sydney,2021-03,17.0
Females,Western Sydney,2021-04,17.7
Females,Western Sydney,2021-05,23.0
Females,Western Sydney,2021-06,22.8
Females,Western Sydney,2021-07,10.5
Females,Western Sydney,2021-08,8.1
Females,Western Sydney,2021-09,5.2
Females,Western Sydney,2021-10,8.7
Females,Western Sydney,2021-11,12.2
Females,Western Sydney,2021-12,10.4
Females,Western Sydney,2022-01,10.9
Females,Western Sydney,2022-02,14.0
Females,Western Sydney,2022-03,21.7
Females,Western Sydney,2022-04,31.6
Females,Western Sydney,2022-05,32.4
Females,Western Sydney,2022-06,23.1
Females,Western Sydney,2022-07,17.0
Females,Western Sydney,2022-08,27.4
Females,Western Sydney,2022-09,17.7
Females,Western Sydney,2022-10,19.0
Females,Western Sydney,2022-11,16.3
Females,Western Sydney,2022-12,15.1
Females,Western Sydney,2023-01,11.9
Females,Western Sydney,2023-02,19.3
Females,Western Sydney,2023-03,16.2
Females,Western Sydney,2023-04,22.1
Females,Western Sydney,2023-05,22.9
Females,Western Sydney,2023-06,15.3
Females,Nepean Blue Mountains,2014-07,49.1
Females,Nepean Blue Mountains,2014-08,41.1
Females,Nepean Blue Mountains,2014-09,39.8
Females,Nepean Blue Mountains,2014-10,33.6
Females,Nepean Blue Mountains,2014-11,33.1
Females,Nepean Blue Mountains,2014-12,32.2
Females,Nepean Blue Mountains,2015-01,24.7
Females,Nepean Blue Mountains,2015-02,29.7
Females,Nepean Blue Mountains,2015-03,36.0
Females,Nepean Blue Mountains,2015-04,37.8
Females,Nepean Blue Mountains,2015-05,40.4
Females,Nepean Blue Mountains,2015-06,48.1
Females,Nepean Blue Mountains,2015-07,38.8
Females,Nepean Blue Mountains,2015-08,44.0
Females,Nepean Blue Mountains,2015-09,25.7
