sex,lhd,date,"rate per 100,000 population"
Males,Northern Sydney,2015-04,29.5
Males,Northern Sydney,2015-05,29.5
Males,Northern Sydney,2015-06,21.8
Males,Northern Sydney,2015-07,18.0
Males,Northern Sydney,2015-08,22.3
Males,Northern Sydney,2015-09,16.9
Males,Northern Sydney,2015-10,19.0
Males,Northern Sydney,2015-11,22.9
Males,Northern Sydney,2015-12,19.1
Males,Northern Sydney,2016-01,15.5
Males,Northern Sydney,2016-02,28.9
Males,Northern Sydney,2016-03,28.7
Males,Northern Sydney,2016-04,20.5
Males,Northern Sydney,2016-05,27.4
Males,Northern Sydney,2016-06,23.8
Males,Northern Sydney,2016-07,16.2
Males,Northern Sydney,2016-08,18.6
Males,Northern Sydney,2016-09,23.9
Males,Northern Sydney,2016-10,13.8
Males,Northern Sydney,2016-11,18.4
Males,Northern Sydney,2016-12,18.5
Males,Northern Sydney,2017-01,9.7
Males,Northern Sydney,2017-02,24.1
Males,Northern Sydney,2017-03,24.7
Males,Northern Sydney,2017-04,22.3
Males,Northern Sydney,2017-05,29.7
Males,Northern Sydney,2017-06,22.8
Males,Northern Sydney,2017-07,21.0
Males,Northern Sydney,2017-08,17.5
Males,Northern Sydney,2017-09,13.1
Males,Northern Sydney,2017-10,19.8
Males,Northern Sydney,2017-11,19.8
Males,Northern Sydney,2017-12,14.3
Males,Northern Sydney,2018-01,13.9
Males,Northern Sydney,2018-02,25.1
Males,Northern Sydney,2018-03,23.1
Males,Northern Sydney,2018-04,12.9
Males,Northern Sydney,2018-05,21.5
Males,Northern Sydney,2018-06,15.0
Males,Northern Sydney,2018-07,13.4
Males,Northern Sydney,2018-08,12.1
Males,Northern Sydney,2018-09,15.8
Males,Northern Sydney,2018-10,16.8
Males,Northern Sydney,2018-11,13.3
Males,Northern Sydney,2018-12,17.4
Males,Northern Sydney,2019-01,12.3
Males,Northern Sydney,2019-02,25.3
Males,Northern Sydney,2019-03,23.2
Males,Northern Sydney,2019-04,25.1
Males,Northern Sydney,2019-05,26.5
Males,Northern Sydney,2019-06,22.1
Males,Northern Sydney,2019-07,12.5
Males,Northern Sydney,2019-08,21.2
Males,Northern Sydney,2019-09,15.3
Males,Northern Sydney,2019-10,14.8
Males,Northern Sydney,2019-11,17.5
Males,Northern Sydney,2019-12,20.4
Males,Northern Sydney,2020-01,13.5
Males,Northern Sydney,2020-02,18.9
Males,Northern Sydney,2020-03,20.2
Males,Northern Sydney,2020-04,5.8
Males,Northern Sydney,2020-05,8.0
Males,Northern Sydney,2020-06,15.9
Males,Northern Sydney,2020-07,8.7
Males,Northern Sydney,2020-08,12.9
Males,Northern Sydney,2020-09,6.9
Males,Northern Sydney,2020-10,10.9
Males,Northern Sydney,2020-11,14.6
Males,Northern Sydney,2020-12,11.6
Males,Northern Sydney,2021-01,3.9
Males,Northern Sydney,2021-02,14.8
Males,Northern Sydney,2021-03,12.0
Males,Northern Sydney,2021-04,17.1
Males,Northern Sydney,2021-05,18.8
Males,Northern Sydney,2021-06,14.8
Males,Northern Sydney,2021-07,8.1
Males,Northern Sydney,2021-08,5.5
Males,Northern Sydney,2021-09,2.8
Males,Northern Sydney,2021-10,5.6
Males,Northern Sydney,2021-11,9.1
Males,Northern Sydney,2021-12,4.5
Males,Northern Sydney,2022-01,4.2
Males,Northern Sydney,2022-02,11.0
Males,Northern Sydney,2022-03,15.0
Males,Northern Sydney,2022-04,19.3
Males,Northern Sydney,2022-05,30.3
Males,Northern Sydney,2022-06,14.8
Males,Northern Sydney,2022-07,9.4
Males,Northern Sydney,2022-08,18.4
Males,Northern Sydney,2022-09,15.4
Males,Northern Sydney,2022-10,15.9
Males,Northern Sydney,2022-11,9.5
Males,Northern Sydney,2022-12,10.4
Males,Northern Sydney,2023-01,8.9
Males,Northern Sydney,2023-02,19.2
Males,Northern Sydney,2023-03,17.8
Males,Northern Sydney,2023-04,11.7
Males,Northern Sydney,2023-05,14.8
Males,Northern Sydney,2023-06,12.4
Males,Central Coast,2014-07,21.8
Males,Central Coast,2014-08,32.0
Males,Central Coast,2014-09,19.9
Males,Central Coast,2014-10,19.5
Males,Central Coast,2014-11,21.7
Males,Central Coast,2014-12,33.4
Males,Central Coast,2015-01,21.7
Males,Central Coast,2015-02,33.6
Males,Central Coast,2015-03,34.6
Males,Central Coast,2015-04,29.7
Males,Central Coast,2015-05,43.8
Males,Central Coast,2015-06,41.6
Males,Central Coast,2015-07,27.4
Males,Central Coast,2015-08,37.1
Males,Central Coast,2015-09,25.9
Males,Central Coast,2015-10,29.4
Males,Central Coast,2015-11,28.6
Males,Central Coast,2015-12,32.5
Males,Central Coast,2016-01,14.9
Males,Central Coast,2016-02,26.1
Males,Central Coast,2016-03,20.7
Males,Central Coast,2016-04,32.2
Males,Central Coast,2016-05,40.5
Males,Central Coast,2016-06,34.6
Males,Central Coast,2016-07,29.2
Males,Central Coast,2016-08,27.3
Males,Central Coast,2016-09,33.7
Males,Central Coast,2016-10,23.6
Males,Central Coast,2016-11,21.0
Males,Central Coast,2016-12,19.9
Males,Central Coast,2017-01,14.8
Males,Central Coast,2017-02,34.5
Males,Central Coast,2017-03,32.6
Males,Central Coast,2017-04,33.0
Males,Central Coast,2017-05,38.8
Males,Central Coast,2017-06,31.2
Males,Central Coast,2017-07,28.9
Males,Central Coast,2017-08,29.5
Males,Central Coast,2017-09,19.4
Males,Central Coast,2017-10,24.0
Males,Central Coast,2017-11,36.2
Males,Central Coast,2017-12,25.5
Males,Central Coast,2018-01,16.6
Males,Central Coast,2018-02,32.7
Males,Central Coast,2018-03,21.9
Males,Central Coast,2018-04,34.7
Males,Central Coast,2018-05,38.1
Males,Central Coast,2018-06,36.6
Males,Central Coast,2018-07,28.6
Males,Central Coast,2018-08,24.6
Males,Central Coast,2018-09,25.0
Males,Central Coast,2018-10,16.0
Males,Central Coast,2018-11,22.7
Males,Central Coast,2018-12,28.1
Males,Central Coast,2019-01,24.4
Males,Central Coast,2019-02,44.9
Males,Central Coast,2019-03,31.1
Males,Central Coast,2019-04,27.2
Males,Central Coast,2019-05,37.7
Males,Central Coast,2019-06,38.7
Males,Central Coast,2019-07,30.3
Males,Central Coast,2019-08,17.2
Males,Central Coast,2019-09,20.0
Males,Central Coast,2019-10,22.8
Males,Central Coast,2019-11,25.6
Males,Central Coast,2019-12,36.9
Males,Central Coast,2020-01,18.8
Males,Central Coast,2020-02,35.7
Males,Central Coast,2020-03,49.0
Males,Central Coast,2020-04,8.4
Males,Central Coast,2020-05,15.5
Males,Central Coast,2020-06,39.9
Males,Central Coast,2020-07,22.7
Males,Central Coast,2020-08,23.4
Males,Central Coast,2020-09,20.8
Males,Central Coast,2020-10,19.9
Males,Central Coast,2020-11,29.0
Males,Central Coast,2020-12,12.3
Males,Central Coast,2021-01,12.9
Males,Central Coast,2021-02,24.7
Males,Central Coast,2021-03,31.0
Males,Central Coast,2021-04,28.2
Males,Central Coast,2021-05,31.3
Males,Central Coast,2021-06,30.3
Males,Central Coast,2021-07,23.6
Males,Central Coast,2021-08,7.0
Males,Central Coast,2021-09,7.5
Males,Central Coast,2021-10,11.3
Males,Central Coast,2021-11,14.3
Males,Central Coast,2021-12,10.4
Males,Central Coast,2022-01,6.7
Males,Central Coast,2022-02,15.4
Males,Central Coast,2022-03,26.6
Males,Central Coast,2022-04,40.2
Males,Central Coast,2022-05,57.4
Males,Central Coast,2022-06,30.1
Males,Central Coast,2022-07,22.5
Males,Central Coast,2022-08,37.9
Males,Central Coast,2022-09,35.5
Males,Central Coast,2022-10,26.0
Males,Central Coast,2022-11,18.3
Males,Central Coast,2022-12,18.5
Males,Central Coast,2023-01,13.8
Males,Central Coast,2023-02,31.1
Males,Central Coast,2023-03,29.5
Males,Central Coast,2023-04,20.7
Males,Central Coast,2023-05,31.3
Males,Central Coast,2023-06,23.2
Males,Hunter New England,2014-07,32.3
Males,Hunter New England,2014-08,42.6
Males,Hunter New England,2014-09,26.7
Males,Hunter New England,2014-10,31.2
Males,Hunter New England,2014-11,25.9
Males,Hunter New England,2014-12,29.4
Males,Hunter New England,2015-01,20.9
Males,Hunter New England,2015-02,37.5
Males,Hunter New England,2015-03,40.6
Males,Hunter New England,2015-04,41.3
Males,Hunter New England,2015-05,62.9
Males,Hunter New England,2015-06,53.5
Males,Hunter New England,2015-07,45.3
Males,Hunter New England,2015-08,45.9
Males,Hunter New England,2015-09,31.0
Males,Hunter New England,2015-10,33.9
Males,Hunter New England,2015-11,37.5
Males,Hunter New England,2015-12,38.0
Males,Hunter New England,2016-01,21.2
Males,Hunter New England,2016-02,43.8
Males,Hunter New England,2016-03,36.2
Males,Hunter New England,2016-04,33.5
Males,Hunter New England,2016-05,48.1
Males,Hunter New England,2016-06,44.1
Males,Hunter New England,2016-07,37.5
Males,Hunter New England,2016-08,34.9
Males,Hunter New England,2016-09,38.2
Males,Hunter New England,2016-10,48.5
Males,Hunter New England,2016-11,42.4
Males,Hunter New England,2016-12,28.7
Males,Hunter New England,2017-01,17.7
Males,Hunter New England,2017-02,40.6
Males,Hunter New England,2017-03,43.3
Males,Hunter New England,2017-04,52.1
Males,Hunter New England,2017-05,62.2
Males,Hunter New England,2017-06,49.4
Males,Hunter New England,2017-07,42.6
Males,Hunter New England,2017-08,28.8
Males,Hunter New England,2017-09,33.7
Males,Hunter New England,2017-10,32.3
Males,Hunter New England,2017-11,32.2
Males,Hunter New England,2017-12,31.9
Males,Hunter New England,2018-01,20.4
Males,Hunter New England,2018-02,43.0
Males,Hunter New England,2018-03,41.7
Males,Hunter New England,2018-04,33.7
Males,Hunter New England,2018-05,51.7
Males,Hunter New England,2018-06,44.9
Males,Hunter New England,2018-07,41.0
Males,Hunter New England,2018-08,37.2
Males,Hunter New England,2018-09,30.3
Males,Hunter New England,2018-10,31.2
Males,Hunter New England,2018-11,30.1
Males,Hunter New England,2018-12,30.9
Males,Hunter New England,2019-01,19.7
Males,Hunter New England,2019-02,42.5
Males,Hunter New England,2019-03,34.4
Males,Hunter New England,2019-04,40.0
Males,Hunter New England,2019-05,40.7
Males,Hunter New England,2019-06,45.0
Males,Hunter New England,2019-07,44.6
Males,Hunter New England,2019-08,45.4
Males,Hunter New England,2019-09,29.6
Males,Hunter New England,2019-10,31.3
Males,Hunter New England,2019-11,40.6
Males,Hunter New England,2019-12,36.7
Males,Hunter New England,2020-01,22.6
Males,Hunter New England,2020-02,34.1
Males,Hunter New England,2020-03,37.0
Males,Hunter New England,2020-04,13.2
Males,Hunter New England,2020-05,20.5
Males,Hunter New England,2020-06,52.4
Males,Hunter New England,2020-07,24.9
Males,Hunter New England,2020-08,27.4
Males,Hunter New England,2020-09,24.2
Males,Hunter New England,2020-10,25.3
Males,Hunter New England,2020-11,32.4
Males,Hunter New England,2020-12,31.5
Males,Hunter New England,2021-01,14.4
Males,Hunter New England,2021-02,23.8
Males,Hunter New England,2021-03,37.3
Males,Hunter New England,2021-04,34.7
Males,Hunter New England,2021-05,53.9
Males,Hunter New England,2021-06,36.2
Males,Hunter New England,2021-07,28.7
Males,Hunter New England,2021-08,23.6
Males,Hunter New England,2021-09,11.7
Males,Hunter New England,2021-10,20.1
Males,Hunter New England,2021-11,27.3
Males,Hunter New England,2021-12,23.2
Males,Hunter New England,2022-01,9.3
Males,Hunter New England,2022-02,15.9
Males,Hunter New England,2022-03,45.1
Males,Hunter New England,2022-04,43.1
Males,Hunter New England,2022-05,67.2
Males,Hunter New England,2022-06,53.6
Males,Hunter New England,2022-07,28.4
Males,Hunter New England,2022-08,45.9
Males,Hunter New England,2022-09,44.6
Males,Hunter New England,2022-10,47.3
Males,Hunter New England,2022-11,33.2
Males,Hunter New England,2022-12,17.4
Males,Hunter New England,2023-01,18.7
Males,Hunter New England,2023-02,38.4
Males,Hunter New England,2023-03,29.7
Males,Hunter New England,2023-04,29.5
Males,Hunter New England,2023-05,44.3
Males,Hunter New England,2023-06,39.1
Males,Northern NSW,2014-07,48.9
Males,Northern NSW,2014-08,43.9
Males,Northern NSW,2014-09,51.6
Males,Northern NSW,2014-10,47.5
Males,Northern NSW,2014-11,36.0
Males,Northern NSW,2014-12,34.9
Males,Northern NSW,2015-01,23.5
Males,Northern NSW,2015-02,48.8
Males,Northern NSW,2015-03,49.5
Males,Northern NSW,2015-04,53.2
Males,Northern NSW,2015-05,68.4
Males,Northern NSW,2015-06,64.1
Males,Northern NSW,2015-07,62.3
Males,Northern NSW,2015-08,73.4
Males,Northern NSW,2015-09,63.8
Males,Northern NSW,2015-10,56.6
Males,Northern NSW,2015-11,66.4
Males,Northern NSW,2015-12,44.0
Males,Northern NSW,2016-01,27.6
Males,Northern NSW,2016-02,34.7
Males,Northern NSW,2016-03,42.6
Males,Northern NSW,2016-04,42.8
Males,Northern NSW,2016-05,70.0
Males,Northern NSW,2016-06,65.7
Males,Northern NSW,2016-07,43.8
Males,Northern NSW,2016-08,59.3
Males,Northern NSW,2016-09,44.8
Males,Northern NSW,2016-10,41.3
Males,Northern NSW,2016-11,35.5
Males,Northern NSW,2016-12,42.5
Males,Northern NSW,2017-01,23.3
Males,Northern NSW,2017-02,34.6
Males,Northern NSW,2017-03,38.6
Males,Northern NSW,2017-04,48.0
Males,Northern NSW,2017-05,64.6
Males,Northern NSW,2017-06,67.6
Males,Northern NSW,2017-07,52.2
Males,Northern NSW,2017-08,60.8
Males,Northern NSW,2017-09,43.9
Males,Northern NSW,2017-10,35.9
Males,Northern NSW,2017-11,63.9
Males,Northern NSW,2017-12,36.7
Males,Northern NSW,2018-01,30.1
Males,Northern NSW,2018-02,49.9
Males,Northern NSW,2018-03,52.8
Males,Northern NSW,2018-04,48.3
Males,Northern NSW,2018-05,47.4
Males,Northern NSW,2018-06,57.7
Males,Northern NSW,2018-07,45.4
Males,Northern NSW,2018-08,38.7
Males,Northern NSW,2018-09,39.0
Males,Northern NSW,2018-10,49.2
Males,Northern NSW,2018-11,51.4
Males,Northern NSW,2018-12,41.7
Males,Northern NSW,2019-01,23.3
Males,Northern NSW,2019-02,34.4
Males,Northern NSW,2019-03,35.4
Males,Northern NSW,2019-04,44.9
Males,Northern NSW,2019-05,41.6
Males,Northern NSW,2019-06,51.5
Males,Northern NSW,2019-07,53.1
Males,Northern NSW,2019-08,58.1
Males,Northern NSW,2019-09,44.3
Males,Northern NSW,2019-10,34.1
Males,Northern NSW,2019-11,41.0
Males,Northern NSW,2019-12,32.3
Males,Northern NSW,2020-01,23.7
Males,Northern NSW,2020-02,32.6
Males,Northern NSW,2020-03,51.0
Males,Northern NSW,2020-04,20.2
Males,Northern NSW,2020-05,24.0
Males,Northern NSW,2020-06,46.4
Males,Northern NSW,2020-07,36.9
Males,Northern NSW,2020-08,32.8
Males,Northern NSW,2020-09,29.9
Males,Northern NSW,2020-10,29.0
Males,Northern NSW,2020-11,18.7
Males,Northern NSW,2020-12,30.1
Males,Northern NSW,2021-01,21.7
Males,Northern NSW,2021-02,34.1
Males,Northern NSW,2021-03,27.4
Males,Northern NSW,2021-04,39.9
Males,Northern NSW,2021-05,35.9
Males,Northern NSW,2021-06,39.7
Males,Northern NSW,2021-07,33.7
Males,Northern NSW,2021-08,26.7
Males,Northern NSW,2021-09,24.0
Males,Northern NSW,2021-10,28.7
Males,Northern NSW,2021-11,23.3
Males,Northern NSW,2021-12,27.3
Males,Northern NSW,2022-01,20.7
Males,Northern NSW,2022-02,16.9
Males,Northern NSW,2022-03,26.0
Males,Northern NSW,2022-04,27.8
Males,Northern NSW,2022-05,66.7
Males,Northern NSW,2022-06,69.5
Males,Northern NSW,2022-07,39.7
Males,Northern NSW,2022-08,54.2
Males,Northern NSW,2022-09,42.7
Males,Northern NSW,2022-10,48.8
Males,Northern NSW,2022-11,44.2
Males,Northern NSW,2022-12,21.9
Males,Northern NSW,2023-01,15.5
Males,Northern NSW,2023-02,24.6
Males,Northern NSW,2023-03,26.4
Males,Northern NSW,2023-04,33.2
Males,Northern NSW,2023-05,49.4
Males,Northern NSW,2023-06,50.0
Males,Mid North Coast,2014-07,35.5
Males,Mid North Coast,2014-08,31.6
Males,Mid North Coast,2014-09,30.7
Males,Mid North Coast,2014-10,49.2
Males,Mid North Coast,2014-11,33.1
Males,Mid North Coast,2014-12,39.0
Males,Mid North Coast,2015-01,23.9
Males,Mid North Coast,2015-02,51.3
Males,Mid North Coast,2015-03,47.3
Males,Mid North Coast,2015-04,27.6
Males,Mid North Coast,2015-05,44.1
Males,Mid North Coast,2015-06,65.8
Males,Mid North Coast,2015-07,45.2
Males,Mid North Coast,2015-08,55.4
Males,Mid North Coast,2015-09,51.8
Males,Mid North Coast,2015-10,45.0
Males,Mid North Coast,2015-11,39.1
Males,Mid North Coast,2015-12,55.2
Males,Mid North Coast,2016-01,38.9
Males,Mid North Coast,2016-02,29.4
Males,Mid North Coast,2016-03,33.3
Males,Mid North Coast,2016-04,27.2
Males,Mid North Coast,2016-05,54.8
Males,Mid North Coast,2016-06,42.2
Males,Mid North Coast,2016-07,31.2
Males,Mid North Coast,2016-08,46.5
Males,Mid North Coast,2016-09,41.7
Males,Mid North Coast,2016-10,46.2
Males,Mid North Coast,2016-11,25.5
Males,Mid North Coast,2016-12,25.0
Males,Mid North Coast,2017-01,20.0
Males,Mid North Coast,2017-02,41.5
Males,Mid North Coast,2017-03,40.5
Males,Mid North Coast,2017-04,47.7
Males,Mid North Coast,2017-05,72.7
Males,Mid North Coast,2017-06,71.5
Males,Mid North Coast,2017-07,35.2
Males,Mid North Coast,2017-08,46.5
Males,Mid North Coast,2017-09,27.9
Males,Mid North Coast,2017-10,29.0
Males,Mid North Coast,2017-11,25.2
Males,Mid North Coast,2017-12,37.2
Males,Mid North Coast,2018-01,29.8
Males,Mid North Coast,2018-02,44.0
Males,Mid North Coast,2018-03,54.3
Males,Mid North Coast,2018-04,47.7
Males,Mid North Coast,2018-05,51.9
Males,Mid North Coast,2018-06,41.4
Males,Mid North Coast,2018-07,30.0
Males,Mid North Coast,2018-08,38.8
Males,Mid North Coast,2018-09,33.8
Males,Mid North Coast,2018-10,40.9
Males,Mid North Coast,2018-11,30.1
Males,Mid North Coast,2018-12,20.9
Males,Mid North Coast,2019-01,24.3
Males,Mid North Coast,2019-02,34.9
Males,Mid North Coast,2019-03,45.2
Males,Mid North Coast,2019-04,34.6
Males,Mid North Coast,2019-05,46.1
Males,Mid North Coast,2019-06,49.8
Males,Mid North Coast,2019-07,24.6
Males,Mid North Coast,2019-08,43.5
Males,Mid North Coast,2019-09,39.4
Males,Mid North Coast,2019-10,34.7
Males,Mid North Coast,2019-11,89.2
Males,Mid North Coast,2019-12,26.8
Males,Mid North Coast,2020-01,26.3
Males,Mid North Coast,2020-02,28.3
Males,Mid North Coast,2020-03,37.2
Males,Mid North Coast,2020-04,12.2
Males,Mid North Coast,2020-05,12.4
Males,Mid North Coast,2020-06,35.3
Males,Mid North Coast,2020-07,35.0
Males,Mid North Coast,2020-08,34.1
Males,Mid North Coast,2020-09,13.4
Males,Mid North Coast,2020-10,23.6
Males,Mid North Coast,2020-11,24.0
Males,Mid North Coast,2020-12,23.2
Males,Mid North Coast,2021-01,9.5
Males,Mid North Coast,2021-02,14.0
Males,Mid North Coast,2021-03,24.7
Males,Mid North Coast,2021-04,34.0
Males,Mid North Coast,2021-05,53.3
Males,Mid North Coast,2021-06,36.4
Males,Mid North Coast,2021-07,30.9
Males,Mid North Coast,2021-08,24.8
Males,Mid North Coast,2021-09,10.3
Males,Mid North Coast,2021-10,18.8
Males,Mid North Coast,2021-11,21.1
Males,Mid North Coast,2021-12,19.6
Males,Mid North Coast,2022-01,21.0
Males,Mid North Coast,2022-02,13.4
Males,Mid North Coast,2022-03,25.7
Males,Mid North Coast,2022-04,22.3
Males,Mid North Coast,2022-05,65.2
Males,Mid North Coast,2022-06,62.1
Males,Mid North Coast,2022-07,32.8
Males,Mid North Coast,2022-08,34.7
Males,Mid North Coast,2022-09,39.7
Males,Mid North Coast,2022-10,38.5
Males,Mid North Coast,2022-11,21.7
Males,Mid North Coast,2022-12,21.4
Males,Mid North Coast,2023-01,18.6
Males,Mid North Coast,2023-02,24.7
Males,Mid North Coast,2023-03,18.6
Males,Mid North Coast,2023-04,23.9
Males,Mid North Coast,2023-05,29.7
Males,Mid North Coast,2023-06,25.6
Males,Southern NSW,2014-07,26.1
Males,Southern NSW,2014-08,36.6
Males,Southern NSW,2014-09,31.8
Males,Southern NSW,2014-10,29.5
Males,Southern NSW,2014-11,46.0
Males,Southern NSW,2014-12,28.6
Males,Southern NSW,2015-01,24.8
Males,Southern NSW,2015-02,18.5
Males,Southern NSW,2015-03,42.9
Males,Southern NSW,2015-04,27.1
Males,Southern NSW,2015-05,47.7
Males,Southern NSW,2015-06,43.5
Males,Southern NSW,2015-07,17.6
Males,Southern NSW,2015-08,51.7
Males,Southern NSW,2015-09,30.5
Males,Southern NSW,2015-10,22.8
Males,Southern NSW,2015-11,37.4
Males,Southern NSW,2015-12,41.6
Males,Southern NSW,2016-01,21.3
Males,Southern NSW,2016-02,40.1
Males,Southern NSW,2016-03,35.2
Males,Southern NSW,2016-04,26.6
Males,Southern NSW,2016-05,52.7
Males,Southern NSW,2016-06,36.8
Males,Southern NSW,2016-07,31.2
Males,Southern NSW,2016-08,34.2
Males,Southern NSW,2016-09,32.4
Males,Southern NSW,2016-10,25.2
Males,Southern NSW,2016-11,42.6
Males,Southern NSW,2016-12,48.1
Males,Southern NSW,2017-01,30.9
Males,Southern NSW,2017-02,43.9
Males,Southern NSW,2017-03,36.0
Males,Southern NSW,2017-04,43.1
Males,Southern NSW,2017-05,49.4
Males,Southern NSW,2017-06,36.1
Males,Southern NSW,2017-07,36.8
Males,Southern NSW,2017-08,28.4
Males,Southern NSW,2017-09,21.9
Males,Southern NSW,2017-10,31.4
Males,Southern NSW,2017-11,39.3
Males,Southern NSW,2017-12,32.3
Males,Southern NSW,2018-01,19.3
Males,Southern NSW,2018-02,46.8
Males,Southern NSW,2018-03,45.6
Males,Southern NSW,2018-04,34.6
Males,Southern NSW,2018-05,40.1
Males,Southern NSW,2018-06,47.2
Males,Southern NSW,2018-07,46.2
Males,Southern NSW,2018-08,28.2
Males,Southern NSW,2018-09,27.3
Males,Southern NSW,2018-10,31.1
Males,Southern NSW,2018-11,39.6
Males,Southern NSW,2018-12,29.0
Males,Southern NSW,2019-01,30.0
Males,Southern NSW,2019-02,33.0
Males,Southern NSW,2019-03,32.8
Males,Southern NSW,2019-04,38.8
Males,Southern NSW,2019-05,44.5
Males,Southern NSW,2019-06,46.4
Males,Southern NSW,2019-07,46.5
Males,Southern NSW,2019-08,26.5
Males,Southern NSW,2019-09,32.8
Males,Southern NSW,2019-10,27.4
Males,Southern NSW,2019-11,42.9
Males,Southern NSW,2019-12,36.6
Males,Southern NSW,2020-01,36.3
Males,Southern NSW,2020-02,27.0
Males,Southern NSW,2020-03,41.1
Males,Southern NSW,2020-04,13.1
Males,Southern NSW,2020-05,13.0
Males,Southern NSW,2020-06,26.7
Males,Southern NSW,2020-07,20.1
Males,Southern NSW,2020-08,19.1
Males,Southern NSW,2020-09,15.4
Males,Southern NSW,2020-10,33.9
Males,Southern NSW,2020-11,35.5
Males,Southern NSW,2020-12,22.4
Males,Southern NSW,2021-01,15.4
Males,Southern NSW,2021-02,18.4
Males,Southern NSW,2021-03,45.7
Males,Southern NSW,2021-04,28.9
Males,Southern NSW,2021-05,38.9
Males,Southern NSW,2021-06,37.6
Males,Southern NSW,2021-07,24.9
Males,Southern NSW,2021-08,25.9
Males,Southern NSW,2021-09,5.0
Males,Southern NSW,2021-10,14.3
Males,Southern NSW,2021-11,26.0
Males,Southern NSW,2021-12,34.3
Males,Southern NSW,2022-01,11.8
Males,Southern NSW,2022-02,20.4
Males,Southern NSW,2022-03,30.3
Males,Southern NSW,2022-04,23.0
Males,Southern NSW,2022-05,42.5
Males,Southern NSW,2022-06,53.5
Males,Southern NSW,2022-07,32.6
Males,Southern NSW,2022-08,34.8
Males,Southern NSW,2022-09,37.6
Males,Southern NSW,2022-10,39.7
Males,Southern NSW,2022-11,49.0
Males,Southern NSW,2022-12,37.1
Males,Southern NSW,2023-01,16.6
Males,Southern NSW,2023-02,34.0
Males,Southern NSW,2023-03,27.1
Males,Southern NSW,2023-04,33.9
Males,Southern NSW,2023-05,35.5
Males,Southern NSW,2023-06,40.7
Males,Murrumbidgee,2014-07,51.4
Males,Murrumbidgee,2014-08,59.3
Males,Murrumbidgee,2014-09,57.2
Males,Murrumbidgee,2014-10,63.8
Males,Murrumbidgee,2014-11,49.1
Males,Murrumbidgee,2014-12,44.0
Males,Murrumbidgee,2015-01,25.9
Males,Murrumbidgee,2015-02,41.5
Males,Murrumbidgee,2015-03,57.4
Males,Murrumbidgee,2015-04,45.9
Males,Murrumbidgee,2015-05,62.3
Males,Murrumbidgee,2015-06,61.1
Males,Murrumbidgee,2015-07,61.2
Males,Murrumbidgee,2015-08,56.3
Males,Murrumbidgee,2015-09,55.1
Males,Murrumbidgee,2015-10,89.3
Males,Murrumbidgee,2015-11,66.0
Males,Murrumbidgee,2015-12,28.8
Males,Murrumbidgee,2016-01,29.8
Males,Murrumbidgee,2016-02,53.6
Males,Murrumbidgee,2016-03,58.8
Males,Murrumbidgee,2016-04,49.8
Males,Murrumbidgee,2016-05,64.1
Males,Murrumbidgee,2016-06,37.6
Males,Murrumbidgee,2016-07,51.7
Males,Murrumbidgee,2016-08,64.5
Males,Murrumbidgee,2016-09,62.9
Males,Murrumbidgee,2016-10,105.1
Males,Murrumbidgee,2016-11,93.8
Males,Murrumbidgee,2016-12,60.3
Males,Murrumbidgee,2017-01,37.8
Males,Murrumbidgee,2017-02,32.9
Males,Murrumbidgee,2017-03,48.2
Males,Murrumbidgee,2017-04,47.6
Males,Murrumbidgee,2017-05,75.4
Males,Murrumbidgee,2017-06,48.7
Males,Murrumbidgee,2017-07,47.7
Males,Murrumbidgee,2017-08,56.7
Males,Murrumbidgee,2017-09,51.3
Males,Murrumbidgee,2017-10,71.7
Males,Murrumbidgee,2017-11,72.4
Males,Murrumbidgee,2017-12,35.7
Males,Murrumbidgee,2018-01,26.5
Males,Murrumbidgee,2018-02,42.0
Males,Murrumbidgee,2018-03,33.6
Males,Murrumbidgee,2018-04,32.6
Males,Murrumbidgee,2018-05,41.1
Males,Murrumbidgee,2018-06,46.5
Males,Murrumbidgee,2018-07,45.8
Males,Murrumbidgee,2018-08,38.9
Males,Murrumbidgee,2018-09,49.4
Males,Murrumbidgee,2018-10,42.2
Males,Murrumbidgee,2018-11,48.2
Males,Murrumbidgee,2018-12,38.1
Males,Murrumbidgee,2019-01,20.2
Males,Murrumbidgee,2019-02,43.6
Males,Murrumbidgee,2019-03,36.6
Males,Murrumbidgee,2019-04,42.6
Males,Murrumbidgee,2019-05,45.9
Males,Murrumbidgee,2019-06,49.4
Males,Murrumbidgee,2019-07,49.4
Males,Murrumbidgee,2019-08,51.4
Males,Murrumbidgee,2019-09,50.2
Males,Murrumbidgee,2019-10,61.1
Males,Murrumbidgee,2019-11,52.4
Males,Murrumbidgee,2019-12,38.0
Males,Murrumbidgee,2020-01,43.5
Males,Murrumbidgee,2020-02,28.2
Males,Murrumbidgee,2020-03,38.6
Males,Murrumbidgee,2020-04,16.4
Males,Murrumbidgee,2020-05,13.3
Males,Murrumbidgee,2020-06,35.7
Males,Murrumbidgee,2020-07,30.4
Males,Murrumbidgee,2020-08,20.3
Males,Murrumbidgee,2020-09,24.6
Males,Murrumbidgee,2020-10,82.8
Males,Murrumbidgee,2020-11,51.1
Males,Murrumbidgee,2020-12,42.7
Males,Murrumbidgee,2021-01,19.5
Males,Murrumbidgee,2021-02,27.8
Males,Murrumbidgee,2021-03,40.3
Males,Murrumbidgee,2021-04,40.5
