sex,lhd,risk group,financial year,"rate per 100,000 population"
Females,South Western Sydney,65+ years,2012/2013,165.8
Females,South Western Sydney,65+ years,2013/2014,169.0
Females,South Western Sydney,65+ years,2014/2015,154.0
Females,South Western Sydney,65+ years,2015/2016,164.7
Females,South Western Sydney,65+ years,2016/2017,185.8
Females,South Western Sydney,65+ years,2017/2018,204.2
Females,South Western Sydney,65+ years,2018/2019,228.5
Females,South Western Sydney,65+ years,2019/2020,203.7
Females,South Western Sydney,65+ years,2020/2021,83.5
Females,South Western Sydney,65+ years,2021/2022,107.2
Females,South Eastern Sydney,5-34 years,2001/2002,116.5
Females,South Eastern Sydney,5-34 years,2002/2003,92.7
Females,South Eastern Sydney,5-34 years,2003/2004,103.5
Females,South Eastern Sydney,5-34 years,2004/2005,124.5
Females,South Eastern Sydney,5-34 years,2005/2006,120.8
Females,South Eastern Sydney,5-34 years,2006/2007,102.7
Females,South Eastern Sydney,5-34 years,2007/2008,109.1
Females,South Eastern Sydney,5-34 years,2008/2009,95.5
Females,South Eastern Sydney,5-34 years,2009/2010,119.5
Females,South Eastern Sydney,5-34 years,2010/2011,80.0
Females,South Eastern Sydney,5-34 years,2011/2012,122.4
Females,South Eastern Sydney,5-34 years,2012/2013,120.4
Females,South Eastern Sydney,5-34 years,2013/2014,130.3
Females,South Eastern Sydney,5-34 years,2014/2015,115.1
Females,South Eastern Sydney,5-34 years,2015/2016,112.5
Females,South Eastern Sydney,5-34 years,2016/2017,99.2
Females,South Eastern Sydney,5-34 years,2017/2018,88.3
Females,South Eastern Sydney,5-34 years,2018/2019,121.7
Females,South Eastern Sydney,5-34 years,2019/2020,117.8
Females,South Eastern Sydney,5-34 years,2020/2021,87.8
Females,South Eastern Sydney,5-34 years,2021/2022,105.7
Females,South Eastern Sydney,35-64 years,2001/2002,73.3
Females,South Eastern Sydney,35-64 years,2002/2003,72.5
Females,South Eastern Sydney,35-64 years,2003/2004,61.3
Females,South Eastern Sydney,35-64 years,2004/2005,71.0
Females,South Eastern Sydney,35-64 years,2005/2006,83.2
Females,South Eastern Sydney,35-64 years,2006/2007,70.8
Females,South Eastern Sydney,35-64 years,2007/2008,87.5
Females,South Eastern Sydney,35-64 years,2008/2009,66.7
Females,South Eastern Sydney,35-64 years,2009/2010,73.7
Females,South Eastern Sydney,35-64 years,2010/2011,63.3
Females,South Eastern Sydney,35-64 years,2011/2012,80.5
Females,South Eastern Sydney,35-64 years,2012/2013,62.2
Females,South Eastern Sydney,35-64 years,2013/2014,69.8
Females,South Eastern Sydney,35-64 years,2014/2015,69.0
Females,South Eastern Sydney,35-64 years,2015/2016,58.6
Females,South Eastern Sydney,35-64 years,2016/2017,64.9
Females,South Eastern Sydney,35-64 years,2017/2018,77.0
Females,South Eastern Sydney,35-64 years,2018/2019,92.7
Females,South Eastern Sydney,35-64 years,2019/2020,71.9
Females,South Eastern Sydney,35-64 years,2020/2021,44.9
Females,South Eastern Sydney,35-64 years,2021/2022,44.3
Females,South Eastern Sydney,65+ years,2001/2002,119.1
Females,South Eastern Sydney,65+ years,2002/2003,144.2
Females,South Eastern Sydney,65+ years,2003/2004,132.4
Females,South Eastern Sydney,65+ years,2004/2005,131.5
Females,South Eastern Sydney,65+ years,2005/2006,126.3
Females,South Eastern Sydney,65+ years,2006/2007,135.4
Females,South Eastern Sydney,65+ years,2007/2008,156.1
Females,South Eastern Sydney,65+ years,2008/2009,132.5
Females,South Eastern Sydney,65+ years,2009/2010,119.6
Females,South Eastern Sydney,65+ years,2010/2011,113.8
Females,South Eastern Sydney,65+ years,2011/2012,123.2
Females,South Eastern Sydney,65+ years,2012/2013,161.4
Females,South Eastern Sydney,65+ years,2013/2014,163.3
Females,South Eastern Sydney,65+ years,2014/2015,139.6
Females,South Eastern Sydney,65+ years,2015/2016,162.5
Females,South Eastern Sydney,65+ years,2016/2017,147.9
Females,South Eastern Sydney,65+ years,2017/2018,180.0
Females,South Eastern Sydney,65+ years,2018/2019,152.8
Females,South Eastern Sydney,65+ years,2019/2020,143.3
Females,South Eastern Sydney,65+ years,2020/2021,90.4
Females,South Eastern Sydney,65+ years,2021/2022,101.9
Females,Illawarra Shoalhaven,5-34 years,2001/2002,70.5
Females,Illawarra Shoalhaven,5-34 years,2002/2003,90.7
Females,Illawarra Shoalhaven,5-34 years,2003/2004,112.5
Females,Illawarra Shoalhaven,5-34 years,2004/2005,112.9
Females,Illawarra Shoalhaven,5-34 years,2005/2006,100.2
Females,Illawarra Shoalhaven,5-34 years,2006/2007,130.0
Females,Illawarra Shoalhaven,5-34 years,2007/2008,117.1
Females,Illawarra Shoalhaven,5-34 years,2008/2009,87.7
Females,Illawarra Shoalhaven,5-34 years,2009/2010,98.2
Females,Illawarra Shoalhaven,5-34 years,2010/2011,115.3
Females,Illawarra Shoalhaven,5-34 years,2011/2012,104.9
Females,Illawarra Shoalhaven,5-34 years,2012/2013,97.8
Females,Illawarra Shoalhaven,5-34 years,2013/2014,97.8
Females,Illawarra Shoalhaven,5-34 years,2014/2015,113.1
Females,Illawarra Shoalhaven,5-34 years,2015/2016,155.0
Females,Illawarra Shoalhaven,5-34 years,2016/2017,158.9
Females,Illawarra Shoalhaven,5-34 years,2017/2018,125.0
Females,Illawarra Shoalhaven,5-34 years,2018/2019,121.7
Females,Illawarra Shoalhaven,5-34 years,2019/2020,99.0
Females,Illawarra Shoalhaven,5-34 years,2020/2021,95.3
Females,Illawarra Shoalhaven,5-34 years,2021/2022,92.6
Females,Illawarra Shoalhaven,35-64 years,2001/2002,84.7
Females,Illawarra Shoalhaven,35-64 years,2002/2003,101.5
Females,Illawarra Shoalhaven,35-64 years,2003/2004,101.6
Females,Illawarra Shoalhaven,35-64 years,2004/2005,84.7
Females,Illawarra Shoalhaven,35-64 years,2005/2006,98.3
Females,Illawarra Shoalhaven,35-64 years,2006/2007,80.9
Females,Illawarra Shoalhaven,35-64 years,2007/2008,92.1
Females,Illawarra Shoalhaven,35-64 years,2008/2009,80.9
Females,Illawarra Shoalhaven,35-64 years,2009/2010,99.2
Females,Illawarra Shoalhaven,35-64 years,2010/2011,86.4
Females,Illawarra Shoalhaven,35-64 years,2011/2012,83.9
Females,Illawarra Shoalhaven,35-64 years,2012/2013,65.3
Females,Illawarra Shoalhaven,35-64 years,2013/2014,82.3
Females,Illawarra Shoalhaven,35-64 years,2014/2015,112.4
Females,Illawarra Shoalhaven,35-64 years,2015/2016,147.8
Females,Illawarra Shoalhaven,35-64 years,2016/2017,119.7
Females,Illawarra Shoalhaven,35-64 years,2017/2018,75.4
Females,Illawarra Shoalhaven,35-64 years,2018/2019,102.8
Females,Illawarra Shoalhaven,35-64 years,2019/2020,91.9
Females,Illawarra Shoalhaven,35-64 years,2020/2021,56.8
Females,Illawarra Shoalhaven,35-64 years,2021/2022,48.6
Females,Illawarra Shoalhaven,65+ years,2001/2002,78.9
Females,Illawarra Shoalhaven,65+ years,2002/2003,70.9
Females,Illawarra Shoalhaven,65+ years,2003/2004,76.8
Females,Illawarra Shoalhaven,65+ years,2004/2005,68.4
Females,Illawarra Shoalhaven,65+ years,2005/2006,71.4
Females,Illawarra Shoalhaven,65+ years,2006/2007,99.6
Females,Illawarra Shoalhaven,65+ years,2007/2008,96.2
Females,Illawarra Shoalhaven,65+ years,2008/2009,131.9
Females,Illawarra Shoalhaven,65+ years,2009/2010,96.0
Females,Illawarra Shoalhaven,65+ years,2010/2011,102.0
Females,Illawarra Shoalhaven,65+ years,2011/2012,80.3
Females,Illawarra Shoalhaven,65+ years,2012/2013,59.1
Females,Illawarra Shoalhaven,65+ years,2013/2014,109.1
Females,Illawarra Shoalhaven,65+ years,2014/2015,65.4
Females,Illawarra Shoalhaven,65+ years,2015/2016,89.6
Females,Illawarra Shoalhaven,65+ years,2016/2017,134.0
Females,Illawarra Shoalhaven,65+ years,2017/2018,89.9
Females,Illawarra Shoalhaven,65+ years,2018/2019,106.0
Females,Illawarra Shoalhaven,65+ years,2019/2020,92.1
Females,Illawarra Shoalhaven,65+ years,2020/2021,34.8
Females,Illawarra Shoalhaven,65+ years,2021/2022,52.5
Females,Western Sydney,5-34 years,2001/2002,105.1
Females,Western Sydney,5-34 years,2002/2003,108.7
Females,Western Sydney,5-34 years,2003/2004,84.4
Females,Western Sydney,5-34 years,2004/2005,92.3
Females,Western Sydney,5-34 years,2005/2006,88.3
Females,Western Sydney,5-34 years,2006/2007,102.0
Females,Western Sydney,5-34 years,2007/2008,115.7
Females,Western Sydney,5-34 years,2008/2009,128.1
Females,Western Sydney,5-34 years,2009/2010,126.1
Females,Western Sydney,5-34 years,2010/2011,102.2
Females,Western Sydney,5-34 years,2011/2012,131.4
Females,Western Sydney,5-34 years,2012/2013,136.2
Females,Western Sydney,5-34 years,2013/2014,175.1
Females,Western Sydney,5-34 years,2014/2015,168.4
Females,Western Sydney,5-34 years,2015/2016,197.9
Females,Western Sydney,5-34 years,2016/2017,183.1
Females,Western Sydney,5-34 years,2017/2018,187.4
Females,Western Sydney,5-34 years,2018/2019,199.6
Females,Western Sydney,5-34 years,2019/2020,186.7
Females,Western Sydney,5-34 years,2020/2021,161.6
Females,Western Sydney,5-34 years,2021/2022,149.5
Females,Western Sydney,35-64 years,2001/2002,106.1
Females,Western Sydney,35-64 years,2002/2003,84.4
Females,Western Sydney,35-64 years,2003/2004,76.7
Females,Western Sydney,35-64 years,2004/2005,89.1
Females,Western Sydney,35-64 years,2005/2006,67.5
Females,Western Sydney,35-64 years,2006/2007,79.6
Females,Western Sydney,35-64 years,2007/2008,87.7
Females,Western Sydney,35-64 years,2008/2009,69.3
Females,Western Sydney,35-64 years,2009/2010,69.0
Females,Western Sydney,35-64 years,2010/2011,52.7
Females,Western Sydney,35-64 years,2011/2012,90.3
Females,Western Sydney,35-64 years,2012/2013,78.7
Females,Western Sydney,35-64 years,2013/2014,108.9
Females,Western Sydney,35-64 years,2014/2015,118.7
Females,Western Sydney,35-64 years,2015/2016,115.2
Females,Western Sydney,35-64 years,2016/2017,97.5
Females,Western Sydney,35-64 years,2017/2018,120.9
Females,Western Sydney,35-64 years,2018/2019,125.5
Females,Western Sydney,35-64 years,2019/2020,107.0
Females,Western Sydney,35-64 years,2020/2021,71.4
Females,Western Sydney,35-64 years,2021/2022,59.0
Females,Western Sydney,65+ years,2001/2002,129.2
Females,Western Sydney,65+ years,2002/2003,187.1
Females,Western Sydney,65+ years,2003/2004,180.3
Females,Western Sydney,65+ years,2004/2005,155.0
Females,Western Sydney,65+ years,2005/2006,133.9
Females,Western Sydney,65+ years,2006/2007,106.3
Females,Western Sydney,65+ years,2007/2008,186.1
Females,Western Sydney,65+ years,2008/2009,178.7
Females,Western Sydney,65+ years,2009/2010,177.2
Females,Western Sydney,65+ years,2010/2011,155.8
Females,Western Sydney,65+ years,2011/2012,184.2
Females,Western Sydney,65+ years,2012/2013,162.4
Females,Western Sydney,65+ years,2013/2014,190.7
Females,Western Sydney,65+ years,2014/2015,205.4
Females,Western Sydney,65+ years,2015/2016,229.6
Females,Western Sydney,65+ years,2016/2017,248.7
Females,Western Sydney,65+ years,2017/2018,234.6
Females,Western Sydney,65+ years,2018/2019,277.6
Females,Western Sydney,65+ years,2019/2020,238.3
Females,Western Sydney,65+ years,2020/2021,147.0
Females,Western Sydney,65+ years,2021/2022,99.8
Females,Nepean Blue Mountains,5-34 years,2001/2002,129.7
Females,Nepean Blue Mountains,5-34 years,2002/2003,99.0
Females,Nepean Blue Mountains,5-34 years,2003/2004,102.7
Females,Nepean Blue Mountains,5-34 years,2004/2005,120.6
Females,Nepean Blue Mountains,5-34 years,2005/2006,121.7
Females,Nepean Blue Mountains,5-34 years,2006/2007,148.5
Females,Nepean Blue Mountains,5-34 years,2007/2008,152.1
Females,Nepean Blue Mountains,5-34 years,2008/2009,134.8
Females,Nepean Blue Mountains,5-34 years,2009/2010,171.8
Females,Nepean Blue Mountains,5-34 years,2010/2011,110.3
Females,Nepean Blue Mountains,5-34 years,2011/2012,146.4
Females,Nepean Blue Mountains,5-34 years,2012/2013,163.1
Females,Nepean Blue Mountains,5-34 years,2013/2014,160.4
Females,Nepean Blue Mountains,5-34 years,2014/2015,161.9
Females,Nepean Blue Mountains,5-34 years,2015/2016,167.6
Females,Nepean Blue Mountains,5-34 years,2016/2017,199.7
Females,Nepean Blue Mountains,5-34 years,2017/2018,145.5
Females,Nepean Blue Mountains,5-34 years,2018/2019,218.0
Females,Nepean Blue Mountains,5-34 years,2019/2020,157.2
Females,Nepean Blue Mountains,5-34 years,2020/2021,119.1
Females,Nepean Blue Mountains,5-34 years,2021/2022,127.6
Females,Nepean Blue Mountains,35-64 years,2001/2002,102.2
Females,Nepean Blue Mountains,35-64 years,2002/2003,102.9
Females,Nepean Blue Mountains,35-64 years,2003/2004,125.2
Females,Nepean Blue Mountains,35-64 years,2004/2005,120.2
Females,Nepean Blue Mountains,35-64 years,2005/2006,117.9
Females,Nepean Blue Mountains,35-64 years,2006/2007,100.7
Females,Nepean Blue Mountains,35-64 years,2007/2008,112.4
Females,Nepean Blue Mountains,35-64 years,2008/2009,123.5
Females,Nepean Blue Mountains,35-64 years,2009/2010,130.7
Females,Nepean Blue Mountains,35-64 years,2010/2011,105.4
Females,Nepean Blue Mountains,35-64 years,2011/2012,86.9
Females,Nepean Blue Mountains,35-64 years,2012/2013,89.7
Females,Nepean Blue Mountains,35-64 years,2013/2014,105.9
Females,Nepean Blue Mountains,35-64 years,2014/2015,115.7
Females,Nepean Blue Mountains,35-64 years,2015/2016,107.4
Females,Nepean Blue Mountains,35-64 years,2016/2017,95.3
Females,Nepean Blue Mountains,35-64 years,2017/2018,109.0
Females,Nepean Blue Mountains,35-64 years,2018/2019,159.2
Females,Nepean Blue Mountains,35-64 years,2019/2020,96.1
Females,Nepean Blue Mountains,35-64 years,2020/2021,71.7
Females,Nepean Blue Mountains,35-64 years,2021/2022,79.1
Females,Nepean Blue Mountains,65+ years,2001/2002,169.0
Females,Nepean Blue Mountains,65+ years,2002/2003,142.7
Females,Nepean Blue Mountains,65+ years,2003/2004,162.7
Females,Nepean Blue Mountains,65+ years,2004/2005,179.7
Females,Nepean Blue Mountains,65+ years,2005/2006,182.1
Females,Nepean Blue Mountains,65+ years,2006/2007,165.4
Females,Nepean Blue Mountains,65+ years,2007/2008,176.2
Females,Nepean Blue Mountains,65+ years,2008/2009,160.9
Females,Nepean Blue Mountains,65+ years,2009/2010,73.1
Females,Nepean Blue Mountains,65+ years,2010/2011,107.4
Females,Nepean Blue Mountains,65+ years,2011/2012,129.2
Females,Nepean Blue Mountains,65+ years,2012/2013,138.6
Females,Nepean Blue Mountains,65+ years,2013/2014,147.2
Females,Nepean Blue Mountains,65+ years,2014/2015,200.0
Females,Nepean Blue Mountains,65+ years,2015/2016,119.0
Females,Nepean Blue Mountains,65+ years,2016/2017,142.6
Females,Nepean Blue Mountains,65+ years,2017/2018,227.6
Females,Nepean Blue Mountains,65+ years,2018/2019,165.2
Females,Nepean Blue Mountains,65+ years,2019/2020,142.9
Females,Nepean Blue Mountains,65+ years,2020/2021,77.9
Females,Nepean Blue Mountains,65+ years,2021/2022,68.7
Females,Northern Sydney,5-34 years,2001/2002,93.8
Females,Northern Sydney,5-34 years,2002/2003,72.0
Females,Northern Sydney,5-34 years,2003/2004,83.1
Females,Northern Sydney,5-34 years,2004/2005,99.5
Females,Northern Sydney,5-34 years,2005/2006,61.6
Females,Northern Sydney,5-34 years,2006/2007,83.3
Females,Northern Sydney,5-34 years,2007/2008,87.5
Females,Northern Sydney,5-34 years,2008/2009,68.9
Females,Northern Sydney,5-34 years,2009/2010,87.3
Females,Northern Sydney,5-34 years,2010/2011,60.2
Females,Northern Sydney,5-34 years,2011/2012,87.9
Females,Northern Sydney,5-34 years,2012/2013,100.9
Females,Northern Sydney,5-34 years,2013/2014,110.3
Females,Northern Sydney,5-34 years,2014/2015,82.4
Females,Northern Sydney,5-34 years,2015/2016,118.9
Females,Northern Sydney,5-34 years,2016/2017,118.3
Females,Northern Sydney,5-34 years,2017/2018,91.1
Females,Northern Sydney,5-34 years,2018/2019,126.2
Females,Northern Sydney,5-34 years,2019/2020,113.8
Females,Northern Sydney,5-34 years,2020/2021,100.9
Females,Northern Sydney,5-34 years,2021/2022,86.0
Females,Northern Sydney,35-64 years,2001/2002,47.8
Females,Northern Sydney,35-64 years,2002/2003,42.2
Females,Northern Sydney,35-64 years,2003/2004,31.3
Females,Northern Sydney,35-64 years,2004/2005,41.3
Females,Northern Sydney,35-64 years,2005/2006,42.7
Females,Northern Sydney,35-64 years,2006/2007,34.0
Females,Northern Sydney,35-64 years,2007/2008,47.6
Females,Northern Sydney,35-64 years,2008/2009,47.2
Females,Northern Sydney,35-64 years,2009/2010,37.3
Females,Northern Sydney,35-64 years,2010/2011,38.1
Females,Northern Sydney,35-64 years,2011/2012,36.6
Females,Northern Sydney,35-64 years,2012/2013,40.2
Females,Northern Sydney,35-64 years,2013/2014,37.7
Females,Northern Sydney,35-64 years,2014/2015,42.8
Females,Northern Sydney,35-64 years,2015/2016,44.6
Females,Northern Sydney,35-64 years,2016/2017,63.7
Females,Northern Sydney,35-64 years,2017/2018,54.9
Females,Northern Sydney,35-64 years,2018/2019,61.7
Females,Northern Sydney,35-64 years,2019/2020,59.0
Females,Northern Sydney,35-64 years,2020/2021,37.2
Females,Northern Sydney,35-64 years,2021/2022,33.1
Females,Northern Sydney,65+ years,2001/2002,98.5
Females,Northern Sydney,65+ years,2002/2003,98.6
Females,Northern Sydney,65+ years,2003/2004,96.0
Females,Northern Sydney,65+ years,2004/2005,105.7
Females,Northern Sydney,65+ years,2005/2006,107.8
Females,Northern Sydney,65+ years,2006/2007,124.4
Females,Northern Sydney,65+ years,2007/2008,114.6
Females,Northern Sydney,65+ years,2008/2009,108.6
Females,Northern Sydney,65+ years,2009/2010,99.2
Females,Northern Sydney,65+ years,2010/2011,96.1
Females,Northern Sydney,65+ years,2011/2012,111.8
Females,Northern Sydney,65+ years,2012/2013,131.7
Females,Northern Sydney,65+ years,2013/2014,135.9
Females,Northern Sydney,65+ years,2014/2015,161.1
Females,Northern Sydney,65+ years,2015/2016,146.4
Females,Northern Sydney,65+ years,2016/2017,174.4
Females,Northern Sydney,65+ years,2017/2018,167.1
Females,Northern Sydney,65+ years,2018/2019,147.3
Females,Northern Sydney,65+ years,2019/2020,136.5
Females,Northern Sydney,65+ years,2020/2021,86.6
Females,Northern Sydney,65+ years,2021/2022,64.3
Females,Central Coast,5-34 years,2001/2002,217.5
Females,Central Coast,5-34 years,2002/2003,177.4
Females,Central Coast,5-34 years,2003/2004,176.7
Females,Central Coast,5-34 years,2004/2005,129.3
Females,Central Coast,5-34 years,2005/2006,118.1
Females,Central Coast,5-34 years,2006/2007,130.1
Females,Central Coast,5-34 years,2007/2008,101.4
Females,Central Coast,5-34 years,2008/2009,111.5
Females,Central Coast,5-34 years,2009/2010,153.5
Females,Central Coast,5-34 years,2010/2011,117.9
Females,Central Coast,5-34 years,2011/2012,92.6
Females,Central Coast,5-34 years,2012/2013,149.2
Females,Central Coast,5-34 years,2013/2014,161.4
Females,Central Coast,5-34 years,2014/2015,194.3
Females,Central Coast,5-34 years,2015/2016,182.9
Females,Central Coast,5-34 years,2016/2017,177.5
Females,Central Coast,5-34 years,2017/2018,140.9
Females,Central Coast,5-34 years,2018/2019,118.0
Females,Central Coast,5-34 years,2019/2020,104.4
Females,Central Coast,5-34 years,2020/2021,80.7
Females,Central Coast,5-34 years,2021/2022,60.4
Females,Central Coast,35-64 years,2001/2002,134.6
Females,Central Coast,35-64 years,2002/2003,101.7
Females,Central Coast,35-64 years,2003/2004,80.8
Females,Central Coast,35-64 years,2004/2005,104.1
Females,Central Coast,35-64 years,2005/2006,112.4
Females,Central Coast,35-64 years,2006/2007,116.2
Females,Central Coast,35-64 years,2007/2008,123.7
Females,Central Coast,35-64 years,2008/2009,108.9
Females,Central Coast,35-64 years,2009/2010,113.2
Females,Central Coast,35-64 years,2010/2011,78.3
Females,Central Coast,35-64 years,2011/2012,97.6
Females,Central Coast,35-64 years,2012/2013,114.5
Females,Central Coast,35-64 years,2013/2014,73.9
Females,Central Coast,35-64 years,2014/2015,114.3
Females,Central Coast,35-64 years,2015/2016,106.1
Females,Central Coast,35-64 years,2016/2017,115.1
Females,Central Coast,35-64 years,2017/2018,111.2
Females,Central Coast,35-64 years,2018/2019,127.4
Females,Central Coast,35-64 years,2019/2020,140.0
Females,Central Coast,35-64 years,2020/2021,72.2
Females,Central Coast,35-64 years,2021/2022,61.4
Females,Central Coast,65+ years,2001/2002,131.8
Females,Central Coast,65+ years,2002/2003,151.4
Females,Central Coast,65+ years,2003/2004,161.4
Females,Central Coast,65+ years,2004/2005,102.6
Females,Central Coast,65+ years,2005/2006,134.6
Females,Central Coast,65+ years,2006/2007,121.1
Females,Central Coast,65+ years,2007/2008,187.6
Females,Central Coast,65+ years,2008/2009,148.3
Females,Central Coast,65+ years,2009/2010,129.0
Females,Central Coast,65+ years,2010/2011,115.4
Females,Central Coast,65+ years,2011/2012,118.6
Females,Central Coast,65+ years,2012/2013,107.1
Females,Central Coast,65+ years,2013/2014,109.9
Females,Central Coast,65+ years,2014/2015,91.8
Females,Central Coast,65+ years,2015/2016,116.8
Females,Central Coast,65+ years,2016/2017,113.5
Females,Central Coast,65+ years,2017/2018,127.8
Females,Central Coast,65+ years,2018/2019,121.9
Females,Central Coast,65+ years,2019/2020,121.7
Females,Central Coast,65+ years,2020/2021,70.5
Females,Central Coast,65+ years,2021/2022,76.5
Females,Hunter New England,5-34 years,2001/2002,155.7
Females,Hunter New England,5-34 years,2002/2003,146.4
Females,Hunter New England,5-34 years,2003/2004,136.1
Females,Hunter New England,5-34 years,2004/2005,150.3
Females,Hunter New England,5-34 years,2005/2006,104.7
Females,Hunter New England,5-34 years,2006/2007,147.1
Females,Hunter New England,5-34 years,2007/2008,122.3
Females,Hunter New England,5-34 years,2008/2009,119.0
Females,Hunter New England,5-34 years,2009/2010,148.5
Females,Hunter New England,5-34 years,2010/2011,111.3
Females,Hunter New England,5-34 years,2011/2012,118.5
Females,Hunter New England,5-34 years,2012/2013,127.5
Females,Hunter New England,5-34 years,2013/2014,134.5
Females,Hunter New England,5-34 years,2014/2015,130.6
Females,Hunter New England,5-34 years,2015/2016,159.2
Females,Hunter New England,5-34 years,2016/2017,154.0
Females,Hunter New England,5-34 years,2017/2018,128.7
Females,Hunter New England,5-34 years,2018/2019,145.5
Females,Hunter New England,5-34 years,2019/2020,118.4
Females,Hunter New England,5-34 years,2020/2021,102.0
Females,Hunter New England,5-34 years,2021/2022,75.0
Females,Hunter New England,35-64 years,2001/2002,121.8
Females,Hunter New England,35-64 years,2002/2003,115.9
Females,Hunter New England,35-64 years,2003/2004,112.4
Females,Hunter New England,35-64 years,2004/2005,94.6
Females,Hunter New England,35-64 years,2005/2006,84.5
Females,Hunter New England,35-64 years,2006/2007,98.9
Females,Hunter New England,35-64 years,2007/2008,117.3
Females,Hunter New England,35-64 years,2008/2009,99.4
Females,Hunter New England,35-64 years,2009/2010,93.5
Females,Hunter New England,35-64 years,2010/2011,86.9
Females,Hunter New England,35-64 years,2011/2012,96.1
Females,Hunter New England,35-64 years,2012/2013,104.2
Females,Hunter New England,35-64 years,2013/2014,109.3
Females,Hunter New England,35-64 years,2014/2015,113.8
Females,Hunter New England,35-64 years,2015/2016,128.0
Females,Hunter New England,35-64 years,2016/2017,141.9
Females,Hunter New England,35-64 years,2017/2018,127.4
Females,Hunter New England,35-64 years,2018/2019,113.9
Females,Hunter New England,35-64 years,2019/2020,109.1
Females,Hunter New England,35-64 years,2020/2021,70.0
Females,Hunter New England,35-64 years,2021/2022,59.0
Females,Hunter New England,65+ years,2001/2002,180.4
Females,Hunter New England,65+ years,2002/2003,147.5
Females,Hunter New England,65+ years,2003/2004,146.7
Females,Hunter New England,65+ years,2004/2005,172.7
Females,Hunter New England,65+ years,2005/2006,123.5
Females,Hunter New England,65+ years,2006/2007,165.0
Females,Hunter New England,65+ years,2007/2008,151.1
Females,Hunter New England,65+ years,2008/2009,111.7
Females,Hunter New England,65+ years,2009/2010,111.8
Females,Hunter New England,65+ years,2010/2011,103.8
Females,Hunter New England,65+ years,2011/2012,114.2
Females,Hunter New England,65+ years,2012/2013,107.1
Females,Hunter New England,65+ years,2013/2014,109.1
Females,Hunter New England,65+ years,2014/2015,129.3
Females,Hunter New England,65+ years,2015/2016,95.5
Females,Hunter New England,65+ years,2016/2017,155.1
Females,Hunter New England,65+ years,2017/2018,136.2
Females,Hunter New England,65+ years,2018/2019,113.8
Females,Hunter New England,65+ years,2019/2020,128.4
Females,Hunter New England,65+ years,2020/2021,66.8
Females,Hunter New England,65+ years,2021/2022,78.8
Females,Northern NSW,5-34 years,2001/2002,190.0
Females,Northern NSW,5-34 years,2002/2003,194.0
Females,Northern NSW,5-34 years,2003/2004,180.9
Females,Northern NSW,5-34 years,2004/2005,174.8
Females,Northern NSW,5-34 years,2005/2006,168.9
Females,Northern NSW,5-34 years,2006/2007,171.9
Females,Northern NSW,5-34 years,2007/2008,181.7
Females,Northern NSW,5-34 years,2008/2009,147.8
Females,Northern NSW,5-34 years,2009/2010,197.6
Females,Northern NSW,5-34 years,2010/2011,136.3
Females,Northern NSW,5-34 years,2011/2012,130.8
Females,Northern NSW,5-34 years,2012/2013,110.0
Females,Northern NSW,5-34 years,2013/2014,134.6
Females,Northern NSW,5-34 years,2014/2015,141.8
Females,Northern NSW,5-34 years,2015/2016,146.2
Females,Northern NSW,5-34 years,2016/2017,133.4
Females,Northern NSW,5-34 years,2017/2018,158.9
Females,Northern NSW,5-34 years,2018/2019,132.5
Females,Northern NSW,5-34 years,2019/2020,106.5
Females,Northern NSW,5-34 years,2020/2021,76.9
Females,Northern NSW,5-34 years,2021/2022,93.2
Females,Northern NSW,35-64 years,2001/2002,164.2
Females,Northern NSW,35-64 years,2002/2003,157.0
Females,Northern NSW,35-64 years,2003/2004,191.2
Females,Northern NSW,35-64 years,2004/2005,140.6
Females,Northern NSW,35-64 years,2005/2006,131.4
Females,Northern NSW,35-64 years,2006/2007,116.6
Females,Northern NSW,35-64 years,2007/2008,106.9
Females,Northern NSW,35-64 years,2008/2009,105.5
Females,Northern NSW,35-64 years,2009/2010,116.0
Females,Northern NSW,35-64 years,2010/2011,133.2
Females,Northern NSW,35-64 years,2011/2012,89.3
Females,Northern NSW,35-64 years,2012/2013,79.7
Females,Northern NSW,35-64 years,2013/2014,92.8
Females,Northern NSW,35-64 years,2014/2015,125.3
Females,Northern NSW,35-64 years,2015/2016,174.2
Females,Northern NSW,35-64 years,2016/2017,171.7
Females,Northern NSW,35-64 years,2017/2018,149.0
Females,Northern NSW,35-64 years,2018/2019,122.4
Females,Northern NSW,35-64 years,2019/2020,100.9
Females,Northern NSW,35-64 years,2020/2021,65.7
Females,Northern NSW,35-64 years,2021/2022,55.4
Females,Northern NSW,65+ years,2001/2002,261.9
Females,Northern NSW,65+ years,2002/2003,238.3
Females,Northern NSW,65+ years,2003/2004,263.4
Females,Northern NSW,65+ years,2004/2005,117.7
Females,Northern NSW,65+ years,2005/2006,167.4
Females,Northern NSW,65+ years,2006/2007,129.7
Females,Northern NSW,65+ years,2007/2008,131.3
Females,Northern NSW,65+ years,2008/2009,99.5
Females,Northern NSW,65+ years,2009/2010,112.5
Females,Northern NSW,65+ years,2010/2011,78.4
Females,Northern NSW,65+ years,2011/2012,126.9
Females,Northern NSW,65+ years,2012/2013,73.6
Females,Northern NSW,65+ years,2013/2014,181.4
Females,Northern NSW,65+ years,2014/2015,147.0
Females,Northern NSW,65+ years,2015/2016,83.5
Females,Northern NSW,65+ years,2016/2017,141.6
