year-month,lhd,NO pphm,NO2 pphm,OZONE pphm,asthma edp
2019-12,Central Coast,0.1,0.3,2.5,40.6
2020-01,Central Coast,0.1,0.2,2.5,20.2
2020-02,Central Coast,0.2,0.2,1.9,32.7
2020-03,Central Coast,0.2,0.3,1.6,47.6
2020-04,Central Coast,0.2,0.4,1.6,16.6
2020-05,Central Coast,0.3,0.4,1.4,17.3
2020-06,Central Coast,0.3,0.5,1.3,37.2
2020-07,Central Coast,0.6,0.6,1.5,23.2
2020-08,Central Coast,0.2,0.5,1.9,28.0
2020-09,Central Coast,0.2,0.4,2.0,20.8
2020-10,Central Coast,0.2,0.3,2.3,19.3
2020-11,Central Coast,0.1,0.3,2.1,28.4
2020-12,Central Coast,0.0,0.1,1.9,18.7
2021-01,Central Coast,0.1,0.2,1.7,18.0
2021-02,Central Coast,0.1,0.2,1.5,21.5
2021-03,Central Coast,0.2,0.3,1.7,28.8
2021-04,Central Coast,0.3,0.4,1.4,28.3
2021-05,Central Coast,0.3,0.4,1.3,29.3
2021-06,Central Coast,0.5,0.5,1.3,35.4
2021-07,Central Coast,0.4,0.4,1.5,23.3
2021-08,Central Coast,0.2,0.4,1.8,11.3
2021-09,Central Coast,0.2,0.3,2.1,9.3
2021-10,Central Coast,0.1,0.2,2.2,12.8
2021-11,Central Coast,0.1,0.1,1.9,17.4
2021-12,Central Coast,0.1,0.1,1.9,12.0
2022-01,Central Coast,0.1,0.0,1.4,12.5
2022-02,Central Coast,0.2,0.1,1.6,14.4
2022-03,Central Coast,0.1,0.1,1.5,27.5
2022-04,Central Coast,0.3,0.3,1.3,39.2
2022-05,Central Coast,0.3,0.4,1.2,52.3
2022-06,Central Coast,0.2,0.3,1.6,38.1
2022-07,Central Coast,0.3,0.4,1.9,29.2
2022-08,Central Coast,0.3,0.4,1.7,38.8
2022-09,Central Coast,0.2,0.3,1.9,33.8
2022-10,Central Coast,0.1,0.2,2.0,26.9
2022-11,Central Coast,0.1,0.1,1.8,21.2
2022-12,Central Coast,0.1,0.1,1.7,20.8
2023-01,Central Coast,0.1,0.0,1.5,16.1
2023-02,Central Coast,0.2,0.1,1.7,27.2
2023-03,Central Coast,0.1,0.2,1.8,27.5
2023-04,Central Coast,0.2,0.2,1.4,23.5
2023-05,Central Coast,0.3,0.4,1.4,36.6
2023-06,Central Coast,0.3,0.3,1.4,28.3
2023-07,Central Coast,0.4,0.4,1.5,29.123076923076923
2023-08,Central Coast,0.3,0.4,1.6,29.946153846153848
2023-09,Central Coast,0.2,0.4,2.1,30.76923076923077
2023-10,Central Coast,0.1,0.2,2.3,31.59230769230769
2023-11,Central Coast,0.1,0.2,2.1,32.41538461538462
2023-12,Central Coast,0.1,0.1,2.3,33.238461538461536
2024-01,Central Coast,0.0969832603860179,0.1050696742744656,1.8,34.06153846153846
2024-02,Central Coast,0.2,0.1,1.7,34.88461538461539
2024-03,Central Coast,0.2,0.1,1.5,35.707692307692305
2024-04,Central Coast,0.1,0.2,1.6,36.53076923076923
2024-05,Central Coast,0.2,0.4,1.4,37.35384615384616
2024-06,Central Coast,0.2,0.5,1.6,38.17692307692308
2014-07,Hunter New England,0.923901885461245,0.9309974398170984,1.8991468607060429,39.0
2014-08,Hunter New England,0.5757584162003688,0.7452674677320008,2.16806112053609,46.2
2014-09,Hunter New England,0.466161254494353,0.7067707367499225,2.327298267483685,31.5
2014-10,Hunter New England,0.341438163683961,0.6405712146900183,2.820695743792148,32.9
2014-11,Hunter New England,0.1867636452501307,0.4659461375487996,2.9048896610519166,25.5
2014-12,Hunter New England,0.1723022265458241,0.4388604436214125,2.538268928329347,27.2
2015-01,Hunter New England,0.1548415358493845,0.3824138515452606,2.149240192032654,23.8
2015-02,Hunter New England,0.2717012715280014,0.4119703447191279,1.8231059378767984,36.1
2015-03,Hunter New England,0.3355781005028237,0.5676281330379073,2.334301577801757,37.7
2015-04,Hunter New England,0.3354070422632464,0.5679049434195803,1.8935936533248297,38.6
2015-05,Hunter New England,0.6241782244920558,0.8004201664345686,1.6719467525740377,58.4
2015-06,Hunter New England,1.341246995759814,0.9921610127597692,1.3771541148169415,55.0
2015-07,Hunter New England,0.9467956191586614,0.9008239595303325,1.6767931419166728,47.1
2015-08,Hunter New England,0.6323785823472218,0.8491698326074383,1.83560986289128,50.3
2015-09,Hunter New England,0.4437203273085159,0.686870997330209,2.184376400054243,33.9
2015-10,Hunter New England,0.3133460949847488,0.6821067177450373,2.606240844683888,34.0
2015-11,Hunter New England,0.210707979904714,0.5175728646486766,2.5685804773649,35.8
2015-12,Hunter New England,0.2016305103288109,0.4289275994271338,2.12096407516799,39.6
2016-01,Hunter New England,0.1938045771446939,0.4305495806696407,2.1535569019352923,26.2
2016-02,Hunter New England,0.241299217180602,0.4356682694872487,2.1486190564837497,39.6
2016-03,Hunter New England,0.3666499397256308,0.5230215967852898,1.876743400572136,35.4
2016-04,Hunter New England,0.5615976324181181,0.6993708999319144,2.0018460868394885,35.2
2016-05,Hunter New England,0.7749961812166077,1.0063084950111454,1.8316313310903616,45.0
2016-06,Hunter New England,0.7972173350824393,0.8100381192340268,1.6911322199812275,46.8
2016-07,Hunter New England,0.6695010558880096,0.8433480607511407,1.7481250238529158,40.4
2016-08,Hunter New England,0.7684218161242778,0.8683626172412904,1.9063422869700053,43.4
2016-09,Hunter New England,0.4452123570665729,0.647500697234996,2.0535663543505884,37.7
2016-10,Hunter New England,0.3174304350592497,0.5558391942274643,2.367400925078276,45.5
2016-11,Hunter New England,0.2767271822903098,0.5214547283187937,2.6475571117769947,42.7
2016-12,Hunter New England,0.2007629976628674,0.4803179010942461,2.6965818104433543,31.2
2017-01,Hunter New England,0.1642968483199984,0.413921312280905,2.4298066590355085,22.2
2017-02,Hunter New England,0.2185882906405275,0.499710444383922,2.690926369933711,36.8
2017-03,Hunter New England,0.2500445834815709,0.4694235829850765,2.0211658999741955,39.1
2017-04,Hunter New England,0.6059120087817006,0.6780347752701985,1.828247932941273,52.5
2017-05,Hunter New England,1.030822930444798,0.9472582609623188,1.5792485606293891,62.2
2017-06,Hunter New England,1.033798559020213,0.977007729192391,1.549582860918158,48.7
2017-07,Hunter New England,1.1705787551246156,1.1271620719510025,1.8345362236919824,46.4
2017-08,Hunter New England,0.6373026394557407,0.865683472142213,2.280499219551543,34.7
2017-09,Hunter New England,0.5242786044104236,0.8586666077272437,2.63197117744058,35.3
2017-10,Hunter New England,0.2362524502070958,0.5433662780512464,2.727665386978636,31.1
2017-11,Hunter New England,0.2800561075419754,0.4195764590741772,2.135726350779723,29.4
2017-12,Hunter New England,0.1998354393302264,0.4476243279874148,2.5106058041498014,32.4
2018-01,Hunter New England,0.2342740438575774,0.3638693597713958,2.247547880395474,23.4
2018-02,Hunter New England,0.3075029161332832,0.4074973033072882,2.076607429735302,38.9
2018-03,Hunter New England,0.3262361778771424,0.479915844915552,2.19820986972787,39.4
2018-04,Hunter New England,0.4501936243735753,0.6425874011011772,2.187407553297436,32.7
2018-05,Hunter New England,1.1863424273703966,0.9670583687748032,1.8693201494321587,49.0
2018-06,Hunter New England,0.9700094136814362,0.8960964617878032,1.7662593765103256,43.6
2018-07,Hunter New England,1.2499976522100062,1.1273486125838144,1.9400657871598863,40.7
2018-08,Hunter New England,0.6650525473661593,0.8792062247611736,2.222045870464473,36.7
2018-09,Hunter New England,0.4177680245983162,0.6490003066861633,2.3966380716946403,34.2
2018-10,Hunter New England,0.2647548263904936,0.4947378981336428,2.444002235323868,32.8
2018-11,Hunter New England,0.2353856647826913,0.4824645953769892,2.6245348684620944,36.0
2018-12,Hunter New England,0.2144450710392093,0.399136871809388,2.39266933129941,32.7
2019-01,Hunter New England,0.1963908027059535,0.4189512343000616,2.716620428876922,19.4
2019-02,Hunter New England,0.3049675686592176,0.4031667722468139,2.314306347524234,38.9
2019-03,Hunter New England,0.3193753491583646,0.4829648504362699,2.22665380146415,37.7
2019-04,Hunter New England,0.6608594086840619,0.6358286623123705,1.8594586022963016,40.9
2019-05,Hunter New England,1.0005718949438702,0.8930224158189772,1.6462453811943083,46.9
2019-06,Hunter New England,1.142748981680103,0.936419232641452,1.5110532707024904,49.3
2019-07,Hunter New England,1.103308186872409,0.944130748975549,1.748076497940667,43.7
2019-08,Hunter New England,0.8608238453691238,0.8629768977494693,2.209402265264356,44.8
2019-09,Hunter New England,0.416280290883698,0.6442927940689152,2.646127301751046,38.5
2019-10,Hunter New England,0.3737175925716993,0.597790775684031,3.001409799848124,36.2
2019-11,Hunter New England,0.24530238974324,0.5410533681591626,3.1278014963211658,46.1
2019-12,Hunter New England,0.2042987234123206,0.4564605047883708,3.213515782035451,41.3
2020-01,Hunter New England,0.1784572756667966,0.4940888672331507,3.080993969233057,26.4
2020-02,Hunter New England,0.2433548274496521,0.3866823949845125,2.243448248152152,33.0
2020-03,Hunter New England,0.3476038615586003,0.4501670110711309,1.8886718764921029,43.7
2020-04,Hunter New England,0.5412821063126104,0.697267435930394,1.9334878196002008,18.3
2020-05,Hunter New England,0.847577293501495,0.6930580564481849,1.6255956794886035,19.7
2020-06,Hunter New England,0.8793832736305687,0.7697967302881233,1.6439209932873646,49.6
2020-07,Hunter New England,0.9678130929748436,0.8377249138070373,1.7836565145175178,29.4
2020-08,Hunter New England,0.7105963845522673,0.80496419598864,2.183385303854936,29.6
2020-09,Hunter New England,0.4108935601525533,0.5793090536674491,2.332939055057675,22.2
2020-10,Hunter New England,0.2749201261268963,0.4514281163766174,2.573446957198992,27.0
2020-11,Hunter New England,0.2743869726901816,0.4194493182544896,2.479362295983243,31.1
2020-12,Hunter New England,0.175,0.2897549350934951,2.142857142857143,29.2
2021-01,Hunter New England,0.2666666666666666,0.2785675752196616,1.9285714285714288,17.7
2021-02,Hunter New England,0.2196729523893069,0.2613348615721427,1.7142857142857142,26.5
2021-03,Hunter New England,0.2583333333333333,0.3517908912521757,1.842857142857143,40.2
2021-04,Hunter New England,0.7613396190559736,0.6676494264391223,1.605731742626604,39.7
2021-05,Hunter New England,0.9015362045174532,0.716100010455983,1.4916177972565208,53.7
2021-06,Hunter New England,1.063801465030364,0.7667404332284279,1.4991937813345726,38.2
2021-07,Hunter New England,0.994672952389307,0.7791329579182653,1.67256405513265,32.3
2021-08,Hunter New England,0.6863396190559735,0.745771307939246,1.9537123354418215,25.2
2021-09,Hunter New England,0.4608321260031248,0.6024857263491014,2.2585317958659883,15.2
2021-10,Hunter New England,0.2749999999999999,0.5067869416069947,2.4707793637589783,24.0
2021-11,Hunter New England,0.1666666666666666,0.3666666666666667,2.1,26.2
2021-12,Hunter New England,0.1820389377398542,0.3137962603809525,2.1434209408289537,23.4
2022-01,Hunter New England,0.2079998314861436,0.2418343428953564,1.6857142857142855,14.5
2022-02,Hunter New England,0.3084432590152799,0.3300764369117506,1.7142857142857142,17.2
2022-03,Hunter New England,0.2696729523893069,0.3166666666666666,1.6857142857142855,43.6
2022-04,Hunter New England,0.5196729523893069,0.5,1.6,42.8
2022-05,Hunter New England,0.8196729523893068,0.6857553607681287,1.4585612326097623,63.1
2022-06,Hunter New England,0.9094123548926416,0.7960725549373621,1.6241806066010496,57.6
2022-07,Hunter New England,0.475,0.6260211065423088,1.9510995756676213,32.1
2022-08,Hunter New England,0.6613396190559736,0.7366951832354095,1.8945373047498413,47.4
2022-09,Hunter New England,0.3512645828803079,0.4971691515677738,2.1454432205465044,42.9
2022-10,Hunter New England,0.2416666666666666,0.4083333333333332,2.157142857142857,46.0
2022-11,Hunter New England,0.2166666666666666,0.3166666666666666,2.042857142857143,31.9
2022-12,Hunter New England,0.2279893479289622,0.2825199701907732,1.952268835590191,19.6
2023-01,Hunter New England,0.1916666666666666,0.2666666666666666,1.8571428571428568,21.0
2023-02,Hunter New England,0.2583333333333333,0.2916666666666667,2.042857142857143,33.8
2023-03,Hunter New England,0.3613396190559736,0.4916666666666667,2.113047866542862,29.1
2023-04,Hunter New England,0.519672952389307,0.4833333333333333,1.657142857142857,30.0
2023-05,Hunter New England,0.9280062857226402,0.7833333333333333,1.5714285714285714,42.4
2023-06,Hunter New England,0.9863396190559736,0.8333333333333334,1.5714285714285714,39.1
2023-07,Hunter New England,1.0113396190559736,0.925,1.7,38.746153846153845
2023-08,Hunter New England,0.7696729523893069,0.8166666666666668,2.0,38.392307692307696
2023-09,Hunter New England,0.6083333333333333,0.775,2.5285714285714285,38.03846153846154
2023-10,Hunter New England,0.3487241103800959,0.5105748327952137,2.7142857142857144,37.68461538461538
2023-11,Hunter New England,0.1583333333333333,0.3333333333333333,2.4714285714285715,37.33076923076924
2023-12,Hunter New England,0.1583333333333333,0.35,2.742857142857143,36.97692307692308
2024-01,Hunter New England,0.1593484743791461,0.2615481988003311,2.0,36.62307692307692
2024-02,Hunter New England,0.2166666666666666,0.2916666666666667,2.0142857142857142,36.26923076923077
2024-03,Hunter New England,0.3523059003638191,0.3903819553885058,1.9428571428571428,35.91538461538462
2024-04,Hunter New England,0.5446729523893069,0.5416666666666666,1.7285714285714284,35.56153846153846
2024-05,Hunter New England,0.9530062857226403,0.7083333333333334,1.4857142857142858,35.207692307692305
2024-06,Hunter New England,0.969672952389307,0.7666666666666667,1.457142857142857,34.85384615384616
2014-07,Illawarra Shoalhaven,0.7127248050692564,0.6916826737327699,1.95,34.5
2014-08,Illawarra Shoalhaven,0.4499999999999999,0.65,2.05,38.6
2014-09,Illawarra Shoalhaven,0.25,0.55,2.2,28.5
2014-10,Illawarra Shoalhaven,0.2,0.6000000000000001,2.45,22.1
2014-11,Illawarra Shoalhaven,0.1,0.5,2.4,28.1
2014-12,Illawarra Shoalhaven,0.1,0.4499999999999999,2.2,23.1
2015-01,Illawarra Shoalhaven,0.15,0.4,1.85,25.3
2015-02,Illawarra Shoalhaven,0.2,0.4499999999999999,1.5,39.6
2015-03,Illawarra Shoalhaven,0.3,0.65,1.75,41.1
2015-04,Illawarra Shoalhaven,0.2,0.6000000000000001,1.7,30.2
2015-05,Illawarra Shoalhaven,0.55,0.6000000000000001,1.65,44.6
2015-06,Illawarra Shoalhaven,1.05,0.95,1.25,41.6
2015-07,Illawarra Shoalhaven,0.65,0.75,1.6,37.8
2015-08,Illawarra Shoalhaven,0.4,0.7,1.9,42.9
2015-09,Illawarra Shoalhaven,0.25,0.65,2.1,32.8
2015-10,Illawarra Shoalhaven,0.3,0.8,2.25,24.7
2015-11,Illawarra Shoalhaven,0.15,0.6,2.2,31.1
2015-12,Illawarra Shoalhaven,0.2,0.55,1.9,27.2
2016-01,Illawarra Shoalhaven,0.15,0.45,1.9,23.6
2016-02,Illawarra Shoalhaven,0.3,0.45,1.7,43.8
2016-03,Illawarra Shoalhaven,0.3,0.5,1.6197044288432547,37.9
2016-04,Illawarra Shoalhaven,0.5,0.7,1.65,36.7
2016-05,Illawarra Shoalhaven,0.5,0.75,1.9,44.0
2016-06,Illawarra Shoalhaven,0.65,0.65,1.7,42.6
2016-07,Illawarra Shoalhaven,0.4499999999999999,0.55,1.95,36.5
2016-08,Illawarra Shoalhaven,0.55,0.75,1.9,35.8
2016-09,Illawarra Shoalhaven,0.25,0.6,2.0,36.0
2016-10,Illawarra Shoalhaven,0.15,0.4,2.35,30.7
2016-11,Illawarra Shoalhaven,0.2,0.5,2.1500000000000004,29.2
2016-12,Illawarra Shoalhaven,0.15,0.5,2.3,28.3
2017-01,Illawarra Shoalhaven,0.15,0.4,2.05,23.4
2017-02,Illawarra Shoalhaven,0.15,0.45,2.1500000000000004,35.9
2017-03,Illawarra Shoalhaven,0.15,0.35,1.7000000000000002,39.2
2017-04,Illawarra Shoalhaven,0.4,0.5,1.7000000000000002,41.6
2017-05,Illawarra Shoalhaven,0.7,0.75,1.65,46.8
2017-06,Illawarra Shoalhaven,0.8,0.8,1.5,36.7
2017-07,Illawarra Shoalhaven,0.55,0.7,2.05,41.8
2017-08,Illawarra Shoalhaven,0.35,0.55,2.35,33.5
2017-09,Illawarra Shoalhaven,0.3,0.6,2.6,29.3
2017-10,Illawarra Shoalhaven,0.2,0.55,2.5,28.9
2017-11,Illawarra Shoalhaven,0.25,0.35,1.95,30.8
2017-12,Illawarra Shoalhaven,0.15,0.45,2.1687754939252644,25.3
2018-01,Illawarra Shoalhaven,0.25,0.4,1.75,21.3
2018-02,Illawarra Shoalhaven,0.25,0.35,1.7000000000000002,46.4
2018-03,Illawarra Shoalhaven,0.25,0.45,1.85,35.5
2018-04,Illawarra Shoalhaven,0.4,0.6,1.9,32.0
2018-05,Illawarra Shoalhaven,0.85,0.8,1.7,37.3
2018-06,Illawarra Shoalhaven,0.65,0.65,1.75,33.7
2018-07,Illawarra Shoalhaven,0.75,0.75,1.95,29.3
2018-08,Illawarra Shoalhaven,0.3,0.65,2.3,24.3
2018-09,Illawarra Shoalhaven,0.4,0.75,2.05,28.6
2018-10,Illawarra Shoalhaven,0.25,0.5,2.25,23.2
2018-11,Illawarra Shoalhaven,0.15,0.45,2.05,22.5
2018-12,Illawarra Shoalhaven,0.1147727814603025,0.4359578215483149,2.0,33.1
2019-01,Illawarra Shoalhaven,0.15,0.45,2.0,26.5
2019-02,Illawarra Shoalhaven,0.25,0.4,1.7999999999999998,38.9
2019-03,Illawarra Shoalhaven,0.2,0.45,1.9,28.1
2019-04,Illawarra Shoalhaven,0.4308996122746271,0.6116613951269407,1.5499999999999998,34.7
2019-05,Illawarra Shoalhaven,0.75,0.8,1.7,38.8
2019-06,Illawarra Shoalhaven,0.5,0.6,1.75,39.2
2019-07,Illawarra Shoalhaven,0.65,0.65,1.85,30.8
2019-08,Illawarra Shoalhaven,0.5,0.6,2.1500000000000004,25.8
2019-09,Illawarra Shoalhaven,0.3,0.6,2.1500000000000004,23.5
2019-10,Illawarra Shoalhaven,0.3,0.6,2.35,24.5
2019-11,Illawarra Shoalhaven,0.15,0.45,2.55,24.5
2019-12,Illawarra Shoalhaven,0.1,0.4,2.25,27.7
2020-01,Illawarra Shoalhaven,0.1,0.4,2.25,31.6
2020-02,Illawarra Shoalhaven,0.15,0.35,1.85,31.2
2020-03,Illawarra Shoalhaven,0.3,0.5,1.65,41.5
2020-04,Illawarra Shoalhaven,0.25,0.65,1.75,13.7
2020-05,Illawarra Shoalhaven,0.35,0.55,1.7,10.3
2020-06,Illawarra Shoalhaven,0.5,0.65,1.65,25.9
2020-07,Illawarra Shoalhaven,0.5,0.65,1.9,18.5
2020-08,Illawarra Shoalhaven,0.4499999999999999,0.6000000000000001,2.1500000000000004,22.5
2020-09,Illawarra Shoalhaven,0.2,0.65,2.1500000000000004,19.8
2020-10,Illawarra Shoalhaven,0.15,0.5,2.3,20.5
2020-11,Illawarra Shoalhaven,0.2,0.4499999999999999,2.1500000000000004,22.6
2020-12,Illawarra Shoalhaven,0.1,0.3,1.85,20.6
2021-01,Illawarra Shoalhaven,0.15,0.3,1.65,9.8
2021-02,Illawarra Shoalhaven,0.15,0.2,1.4,20.8
2021-03,Illawarra Shoalhaven,0.2,0.25,1.7,27.4
2021-04,Illawarra Shoalhaven,0.5,0.4499999999999999,1.6,26.3
2021-05,Illawarra Shoalhaven,0.65,0.5,1.55,31.9
2021-06,Illawarra Shoalhaven,0.8,0.55,1.55,31.3
2021-07,Illawarra Shoalhaven,0.6499999999999999,0.5,1.8,17.4
2021-08,Illawarra Shoalhaven,0.35,0.4,2.1,12.4
2021-09,Illawarra Shoalhaven,0.2,0.4,2.3,9.3
2021-10,Illawarra Shoalhaven,0.15,0.35,2.3,12.1
2021-11,Illawarra Shoalhaven,0.15,0.3,1.85,19.2
2021-12,Illawarra Shoalhaven,0.15,0.2,1.75,15.0
2022-01,Illawarra Shoalhaven,0.15,0.15,1.4,11.5
2022-02,Illawarra Shoalhaven,0.25,0.2,1.55,16.0
2022-03,Illawarra Shoalhaven,0.25,0.2,1.5,29.7
2022-04,Illawarra Shoalhaven,0.25,0.3,1.65,29.7
2022-05,Illawarra Shoalhaven,0.6000000000000001,0.4499999999999999,1.55,44.7
2022-06,Illawarra Shoalhaven,0.5,0.35,1.9,38.0
2022-07,Illawarra Shoalhaven,0.35,0.4,2.1500000000000004,19.5
2022-08,Illawarra Shoalhaven,0.3,0.4499999999999999,2.0,24.9
2022-09,Illawarra Shoalhaven,0.2,0.35,2.1500000000000004,30.3
2022-10,Illawarra Shoalhaven,0.15,0.3,2.1500000000000004,24.0
2022-11,Illawarra Shoalhaven,0.2,0.25,1.9,16.7
2022-12,Illawarra Shoalhaven,0.15,0.2,1.75,17.1
2023-01,Illawarra Shoalhaven,0.2,0.15,1.55,15.2
2023-02,Illawarra Shoalhaven,0.2,0.25,1.75,22.7
2023-03,Illawarra Shoalhaven,0.25,0.3,1.8,27.1
2023-04,Illawarra Shoalhaven,0.35,0.35,1.6,21.2
2023-05,Illawarra Shoalhaven,0.7,0.65,1.75,30.7
2023-06,Illawarra Shoalhaven,0.5,0.75,1.8,20.8
2023-07,Illawarra Shoalhaven,0.85,0.85,1.75,22.838461538461537
2023-08,Illawarra Shoalhaven,0.6499999999999999,0.95,1.8,24.87692307692308
2023-09,Illawarra Shoalhaven,0.45,0.9,2.3,26.915384615384617
2023-10,Illawarra Shoalhaven,0.2,0.55,2.45,28.953846153846158
2023-11,Illawarra Shoalhaven,0.25,0.55,2.0,30.99230769230769
2023-12,Illawarra Shoalhaven,0.1,0.45,2.05,33.03076923076923
2024-01,Illawarra Shoalhaven,0.15,0.4,1.5264124665013403,35.06923076923077
2024-02,Illawarra Shoalhaven,0.2,0.55,1.617403174002732,37.107692307692304
2024-03,Illawarra Shoalhaven,0.25,0.6,1.7000000000000002,39.14615384615385
2024-04,Illawarra Shoalhaven,0.35,0.6,1.5499999999999998,41.18461538461538
2024-05,Illawarra Shoalhaven,0.8,0.75,1.35,43.22307692307692
2024-06,Illawarra Shoalhaven,0.55,0.65,1.75,45.261538461538464
2014-07,Mid North Coast,0.0745941726795539,0.2899370873528475,1.5776140744566385,47.3
2014-08,Mid North Coast,0.0541944562691768,0.318287162664665,2.3918365565691566,36.5
2014-09,Mid North Coast,0.0081002492136151,0.2870974855544824,2.316191333141905,32.1
2014-10,Mid North Coast,0.0469254415432176,0.2210554992363975,2.644452979537312,42.3
2014-11,Mid North Coast,0.1051836147645579,0.2811095895657349,2.3242629458806885,36.2
2014-12,Mid North Coast,0.0189482720303507,0.1346819487753568,2.3755705130777782,34.8
2015-01,Mid North Coast,0.0076081183528068,0.0936774203365445,1.7220971516460462,25.9
2015-02,Mid North Coast,0.0498215096328308,0.0684789327015344,1.1184108434766131,45.8
2015-03,Mid North Coast,0.0957624537599942,0.2353375968276409,1.4807663719702622,45.0
2015-04,Mid North Coast,0.0601258815172206,0.2660961594957665,1.7863180711947302,34.2
2015-05,Mid North Coast,0.2687023307126486,0.5149953218449222,1.5574000560043029,48.5
2015-06,Mid North Coast,0.240532288556644,0.4121764312652705,1.327960640171719,61.1
2015-07,Mid North Coast,0.164665559469758,0.4232963577824379,1.7459517876835853,51.0
2015-08,Mid North Coast,0.0252589114241936,0.259579428306965,1.672424660010951,55.2
2015-09,Mid North Coast,0.0593955984828155,0.3068465893481235,2.285823830598952,51.2
2015-10,Mid North Coast,0.2463138111688516,0.2000799711692656,2.117376425324995,41.5
2015-11,Mid North Coast,0.1125990741096133,0.267593181224603,2.422832567979579,40.3
2015-12,Mid North Coast,0.2670209789032575,0.3445613787185265,1.869678294742668,46.3
2016-01,Mid North Coast,0.0621866967482561,0.1772403129839602,1.8381928829955132,27.5
2016-02,Mid North Coast,0.1814798145241395,0.2648532592638015,1.775971806211644,30.0
2016-03,Mid North Coast,0.1290947368064593,0.2617642268742077,1.6467627425276792,32.3
2016-04,Mid North Coast,0.3001185639665755,0.4494963034162014,1.971020731675108,32.6
2016-05,Mid North Coast,0.329386420308927,0.5406060186803694,2.03593742711453,54.2
2016-06,Mid North Coast,0.094291162728571,0.3371606539451909,1.6890202674376669,42.4
2016-07,Mid North Coast,0.1575032538807134,0.4848904096864626,1.8262267232708476,32.4
2016-08,Mid North Coast,0.1595649637102215,0.3962242847456517,1.8879511601810144,45.6
2016-09,Mid North Coast,0.0322449026966888,0.3016895094160667,2.014178076525456,45.3
2016-10,Mid North Coast,0.0161444001333456,0.2417365470289648,2.2787989303321887,42.6
2016-11,Mid North Coast,0.067506365841216,0.2322609952118637,2.3551620478705444,33.8
2016-12,Mid North Coast,0.1022934502709951,0.2195088260907379,2.4623191312556334,23.0
2017-01,Mid North Coast,0.1028706028626625,0.1545400373983941,2.327846494039401,18.7
2017-02,Mid North Coast,0.0021447836993596,0.0941715093170642,2.1110748755964206,35.3
2017-03,Mid North Coast,0.1315302297327365,0.2130508317256689,1.895910240905928,37.5
2017-04,Mid North Coast,0.0514763441368186,0.2704264462739977,1.7080089115908776,45.2
2017-05,Mid North Coast,0.1700330146812487,0.3323161734662414,1.65996431513359,65.7
2017-06,Mid North Coast,0.1940209331390179,0.4144017829541633,1.868605282691371,63.4
2017-07,Mid North Coast,0.0759975342019185,0.2419353771723158,1.0559354101108047,43.3
2017-08,Mid North Coast,0.0867528468716843,0.2688646975944918,1.9546257744608595,48.5
2017-09,Mid North Coast,0.0099576554289343,0.2065888003084559,2.2255335137994128,32.1
2017-10,Mid North Coast,0.1139564311621632,0.1825426101070112,2.344548099935366,33.7
2017-11,Mid North Coast,0.0477609385648864,0.1683328956162183,1.5247684353449502,34.1
2017-12,Mid North Coast,0.0624801589128196,0.094939504386208,1.9571812811641995,33.4
2018-01,Mid North Coast,0.1733733850884073,0.2333144168430806,1.7530431608722554,22.9
2018-02,Mid North Coast,0.1388282344983081,0.2175976615810494,1.5320934710049716,34.4
2018-03,Mid North Coast,0.1476213174024062,0.2579146268011483,1.9460139021372125,40.3
2018-04,Mid North Coast,0.1382850220646085,0.3512926821978009,1.990786326688544,37.6
2018-05,Mid North Coast,0.2859672200026817,0.3576693473909501,1.1373898165833278,43.7
2018-06,Mid North Coast,0.2249714035361212,0.3742418279161135,1.7004075266724086,44.4
2018-07,Mid North Coast,0.2819714825981176,0.3445626143305161,1.3760034693467165,36.4
2018-08,Mid North Coast,0.2060292133133002,0.3781585758701919,1.947235053833156,42.6
2018-09,Mid North Coast,0.218754144819031,0.2215741229231947,2.169434364829388,35.7
2018-10,Mid North Coast,0.0601644298975985,0.1060035014724653,2.144696835422316,40.4
2018-11,Mid North Coast,0.193511684655779,0.2650020295314254,2.1552529441137818,38.9
2018-12,Mid North Coast,0.1592721129119823,0.1811065213028971,2.082282086125409,29.2
2019-01,Mid North Coast,0.1679669417702005,0.1736365495487143,2.150089141667687,21.7
2019-02,Mid North Coast,0.1880931341976778,0.2309119785343074,1.471723701552664,30.3
2019-03,Mid North Coast,0.3815000764388209,0.4600863306519385,2.063662244811692,43.0
2019-04,Mid North Coast,0.1731210022153975,0.3849271639512546,1.8381025021176056,34.8
2019-05,Mid North Coast,0.2747650770986256,0.3842881038339754,1.2723380258353734,53.8
2019-06,Mid North Coast,0.2190638375889899,0.4215017199794413,1.498366454358154,47.4
2019-07,Mid North Coast,0.2821951495057694,0.4272351545914313,1.5854372851258942,36.0
2019-08,Mid North Coast,0.2482661819279786,0.5118562579805799,2.1963922936476994,47.8
2019-09,Mid North Coast,0.1617157413399464,0.426514964491268,2.4100363216660696,44.8
2019-10,Mid North Coast,0.1499498673837752,0.3029252681015771,2.3924254702113066,33.6
2019-11,Mid North Coast,0.1102559450944977,0.3128530047006209,2.6647438738810383,84.3
2019-12,Mid North Coast,0.05,0.3,2.6,27.6
2020-01,Mid North Coast,0.05,0.15,2.167862873897306,28.2
2020-02,Mid North Coast,0.1,0.2,1.7960017539547928,27.4
2020-03,Mid North Coast,0.1,0.2,1.7968987948526092,48.5
2020-04,Mid North Coast,0.05,0.3,1.95,20.8
