year-month,lhd,NO pphm,NO2 pphm,OZONE pphm,asthma edp
2023-05,Northern Sydney,1.0374556814484033,1.1105375186031912,1.0152931876030706,15.4
2023-06,Northern Sydney,0.6906926145511791,0.938695931598908,1.2146569671963137,10.6
2023-07,Northern Sydney,0.5617402737822028,0.957127012604387,1.3254787282288385,11.507692307692308
2023-08,Northern Sydney,0.3939708948661216,0.9681543612764236,1.8226125471458663,12.415384615384614
2023-09,Northern Sydney,0.2098184569021661,0.837971699764978,2.3600454864520164,13.323076923076922
2023-10,Northern Sydney,0.2298124911364098,0.5318965437425153,2.3324331716705435,14.23076923076923
2023-11,Northern Sydney,0.195431060652027,0.3882872666510034,1.9900872391623117,15.138461538461538
2023-12,Northern Sydney,0.4655063938724892,0.4555801877270125,2.1790576189398614,16.046153846153846
2024-01,Northern Sydney,0.3602121246204878,0.3677473671014151,1.857215351757656,16.95384615384615
2024-02,Northern Sydney,0.5783962882324326,0.6099174665646904,1.6768754318855248,17.86153846153846
2024-03,Northern Sydney,0.3352432944613144,0.5202519778560574,1.4318673081297897,18.769230769230766
2024-04,Northern Sydney,0.4831523348036533,0.8357615707608882,1.562489187635573,19.676923076923075
2024-05,Northern Sydney,0.7524058314619727,1.0531853669629705,1.0282057900037602,20.584615384615383
2024-06,Northern Sydney,1.047149882968067,1.2023480722565545,1.117454785622458,21.49230769230769
2014-07,South Eastern Sydney,3.4625042143141265,1.699080820415936,1.08048662611531,22.4
2014-08,South Eastern Sydney,2.8899899855338056,1.5162861821299272,1.344981080896032,24.7
2014-09,South Eastern Sydney,2.690321564785196,1.4106543325546563,1.5376956821845311,20.6
2014-10,South Eastern Sydney,2.5296191674577435,1.190513062247531,1.8290991142285409,18.1
2014-11,South Eastern Sydney,2.585647663290911,1.0589587616218945,1.740269383222444,21.2
2014-12,South Eastern Sydney,2.085740441890608,1.1241441262870375,1.8124700324051488,27.6
2015-01,South Eastern Sydney,2.2137153627383834,1.088451270346319,1.4967966942630806,13.1
2015-02,South Eastern Sydney,3.010643725998858,1.0058614951091962,1.1557269276242483,25.6
2015-03,South Eastern Sydney,2.938564132889121,1.5309735293244335,1.3534109592921182,31.8
2015-04,South Eastern Sydney,2.9995113934346325,1.540072755523227,1.185492112328712,25.3
2015-05,South Eastern Sydney,3.822002045841903,1.8372707742238537,0.8971977949910057,33.6
2015-06,South Eastern Sydney,4.576080158936351,2.072090729665245,0.6230263114777077,31.1
2015-07,South Eastern Sydney,3.993965539829011,1.898507786111652,0.9286046061635864,27.4
2015-08,South Eastern Sydney,3.44058075330181,1.726096988895467,1.1597215588742518,24.6
2015-09,South Eastern Sydney,2.6510167712045307,1.4641986723160216,1.550375546647384,17.8
2015-10,South Eastern Sydney,2.8555757620802398,1.4343253310314292,1.908999911946836,18.7
2015-11,South Eastern Sydney,2.42598736011788,1.2901248857063117,1.7651446240326465,23.3
2015-12,South Eastern Sydney,2.901704833847508,1.2102728824949298,1.3863007644302827,15.1
2016-01,South Eastern Sydney,2.83472580803236,1.2484323107938162,1.3661467612703215,15.5
2016-02,South Eastern Sydney,2.789201105351088,1.135067365403726,1.3777412957131967,26.3
2016-03,South Eastern Sydney,2.848781407390117,1.152891283674342,1.1386185243278608,23.8
2016-04,South Eastern Sydney,3.373913189988991,1.5355886043382514,1.1929562277191643,21.7
2016-05,South Eastern Sydney,3.251401175907718,1.888055248054759,1.0162537374534528,26.9
2016-06,South Eastern Sydney,3.5899167340828213,1.6220164096177667,0.9355979921786276,23.5
2016-07,South Eastern Sydney,3.138109495062939,1.6840113092486169,1.0839923365026098,17.8
2016-08,South Eastern Sydney,3.234962315799613,1.674198134727344,1.2098952373335996,23.6
2016-09,South Eastern Sydney,2.7602709061031687,1.4693771975627556,1.422959030974008,20.5
2016-10,South Eastern Sydney,2.849835369166463,1.3459901546048751,1.708420410004934,15.9
2016-11,South Eastern Sydney,2.8770495721452027,1.2356122267171414,1.6890197618461922,17.8
2016-12,South Eastern Sydney,2.61268839733357,1.401788111250442,1.755337404686492,19.0
2017-01,South Eastern Sydney,2.499723810738736,1.1541504015214228,1.4939496297268244,13.8
2017-02,South Eastern Sydney,1.9329051725939008,1.0960853791144642,1.7134081371379704,26.4
2017-03,South Eastern Sydney,2.102537025486513,1.1475196858450831,1.4272923273109297,26.3
2017-04,South Eastern Sydney,3.295646118254174,1.4032836576755674,1.203054384418048,25.3
2017-05,South Eastern Sydney,3.552869756970617,1.7547001580381305,1.0605429940659803,31.9
2017-06,South Eastern Sydney,3.916898165726554,1.849396822245649,0.8491922384991437,22.2
2017-07,South Eastern Sydney,3.5086763270854324,1.6256578127935093,1.051779781356574,20.8
2017-08,South Eastern Sydney,2.6847392488910904,1.643108771214041,1.5144778683853564,20.0
2017-09,South Eastern Sydney,2.578698550186347,1.574840065330761,1.7613190953552884,16.8
2017-10,South Eastern Sydney,2.1846392246343656,1.2995963840874234,1.8807266090355677,17.4
2017-11,South Eastern Sydney,2.243246042829767,1.0304545842858854,1.5619270427728518,15.5
2017-12,South Eastern Sydney,2.081074364898177,1.2438088593458498,1.673784608128683,16.3
2018-01,South Eastern Sydney,2.2417082584216392,1.2121538045420657,1.3808249574764628,13.2
2018-02,South Eastern Sydney,2.435622580939547,1.0348745568647777,1.360978328269388,22.3
2018-03,South Eastern Sydney,3.0585029608234864,1.3355255607744447,1.4340758037329917,20.0
2018-04,South Eastern Sydney,2.95004353166901,1.4629894101217058,1.377306690903938,20.8
2018-05,South Eastern Sydney,3.4127502584158176,1.943485564688204,1.0829913135202034,24.1
2018-06,South Eastern Sydney,3.718167711288841,1.9699907695049224,1.0620155864326342,19.6
2018-07,South Eastern Sydney,3.9288262894858654,2.031661464121752,1.1818408910628708,20.9
2018-08,South Eastern Sydney,3.103757647444817,1.907815493099144,1.5728794370387784,18.1
2018-09,South Eastern Sydney,2.803389591923325,1.7114848975247003,1.6401335054731043,16.7
2018-10,South Eastern Sydney,2.134006203289713,1.2749037516671144,1.7120290113011989,18.8
2018-11,South Eastern Sydney,2.85,1.5,1.6,21.3
2018-12,South Eastern Sydney,2.3,1.15,1.5499999999999998,16.6
2019-01,South Eastern Sydney,2.2,1.15,1.4500000000000002,13.7
2019-02,South Eastern Sydney,2.7,1.25,1.25,23.0
2019-03,South Eastern Sydney,2.9000000000000004,1.4,1.35,22.6
2019-04,South Eastern Sydney,3.2,1.65,1.15,22.4
2019-05,South Eastern Sydney,3.8,2.0,1.0,24.5
2019-06,South Eastern Sydney,3.450563104247645,1.809533534071732,0.9124081087277448,22.1
2019-07,South Eastern Sydney,3.6,1.9,1.15,20.8
2019-08,South Eastern Sydney,3.15,1.9,1.45,23.9
2019-09,South Eastern Sydney,2.65,1.6,1.7,19.3
2019-10,South Eastern Sydney,2.65,1.65,1.8,12.3
2019-11,South Eastern Sydney,2.35,1.5,1.9,22.7
2019-12,South Eastern Sydney,1.95,1.25,1.9,27.2
2020-01,South Eastern Sydney,1.8,1.1,1.641616354915776,15.4
2020-02,South Eastern Sydney,2.45,1.15,1.45,19.2
2020-03,South Eastern Sydney,2.5,1.3,1.3,22.5
2020-04,South Eastern Sydney,2.0,1.35,1.45,8.8
2020-05,South Eastern Sydney,2.5500000000000003,1.4,1.2000000000000002,8.8
2020-06,South Eastern Sydney,2.85,1.7,1.0,18.5
2020-07,South Eastern Sydney,2.85,1.75,1.15,11.9
2020-08,South Eastern Sydney,2.35,1.5499999999999998,1.4500000000000002,13.0
2020-09,South Eastern Sydney,2.15,1.45,1.75,11.6
2020-10,South Eastern Sydney,1.85,1.25,1.95,11.1
2020-11,South Eastern Sydney,2.2526372444224823,1.1722091095032672,1.640292819095681,15.4
2020-12,South Eastern Sydney,1.95,1.0,1.5,12.5
2021-01,South Eastern Sydney,1.9,0.95,1.45,9.3
2021-02,South Eastern Sydney,2.45,1.0,1.15,16.5
2021-03,South Eastern Sydney,2.45,1.15,1.4,17.3
2021-04,South Eastern Sydney,2.85,1.6,1.2,18.3
2021-05,South Eastern Sydney,2.9,1.5,1.1,21.8
2021-06,South Eastern Sydney,3.45,1.6,0.95,19.3
2021-07,South Eastern Sydney,2.05,1.25,1.4,10.2
2021-08,South Eastern Sydney,1.6,1.25,1.65,8.2
2021-09,South Eastern Sydney,1.4289384605186135,1.1,1.8633984282843967,5.4
2021-10,South Eastern Sydney,1.55,1.15,1.95,6.2
2021-11,South Eastern Sydney,2.0,0.95,1.6,8.7
2021-12,South Eastern Sydney,2.0,0.95,1.4,10.7
2022-01,South Eastern Sydney,1.7,0.7323340444435293,1.25,8.4
2022-02,South Eastern Sydney,2.2,0.95,1.2,9.8
2022-03,South Eastern Sydney,2.35,0.95,1.2,21.8
2022-04,South Eastern Sydney,2.2997818188379666,1.227102846137007,1.208678595582713,25.6
2022-05,South Eastern Sydney,3.1243754403262307,1.5834280618161278,0.9246663645619064,31.4
2022-06,South Eastern Sydney,2.9,1.6,1.05,22.7
2022-07,South Eastern Sydney,2.45,1.55,1.4,15.2
2022-08,South Eastern Sydney,2.65,1.5,1.4,25.1
2022-09,South Eastern Sydney,2.25,1.35,1.7,19.7
2022-10,South Eastern Sydney,2.25,1.2,1.7,16.4
2022-11,South Eastern Sydney,2.25,1.05,1.55,15.4
2022-12,South Eastern Sydney,2.0,0.95,1.45,12.9
2023-01,South Eastern Sydney,1.8,0.85,1.2,8.6
2023-02,South Eastern Sydney,2.2,1.0,1.35,20.8
2023-03,South Eastern Sydney,2.55,1.4,1.4,16.9
2023-04,South Eastern Sydney,2.5,1.35,1.1,19.5
2023-05,South Eastern Sydney,3.1,1.6,0.95,21.6
2023-06,South Eastern Sydney,2.9,1.5499999999999998,1.1,13.2
2023-07,South Eastern Sydney,3.0,1.65,1.0,14.338461538461535
2023-08,South Eastern Sydney,2.95,1.65,1.2,15.476923076923075
2023-09,South Eastern Sydney,2.75,1.65,1.65,16.615384615384613
2023-10,South Eastern Sydney,2.3000000000000003,1.15,1.85,17.753846153846155
2023-11,South Eastern Sydney,2.35,0.9,1.6,18.89230769230769
2023-12,South Eastern Sydney,2.5,0.95,1.6,20.03076923076923
2024-01,South Eastern Sydney,3.0,0.7823340444435293,1.2,21.16923076923077
2024-02,South Eastern Sydney,3.2,0.95,1.2,22.307692307692307
2024-03,South Eastern Sydney,3.0,1.0,1.25,23.446153846153845
2024-04,South Eastern Sydney,3.0,1.5,1.15,24.584615384615383
2024-05,South Eastern Sydney,3.85,1.8,0.8,25.723076923076924
2024-06,South Eastern Sydney,3.2,1.75,0.85,26.86153846153846
2014-07,South Western Sydney,1.1847177990802118,0.8669104610393429,1.5821269714961634,28.0
2014-08,South Western Sydney,0.5489645045742424,0.6911014039862451,1.9728870059907144,29.0
2014-09,South Western Sydney,0.5363520541657392,0.6737716943635489,1.9944468576946308,24.9
2014-10,South Western Sydney,0.4076478178931052,0.7578866234469028,2.2598748727655065,24.1
2014-11,South Western Sydney,0.2511856602775044,0.7137972369693514,2.4079236854329022,21.5
2014-12,South Western Sydney,0.2278825010283698,0.6220322382126735,2.266968705603867,24.4
2015-01,South Western Sydney,0.1289540490426094,0.5133617256955205,1.833661325003553,20.3
2015-02,South Western Sydney,0.325,0.672112177342706,1.389610889587832,33.7
2015-03,South Western Sydney,0.526920619102886,0.71151962197876,1.8556725764525333,36.1
2015-04,South Western Sydney,0.5952868656460052,0.4625,1.7657509080359677,29.8
2015-05,South Western Sydney,0.9920958859611156,0.6426816511773055,1.3972980877420773,41.8
2015-06,South Western Sydney,1.5500023994059249,0.8437424236335791,1.1231622128150565,39.0
2015-07,South Western Sydney,1.210379205319081,0.7348181216565882,1.43348409109922,29.3
2015-08,South Western Sydney,0.7495081939751412,0.7239396223665512,1.7187402352363177,30.8
2015-09,South Western Sydney,0.5147150303866501,0.65108929742664,1.9926185687315277,28.4
2015-10,South Western Sydney,0.3875,0.888043727787714,2.1399415045083425,27.2
2015-11,South Western Sydney,0.2738193922729592,0.6846136729494415,2.223453116053232,26.6
2015-12,South Western Sydney,0.2897448530810582,0.7244491025080055,1.971074167796912,20.9
2016-01,South Western Sydney,0.2637777394730619,0.5379651287452973,1.992723740395564,20.1
2016-02,South Western Sydney,0.325,0.6320729688339292,1.809784817518351,36.1
2016-03,South Western Sydney,0.4498162309874521,0.7168573799843102,1.5655838731823415,35.4
2016-04,South Western Sydney,0.9002865990038789,0.8593715029321859,1.6063478993229643,26.0
2016-05,South Western Sydney,0.9986332300934856,1.0222773043109803,1.5235999737786887,36.7
2016-06,South Western Sydney,1.0832112217914558,0.7100239719051195,1.498194246116015,33.1
2016-07,South Western Sydney,0.9092006361142582,0.6763242875847738,1.6300618634742357,23.7
2016-08,South Western Sydney,1.0895817523993023,0.8952922708965881,1.6506575101408565,26.6
2016-09,South Western Sydney,0.5455220940095373,0.7312325930744393,1.7559578416218984,28.1
2016-10,South Western Sydney,0.4610506549756791,0.5700482909790687,2.165708621834676,22.3
2016-11,South Western Sydney,0.4405699432335384,0.7417991682488874,2.226120453110636,22.9
2016-12,South Western Sydney,0.196137441784148,0.731379815113205,2.359279908128446,23.3
2017-01,South Western Sydney,0.2658794097306212,0.5703673626036992,2.2718098949708017,16.1
2017-02,South Western Sydney,0.3503722791301567,0.6889264252655894,2.3491074376109293,28.1
2017-03,South Western Sydney,0.2668762557642627,0.5102703476651578,1.6542722833353185,27.7
2017-04,South Western Sydney,0.6554914283859008,0.728931865033369,1.481664462670614,31.9
2017-05,South Western Sydney,1.016668545981538,0.9832403111351636,1.359021700493022,40.1
2017-06,South Western Sydney,1.2241847614843329,0.8333759240223536,1.3125895770755136,35.9
2017-07,South Western Sydney,1.575767458062129,0.9773556546508584,1.500754798901856,29.2
2017-08,South Western Sydney,0.7929612373709225,0.7988265158629533,2.0492907700785343,22.1
2017-09,South Western Sydney,0.634826054025931,0.8792930818956977,2.184017436885592,20.6
2017-10,South Western Sydney,0.2985932725837036,0.7810517263565371,2.2272721869537437,20.6
2017-11,South Western Sydney,0.3129713327070907,0.7303482530145528,1.9216769091832329,21.2
2017-12,South Western Sydney,0.2228307277670604,0.7436071523198629,2.416186044444772,15.9
2018-01,South Western Sydney,0.2,0.6057606617549878,2.357370053455085,15.4
2018-02,South Western Sydney,0.4540835923792484,0.731838907112397,1.739869431769704,25.4
2018-03,South Western Sydney,0.3284625105197683,0.6977527055142272,1.8729881674034812,28.1
2018-04,South Western Sydney,0.5272706035327497,0.7785521897557174,1.953701523055396,24.0
2018-05,South Western Sydney,1.2448335646622306,1.0866746406134091,1.5503595573427822,37.4
2018-06,South Western Sydney,1.1756817886976287,0.8596191359981488,1.5623394457975155,26.8
2018-07,South Western Sydney,1.4195406833435265,1.0526148821760914,1.615981089608172,23.0
2018-08,South Western Sydney,0.8626483039711971,0.9154004999243884,2.0180953775177324,23.2
2018-09,South Western Sydney,0.7806155750102804,0.8574395416941674,1.9833586879086824,23.0
2018-10,South Western Sydney,0.3262614714807356,0.718043921170584,2.225895137220928,21.4
2018-11,South Western Sydney,0.3482692497195949,0.6699984126194575,2.119712758957431,22.3
2018-12,South Western Sydney,0.2489589083538866,0.631183175732227,2.3313346135731017,20.1
2019-01,South Western Sydney,0.2392953226018639,0.7155312558167211,2.673347999100528,16.8
2019-02,South Western Sydney,0.4630412653980459,0.7716474347335145,1.881875746745556,33.0
2019-03,South Western Sydney,0.4292184936219744,0.6574513266163934,1.8031786873658115,28.3
2019-04,South Western Sydney,0.7910790243312372,0.8443671567292588,1.4554851958414534,29.3
2019-05,South Western Sydney,1.3789416435709183,0.9633784796863945,1.4015742013119623,37.5
2019-06,South Western Sydney,1.0802755091131448,0.7965380129299154,1.3786574307041828,31.5
2019-07,South Western Sydney,1.122764225629571,0.8958061602890879,1.5490794163340933,23.2
2019-08,South Western Sydney,0.8539783461136867,0.8368769938195161,1.9505769648161373,24.9
2019-09,South Western Sydney,0.6118885659369466,0.8473214624765344,1.8790384316724336,22.5
2019-10,South Western Sydney,0.5612380228496813,1.0091474347335143,2.308354735516973,19.0
2019-11,South Western Sydney,0.2625,0.8341474347335145,2.422800564366905,25.2
2019-12,South Western Sydney,0.1875,0.8357747423378147,2.558917243323697,27.5
2020-01,South Western Sydney,0.3421790524518615,0.7299467632471022,2.6761563109986533,20.1
2020-02,South Western Sydney,0.254169636584824,0.5748063963573861,2.0268328511415743,24.5
2020-03,South Western Sydney,0.6139519787342255,0.5788416791163522,1.5695807988700972,28.3
2020-04,South Western Sydney,0.6762195591158104,0.7646975655478729,1.485429122934821,10.3
2020-05,South Western Sydney,0.9930685569618546,0.6440476774301206,1.5920680724128848,9.4
2020-06,South Western Sydney,1.1399095317640715,0.7058378304796762,1.498594138016001,20.1
2020-07,South Western Sydney,1.1100182975960564,0.6690901116266436,1.791554780746978,15.2
2020-08,South Western Sydney,0.9352354590284137,0.6851664770478514,2.000611445228948,20.7
2020-09,South Western Sydney,0.7385705876682187,0.7005915949350007,2.131444754101608,15.3
2020-10,South Western Sydney,0.3427033881332702,0.5557274421310128,2.424923578288015,14.3
2020-11,South Western Sydney,0.3521980103616242,0.5205544287778724,2.311118581961168,16.9
2020-12,South Western Sydney,0.2262685876009074,0.3736149852100858,1.9510125391145936,13.8
2021-01,South Western Sydney,0.225,0.3,2.0333606245179934,10.1
2021-02,South Western Sydney,0.3762148593229869,0.3903282538341106,1.5424866035374007,16.7
2021-03,South Western Sydney,0.3777437218899858,0.425,1.733162436631942,21.1
2021-04,South Western Sydney,0.8072992629036777,0.7117920157349217,1.628604192921862,22.8
2021-05,South Western Sydney,0.9231163093020764,0.6280362876586938,1.5531887199272418,29.1
2021-06,South Western Sydney,1.44709909622661,0.7156887420947219,1.3534760696954466,20.8
2021-07,South Western Sydney,0.993468094306326,0.5875,1.706379281860064,12.8
2021-08,South Western Sydney,0.650161962368611,0.601947960031618,1.9287990684939524,6.6
2021-09,South Western Sydney,0.5575224227012092,0.6143364750955542,2.1148156000634986,6.1
2021-10,South Western Sydney,0.3582378170934846,0.5600307379418082,2.2034527970012983,6.9
2021-11,South Western Sydney,0.3629266672266676,0.3625,2.058372624618264,16.6
2021-12,South Western Sydney,0.2272555412179445,0.325,2.119888241021635,11.4
2022-01,South Western Sydney,0.1375,0.3689796705710361,1.568998822036267,8.5
2022-02,South Western Sydney,0.3416217651705559,0.4686690552769518,1.3697255544749034,19.6
2022-03,South Western Sydney,0.518595273518683,0.30625,1.526257541474491,29.8
2022-04,South Western Sydney,0.6332480182255685,0.4505620206192625,1.3918397638289857,29.1
2022-05,South Western Sydney,1.0480420600030298,0.6248880653469402,1.274675388751163,41.3
2022-06,South Western Sydney,1.2440190717194386,0.55,1.5702529955046345,26.0
2022-07,South Western Sydney,0.7165797345396765,0.4875,1.996903111110957,21.8
2022-08,South Western Sydney,0.9075702518677728,0.5625,1.8162367457364417,29.4
2022-09,South Western Sydney,0.5552655942075416,0.5610716827137526,2.0062163013265173,21.3
2022-10,South Western Sydney,0.3717008895641372,0.4851636880815714,1.966377036949524,20.1
2022-11,South Western Sydney,0.378515126676756,0.3440848090550724,1.9798304988398283,16.8
2022-12,South Western Sydney,0.3460547860295521,0.3103536456699492,1.9783960536346368,14.0
2023-01,South Western Sydney,0.2390374815714497,0.3062017558174349,1.8025418354049767,13.1
2023-02,South Western Sydney,0.3865259938758892,0.5278198334848632,1.852061001520218,23.4
2023-03,South Western Sydney,0.6180268774540688,0.638775138584247,1.6608280751535789,20.9
2023-04,South Western Sydney,0.7369183245494504,0.5378415517987932,1.445027180867512,23.4
2023-05,South Western Sydney,1.1943607287164373,0.6796321863069494,1.520485808235989,27.3
2023-06,South Western Sydney,1.2624318531105077,0.686365005803488,1.5493746079366124,18.8
2023-07,South Western Sydney,1.3632097817439142,0.7647363636806382,1.6044555122512103,19.76153846153846
2023-08,South Western Sydney,1.086794942795179,0.8468132223910941,1.6559756962193677,20.723076923076924
2023-09,South Western Sydney,0.8070292484052243,1.0292703072360747,2.049702237688867,21.684615384615384
2023-10,South Western Sydney,0.3341281219378399,0.6249531298119344,2.311312179365902,22.646153846153847
2023-11,South Western Sydney,0.2636219524082983,0.5861963737449476,2.099745043471411,23.607692307692307
2023-12,South Western Sydney,0.2318317045126486,0.3638094353220121,2.4271620479092912,24.56923076923077
2024-01,South Western Sydney,0.2598743552826474,0.4942909688470378,1.6664322957046864,25.53076923076923
2024-02,South Western Sydney,0.4159911038434773,0.5457175044947552,1.816347669017388,26.49230769230769
2024-03,South Western Sydney,0.5465929294012105,0.6881411160630506,1.74138215683242,27.453846153846158
2024-04,South Western Sydney,0.6045682777865066,0.6256167039365826,1.6905605153386989,28.415384615384617
2024-05,South Western Sydney,0.8745391559688651,0.6684896142952563,1.5479922770206809,29.37692307692308
2024-06,South Western Sydney,1.0295469270289932,0.6373604585843156,1.599354902538628,30.338461538461537
2014-07,Southern NSW,0.3644435863864239,0.4201224162965395,1.9403014120442723,31.3
2014-08,Southern NSW,0.3246090185137786,0.4398508895747721,2.1198436962889957,46.0
2014-09,Southern NSW,0.1968778609527297,0.3250783292620383,2.2795340644440945,33.0
2014-10,Southern NSW,0.0412595998281111,0.2984603215190981,2.567228744861113,29.6
2014-11,Southern NSW,0.03609765883484,0.3401826438219678,2.739333606376654,45.0
2014-12,Southern NSW,0.01700499055683,0.2511795790372929,2.466908709170828,24.5
2015-01,Southern NSW,0.0344768497183911,0.1947288651511876,2.149723720450016,18.8
2015-02,Southern NSW,0.0984813220376663,0.1579536257543752,2.0225101082670704,28.5
2015-03,Southern NSW,0.2447375088732329,0.4351658355552552,2.26964108762672,36.5
2015-04,Southern NSW,0.2712601811162678,0.3386818553010722,2.009809165094558,33.3
2015-05,Southern NSW,0.4084254015133655,0.5012863541763247,1.9094245673689043,45.0
2015-06,Southern NSW,0.5893241893402161,0.6165067414745757,1.4260091422852912,45.9
2015-07,Southern NSW,0.4906812211926444,0.5058061906846565,1.7313738251267832,30.1
2015-08,Southern NSW,0.3036297752155948,0.390965831113457,1.937867972801829,54.9
2015-09,Southern NSW,0.2115999826880603,0.3559368906712543,2.129164239189256,35.6
2015-10,Southern NSW,0.0,0.1746767947762096,2.5137190639915525,29.0
2015-11,Southern NSW,0.0462890059339479,0.2600796933654791,2.523187105663106,33.8
2015-12,Southern NSW,0.0967858477090887,0.3062631856829407,2.334164245935633,34.9
2016-01,Southern NSW,0.1027441214546792,0.28334394549363,2.1834667986590963,23.7
2016-02,Southern NSW,0.0881024411387136,0.2751033775765591,2.0888892966583623,38.3
2016-03,Southern NSW,0.174289285944795,0.2347362200164265,2.1426025065878727,38.5
2016-04,Southern NSW,0.3049476871245469,0.4442720081170016,2.002486792891106,33.8
2016-05,Southern NSW,0.3578253028609703,0.5905455078079103,2.015004874760233,50.8
2016-06,Southern NSW,0.3837480623716655,0.4315100098579398,1.9213919397850567,38.4
2016-07,Southern NSW,0.3879476138725886,0.4590938427166966,2.080134875298804,39.2
2016-08,Southern NSW,0.3793844363106458,0.4913148519599754,2.0509461655216947,45.2
2016-09,Southern NSW,0.2367210899223725,0.3370442200370531,2.16590819308516,31.1
2016-10,Southern NSW,0.1044229083695625,0.2964472128685553,2.427890538280708,24.2
2016-11,Southern NSW,0.0794647699020132,0.3596673285673967,2.538567026160333,38.6
2016-12,Southern NSW,0.0,0.3089313756469179,2.6584763263443447,42.1
2017-01,Southern NSW,0.0,0.3288471635582799,2.35958459482465,32.9
2017-02,Southern NSW,0.0503978848040752,0.2526595724903594,2.6816966326467293,38.5
2017-03,Southern NSW,0.1724123766623297,0.2377665564107753,2.0919120366802386,32.9
2017-04,Southern NSW,0.3124295277658936,0.4108108467536477,1.7478736310763847,45.6
2017-05,Southern NSW,0.4460722715291705,0.5589198025279323,1.4942410466775924,51.2
2017-06,Southern NSW,0.5195588185937546,0.624578977271631,1.4901860891195546,44.7
2017-07,Southern NSW,0.4021640395492994,0.4709490218310568,2.1629799875773355,39.8
2017-08,Southern NSW,0.221951606243606,0.3549020126930202,2.3653570106890425,38.9
2017-09,Southern NSW,0.1045360733086932,0.4012125379021535,2.5209914878090096,27.7
2017-10,Southern NSW,0.0156636011616899,0.257129958934956,2.8052474883647087,33.0
2017-11,Southern NSW,0.1516773799393579,0.1985748443423253,2.539734806304982,35.8
2017-12,Southern NSW,0.0129388727309415,0.2037122245638888,2.720013562576658,32.3
2018-01,Southern NSW,0.1014349100117771,0.3231187761434614,2.408710644009836,23.9
2018-02,Southern NSW,0.1427023351070467,0.2852733487883674,2.198069380870104,40.3
2018-03,Southern NSW,0.1725285232179013,0.4014260819603294,2.161455936044501,50.1
2018-04,Southern NSW,0.2320658928845989,0.4780481351131341,2.193681677231539,33.8
2018-05,Southern NSW,0.3797038743385745,0.51830473083956,1.8514062165342768,34.4
2018-06,Southern NSW,0.4261642896513428,0.4715831115840946,1.811834898501082,45.3
2018-07,Southern NSW,0.3759029288567553,0.4646097262361142,2.073344323034047,50.2
2018-08,Southern NSW,0.2318657829165778,0.4158772654037231,2.1615946146992835,34.1
2018-09,Southern NSW,0.1774209063312436,0.3336759674683358,2.165221422013411,34.5
2018-10,Southern NSW,0.0515344863167862,0.1669135539349315,2.5713985322326565,31.9
2018-11,Southern NSW,0.1225818814811211,0.3642165279401191,2.3775325153413505,41.0
2018-12,Southern NSW,0.0156264579488399,0.2243863273693269,2.5371228812149003,38.9
2019-01,Southern NSW,0.0,0.2762084449913326,2.7928801456425627,30.9
2019-02,Southern NSW,0.1287073934613416,0.2207030925037741,2.3794943956662133,37.3
2019-03,Southern NSW,0.2357393897219067,0.4584388539056345,2.152542488893534,44.1
2019-04,Southern NSW,0.2515236999320338,0.4399301734676513,1.5976425005069794,47.4
2019-05,Southern NSW,0.3124587029064364,0.5037874764474062,1.5403698430702892,54.9
2019-06,Southern NSW,0.4839735340339876,0.5316296044798787,1.5013103694023575,47.9
2019-07,Southern NSW,0.3906837477654384,0.4763863477813603,1.7059729801300978,49.6
2019-08,Southern NSW,0.3056771619801125,0.51147199045392,1.964493277801867,38.1
2019-09,Southern NSW,0.1528982265228459,0.3078233811858877,2.318982293243298,34.2
2019-10,Southern NSW,0.1159067833704929,0.3646571260209262,2.5567024647657144,33.0
2019-11,Southern NSW,0.0,0.4501835180163703,2.8,43.3
2019-12,Southern NSW,0.0,0.5,3.1394060759456397,48.7
2020-01,Southern NSW,0.0,0.4,3.1394060759456397,55.8
2020-02,Southern NSW,0.0,0.3,2.5,27.1
2020-03,Southern NSW,0.2,0.2,2.0,40.2
2020-04,Southern NSW,0.1,0.2,2.1,11.9
2020-05,Southern NSW,0.4,0.5,1.7,15.7
2020-06,Southern NSW,0.5,0.5,1.7,33.0
2020-07,Southern NSW,0.5,0.6,1.8,19.2
2020-08,Southern NSW,0.2,0.4,2.3,22.6
2020-09,Southern NSW,0.1,0.3,2.3,22.5
2020-10,Southern NSW,0.1,0.2,2.6,37.7
2020-11,Southern NSW,0.0,0.3,2.5,37.3
2020-12,Southern NSW,0.0,0.2,2.2,26.5
2021-01,Southern NSW,0.1,0.2,2.2,17.5
2021-02,Southern NSW,0.2,0.2,1.9,20.6
2021-03,Southern NSW,0.1,0.3,1.9,38.6
2021-04,Southern NSW,0.2,0.4,1.6,32.3
2021-05,Southern NSW,0.5,0.5,1.5,41.0
2021-06,Southern NSW,0.4,0.5,1.7,37.8
2021-07,Southern NSW,0.4,0.5,1.8,33.3
2021-08,Southern NSW,0.2,0.4,2.0,39.2
2021-09,Southern NSW,0.1,0.3,2.2,10.9
2021-10,Southern NSW,0.0,0.2,2.3,17.3
2021-11,Southern NSW,0.1,0.2,2.2,21.4
2021-12,Southern NSW,0.1,0.2,2.1,28.5
2022-01,Southern NSW,0.1,0.1,2.0,15.0
2022-02,Southern NSW,0.2,0.1,1.7,20.8
2022-03,Southern NSW,0.2,0.1,1.7,35.5
